Position    dPosition   Velocity    dVelocity   fwhm        dfwhm       flux        dflux     
6.750e-01   3.780e-01   2.845e+03   1.943e+01   7.086e+00   9.137e-01   4.746e-16   8.907e-17 
1.332e+00   3.780e-01   2.860e+03   1.606e+01   6.068e+00   7.724e-01   3.461e-16   6.366e-17 
2.091e+00   3.780e-01   2.866e+03   1.571e+01   4.909e+00   7.229e-01   2.652e-16   5.721e-17 
2.843e+00   3.780e-01   2.869e+03   1.025e+01   4.390e+00   4.757e-01   2.227e-16   3.533e-17 
3.598e+00   3.780e-01   2.884e+03   1.518e+01   4.065e+00   7.111e-01   1.701e-16   4.371e-17 
4.352e+00   3.780e-01   2.863e+03   1.118e+01   4.028e+00   5.110e-01   1.639e-16   3.115e-17 
5.108e+00   3.780e-01   2.837e+03   1.004e+01   4.096e+00   4.262e-01   1.754e-16   2.851e-17 
5.863e+00   3.780e-01   2.847e+03   1.309e+01   3.332e+00   5.251e-01   1.035e-16   2.647e-17 
6.620e+00   3.780e-01   2.872e+03   8.129e+00   2.405e+00   3.509e-01   6.426e-17   1.481e-17 
7.374e+00   3.780e-01   2.256e+03   1.141e+02   1.671e+01   5.496e+00   6.904e-17   2.951e-17 
8.129e+00   3.780e-01   2.818e+03   1.713e+01   3.297e+00   6.476e-01   5.473e-17   1.747e-17 
-1.780e-01  3.780e-01   2.840e+03   1.242e+01   4.612e+00   5.652e-01   3.490e-16   6.332e-17 
-9.340e-01  3.780e-01   2.809e+03   8.559e+00   4.694e+00   3.862e-01   3.924e-16   4.999e-17 
-1.690e+00  3.780e-01   2.815e+03   7.938e+00   4.043e+00   3.509e-01   2.921e-16   3.974e-17 
-2.445e+00  3.780e-01   2.819e+03   1.001e+01   3.750e+00   4.380e-01   2.116e-16   3.891e-17 
-3.200e+00  3.780e-01   2.813e+03   9.007e+00   3.104e+00   3.485e-01   1.615e-16   2.997e-17 
-3.956e+00  3.780e-01   2.780e+03   9.150e+00   4.071e+00   4.003e-01   1.234e-16   1.954e-17 
-4.710e+00  3.780e-01   2.803e+03   1.174e+01   3.685e+00   4.874e-01   8.422e-17   1.852e-17 
-5.467e+00  3.780e-01   2.760e+03   9.627e+00   5.207e+00   3.980e-01   8.901e-17   1.098e-17 
