1 1 1121.20 1128.05
38.4795 
0.9840 
name    flux    f_err    vel    sig
Hgamma      	   0.82312	      0.13	 3072.4060	     42.50
Hbeta       	   4.59029	      0.13	 3072.4060	     42.50
Halpha      	  51.88393	      0.11	 3072.4060	     42.50
[SII]6716   	   6.53436	      0.11	 3074.0348	     47.45
[SII]6731   	   4.71435	      0.11	 3074.0348	     47.45
[OIII]5007_d	   1.62268	      0.16	 3074.0348	     47.45
[OI]6300_d  	  14.35803	      0.15	 3074.0348	     47.45
[NII]6583_d 	  33.94054	      0.15	 3074.0348	     47.45
