Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	     dAmp    	 Sigma    	 dSig     	 Flux    	     dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	     dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6359.813	    0.363	 1.560e-17	     3.923e-18	    1.400	    0.275	 5.473e-17	 1.747e-17	    8.129	        0.378	 2818.497	 2818.497	   17.131	   31.921	    3.297
[OI]b   	 6363.800	 6423.913	    0.363	 5.031e-18	     3.923e-18	    1.400	    0.275	 1.766e-17	 1.420e-17	    8.129	        0.378	 2818.497	 2818.497	   16.961	   80.425	    3.297
[NII]b  	 6548.100	 6611.107	    1.096	 1.905e-17	     3.054e-17	    2.273	    0.918	 1.086e-16	 1.795e-16	        8.129	    0.378	 2870.785	 2870.785	   49.703	      165.289	    5.353
Halpha  	 6562.800	 6626.312	    0.998	 8.160e-17	     4.127e-17	    2.379	    0.829	 4.867e-16	 2.989e-16	        8.129	    0.378	 2887.216	 2887.216	   45.165	       61.405	    5.603
[NII]a  	 6583.500	 6646.848	    1.096	 5.525e-17	     3.054e-17	    2.286	    0.918	 3.165e-16	 2.163e-16	        8.129	    0.378	 2870.785	 2870.785	   49.436	       68.332	    5.382
[SII]a  	 6716.400	 6782.120	    0.446	 2.503e-17	     2.813e-17	    1.043	    0.345	 6.544e-17	 7.664e-17	        8.129	    0.378	 2919.137	 2919.137	   19.712	      117.116	    2.456
[SII]b  	 6730.800	 6796.661	    0.446	 1.478e-16	     8.152e-17	    1.045	    0.345	 3.873e-16	 2.488e-16	        8.129	    0.378	 2919.137	 2919.137	   19.670	       64.250	    2.461
Hbeta   	 4861.000	 4907.641	    0.470	 2.342e-17	     8.093e-18	    1.512	    0.330	 8.872e-17	 3.627e-17	        8.129	    0.378	 2862.718	 2862.718	   28.716	       40.880	    3.559
[OIII]49	 4959.000	 5005.382	    0.781	 2.231e-18	     4.907e-18	    1.029	    0.689	 5.756e-18	 1.323e-17	        8.129	    0.378	 2790.874	 2790.874	   46.795	      229.942	    2.424
[OIII]50	 5007.000	 5053.832	    0.781	 6.692e-18	     4.907e-18	    1.029	    0.689	 1.727e-17	 1.714e-17	        8.129	    0.378	 2790.932	 2790.932	   46.346	       99.275	    2.424
