Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	     dAmp    	 Sigma    	 dSig     	 Flux    	     dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	     dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.819	    0.333	 5.075e-17	     8.010e-18	    2.085	    0.307	 2.652e-16	 5.721e-17	    2.091	        0.378	 2865.919	 2865.919	   15.712	   21.571	    4.909
[OI]b   	 6363.800	 6424.929	    0.333	 1.637e-17	     8.010e-18	    2.085	    0.307	 8.555e-17	 4.371e-17	    2.091	        0.378	 2865.919	 2865.919	   15.555	   51.085	    4.909
[NII]b  	 6548.100	 6612.299	    0.330	 2.449e-16	     9.165e-17	    2.751	    0.263	 1.689e-15	 6.523e-16	        2.091	    0.378	 2924.821	 2924.821	   14.947	       38.629	    6.478
Halpha  	 6562.800	 6626.225	    0.235	 1.277e-15	     1.523e-16	    2.323	    0.189	 7.435e-15	 1.074e-15	        2.091	    0.378	 2883.278	 2883.278	   10.628	       14.448	    5.471
[NII]a  	 6583.500	 6648.046	    0.330	 7.101e-16	     9.165e-17	    2.766	    0.263	 4.924e-15	 7.894e-16	        2.091	    0.378	 2924.821	 2924.821	   14.867	       16.033	    6.513
[SII]a  	 6716.400	 6781.489	    0.521	 1.916e-16	     5.943e-17	    2.184	    0.437	 1.049e-15	 3.874e-16	        2.091	    0.378	 2891.210	 2891.210	   23.018	       36.920	    5.144
[SII]b  	 6730.800	 6796.028	    0.521	 1.359e-16	     4.997e-17	    2.189	    0.437	 7.456e-16	 3.121e-16	        2.091	    0.378	 2891.210	 2891.210	   22.969	       41.855	    5.155
Hbeta   	 4861.000	 4907.818	    0.211	 2.026e-16	     2.654e-17	    2.054	    0.159	 1.043e-15	 1.587e-16	        2.091	    0.378	 2873.532	 2873.532	   12.915	       15.214	    4.836
[OIII]49	 4959.000	 5006.777	    0.352	 1.535e-17	     1.157e-17	    1.732	    0.293	 6.667e-17	 5.151e-17	        2.091	    0.378	 2874.424	 2874.424	   21.066	       77.255	    4.079
[OIII]50	 5007.000	 5055.241	    0.352	 4.606e-17	     1.157e-17	    1.732	    0.293	 2.000e-16	 6.058e-17	        2.091	    0.378	 2874.482	 2874.482	   20.864	       30.287	    4.079
