Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	     dAmp    	 Sigma    	 dSig     	 Flux    	     dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	     dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6358.993	    0.194	 2.849e-17	     3.538e-18	    1.729	    0.170	 1.234e-16	 1.954e-17	   -3.956	        0.378	 2779.831	 2779.831	    9.150	   15.826	    4.071
[OI]b   	 6363.800	 6423.085	    0.194	 9.190e-18	     3.538e-18	    1.729	    0.170	 3.982e-17	 1.582e-17	   -3.956	        0.378	 2779.831	 2779.831	    9.058	   39.731	    4.071
[NII]b  	 6548.100	 6610.751	    0.324	 9.752e-17	     5.924e-17	    1.825	    0.262	 4.461e-16	 2.785e-16	       -3.956	    0.378	 2854.616	 2854.616	   14.678	       62.416	    4.298
Halpha  	 6562.800	 6625.613	    0.248	 5.683e-16	     9.639e-17	    1.768	    0.192	 2.519e-15	 5.072e-16	       -3.956	    0.378	 2855.617	 2855.617	   11.200	       20.136	    4.164
[NII]a  	 6583.500	 6646.489	    0.324	 2.828e-16	     5.924e-17	    1.835	    0.262	 1.301e-15	 3.297e-16	       -3.956	    0.378	 2854.616	 2854.616	   14.599	       25.343	    4.321
[SII]a  	 6716.400	 6780.769	    0.483	 1.071e-16	     4.126e-17	    1.682	    0.392	 4.514e-16	 2.033e-16	       -3.956	    0.378	 2859.384	 2859.384	   21.353	       45.038	    3.960
[SII]b  	 6730.800	 6795.307	    0.483	 7.043e-17	     3.318e-17	    1.685	    0.392	 2.975e-16	 1.563e-16	       -3.956	    0.378	 2859.384	 2859.384	   21.307	       52.554	    3.968
Hbeta   	 4861.000	 4907.250	    0.158	 9.165e-17	     1.307e-17	    1.364	    0.095	 3.133e-16	 4.975e-17	       -3.956	    0.378	 2838.811	 2838.811	    9.622	       15.881	    3.211
[OIII]49	 4959.000	 5006.482	    0.570	 2.913e-18	     2.080e-18	    1.877	    0.603	 1.370e-17	 1.073e-17	       -3.956	    0.378	 2856.733	 2856.733	   34.114	       78.306	    4.420
[OIII]50	 5007.000	 5054.942	    0.570	 8.738e-18	     2.080e-18	    1.877	    0.603	 4.111e-17	 1.643e-17	       -3.956	    0.378	 2856.791	 2856.791	   33.787	       39.973	    4.420
