Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	     dAmp    	 Sigma    	 dSig     	 Flux    	     dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	     dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.757	    0.237	 3.823e-17	     5.414e-18	    1.711	    0.217	 1.639e-16	 3.115e-17	    4.352	        0.378	 2862.978	 2862.978	   11.180	   19.000	    4.028
[OI]b   	 6363.800	 6424.866	    0.237	 1.233e-17	     5.414e-18	    1.711	    0.217	 5.288e-17	 2.416e-17	    4.352	        0.378	 2862.978	 2862.978	   11.069	   45.690	    4.028
[NII]b  	 6548.100	 6611.872	    0.302	 4.530e-16	     2.662e-16	    1.758	    0.242	 1.996e-15	 1.205e-15	        4.352	    0.378	 2905.468	 2905.468	   13.691	       60.364	    4.140
Halpha  	 6562.800	 6626.730	    0.208	 3.319e-15	     4.791e-16	    1.756	    0.159	 1.461e-14	 2.490e-15	        4.352	    0.378	 2906.131	 2906.131	    9.401	       17.046	    4.135
[NII]a  	 6583.500	 6647.617	    0.302	 1.314e-15	     2.662e-16	    1.768	    0.242	 5.821e-15	 1.423e-15	        4.352	    0.378	 2905.468	 2905.468	   13.617	       24.454	    4.163
[SII]a  	 6716.400	 6781.867	    0.488	 3.745e-16	     1.520e-16	    1.750	    0.389	 1.642e-15	 7.598e-16	        4.352	    0.378	 2907.924	 2907.924	   21.573	       46.264	    4.120
[SII]b  	 6730.800	 6796.407	    0.488	 2.954e-16	     1.326e-16	    1.753	    0.389	 1.298e-15	 6.499e-16	        4.352	    0.378	 2907.924	 2907.924	   21.527	       50.054	    4.129
Hbeta   	 4861.000	 4908.142	    0.201	 5.083e-16	     8.321e-17	    1.414	    0.120	 1.802e-15	 3.324e-16	        4.352	    0.378	 2893.269	 2893.269	   12.258	       18.446	    3.330
[OIII]49	 4959.000	 5006.505	    0.594	 1.512e-17	     2.324e-17	    1.346	    0.447	 5.100e-17	 8.020e-17	        4.352	    0.378	 2858.135	 2858.135	   35.568	      157.256	    3.169
[OIII]50	 5007.000	 5054.966	    0.594	 4.535e-17	     2.324e-17	    1.346	    0.447	 1.530e-16	 9.343e-17	        4.352	    0.378	 2858.193	 2858.193	   35.227	       61.063	    3.169
