Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6365.217	    0.073	 3.351e-16	         1.322e-17	    1.911	    0.062	 1.606e-15	 8.208e-17	    0.303	            0.553	 3073.084	 3073.084	    3.432	    5.112	    4.501
[OI]b   	 6363.800	 6429.371	    0.073	 1.081e-16	         1.322e-17	    1.911	    0.062	 5.179e-16	 6.553e-17	    0.303	            0.553	 3073.084	 3073.084	    3.398	   12.652	    4.501
[NII]b  	 6548.100	 6615.502	    0.335	 8.524e-16	         4.878e-16	    2.055	    0.271	 4.391e-15	 2.579e-15	            0.303	    0.553	 3069.980	 3069.980	   15.173	           58.734	    4.840
Halpha  	 6562.800	 6630.382	    0.240	 5.668e-15	         8.575e-16	    1.940	    0.184	 2.757e-14	 4.919e-15	            0.303	    0.553	 3071.296	 3071.296	   10.838	           17.847	    4.569
[NII]a  	 6583.500	 6651.266	    0.335	 2.472e-15	         4.878e-16	    2.066	    0.271	 1.280e-14	 3.034e-15	            0.303	    0.553	 3069.980	 3069.980	   15.091	           23.694	    4.866
[SII]a  	 6716.400	 6785.473	    0.511	 6.837e-16	         2.862e-16	    1.710	    0.370	 2.931e-15	 1.381e-15	            0.303	    0.553	 3067.262	 3067.262	   22.563	           47.114	    4.027
[SII]b  	 6730.800	 6800.021	    0.511	 5.331e-16	         2.523e-16	    1.714	    0.370	 2.290e-15	 1.191e-15	            0.303	    0.553	 3067.262	 3067.262	   22.515	           52.007	    4.035
Hbeta   	 4861.000	 4911.677	    0.319	 8.889e-16	         1.896e-16	    1.754	    0.223	 3.908e-15	 9.708e-16	            0.303	    0.553	 3109.083	 3109.083	   19.481	           24.841	    4.130
[OIII]49	 4959.000	 5010.298	    0.758	 3.357e-17	         5.349e-17	    1.814	    0.531	 1.527e-16	 2.473e-16	            0.303	    0.553	 3085.147	 3085.147	   45.334	          161.991	    4.272
[OIII]50	 5007.000	 5058.796	    0.758	 1.007e-16	         5.349e-17	    1.814	    0.531	 4.580e-16	 2.777e-16	            0.303	    0.553	 3085.205	 3085.205	   44.899	           60.636	    4.272
[OI]a   	 6300.300	 6365.217	    0.073	 3.350e-16	         1.321e-17	    1.912	    0.062	 1.606e-15	 8.208e-17	            0.303	    0.553	 3073.076	 3073.076	    3.433	            5.112	    4.503
[OI]b   	 6363.800	 6429.371	    0.073	 1.081e-16	         1.321e-17	    1.912	    0.062	 5.180e-16	 6.554e-17	            0.303	    0.553	 3073.076	 3073.076	    3.399	           12.654	    4.503
[NII]b  	 6548.100	 6615.502	    0.335	 8.525e-16	         4.882e-16	    2.053	    0.271	 4.388e-15	 2.579e-15	            0.303	    0.553	 3069.973	 3069.973	   15.176	           58.767	    4.835
Halpha  	 6562.800	 6630.382	    0.240	 5.668e-15	         8.577e-16	    1.940	    0.184	 2.756e-14	 4.920e-15	            0.303	    0.553	 3071.293	 3071.293	   10.839	           17.852	    4.567
[NII]a  	 6583.500	 6651.266	    0.335	 2.472e-15	         4.882e-16	    2.064	    0.271	 1.279e-14	 3.034e-15	            0.303	    0.553	 3069.973	 3069.973	   15.094	           23.712	    4.862
[SII]a  	 6716.400	 6785.472	    0.510	 6.827e-16	         2.852e-16	    1.716	    0.368	 2.936e-15	 1.379e-15	            0.303	    0.553	 3067.238	 3067.238	   22.526	           46.955	    4.040
[SII]b  	 6730.800	 6800.020	    0.510	 5.328e-16	         2.515e-16	    1.719	    0.368	 2.296e-15	 1.190e-15	            0.303	    0.553	 3067.238	 3067.238	   22.478	           51.824	    4.049
Hbeta   	 4861.000	 4911.676	    0.319	 8.887e-16	         1.895e-16	    1.755	    0.223	 3.909e-15	 9.706e-16	            0.303	    0.553	 3109.065	 3109.065	   19.474	           24.826	    4.133
[OIII]49	 4959.000	 5010.298	    0.759	 3.355e-17	         5.351e-17	    1.813	    0.531	 1.525e-16	 2.473e-16	            0.303	    0.553	 3085.154	 3085.154	   45.385	          162.138	    4.270
[OIII]50	 5007.000	 5058.796	    0.759	 1.007e-16	         5.351e-17	    1.813	    0.531	 4.575e-16	 2.777e-16	            0.303	    0.553	 3085.212	 3085.212	   44.949	           60.700	    4.270
