WV      	 Sigma   
4184.326	    0.017
4185.077	    0.013
4185.828	    0.013
4186.580	    0.027
4187.331	    0.036
4188.083	    0.029
4188.835	    0.043
4189.586	    0.036
4190.339	    0.038
4191.091	    0.035
4191.843	    0.021
4192.595	    0.030
4193.348	    0.030
4194.101	    0.017
4194.853	    0.025
4195.606	    0.028
4196.359	    0.036
4197.113	    0.032
4197.866	    0.043
4198.620	    0.033
4199.373	    0.028
4200.127	    0.029
4200.881	    0.037
4201.635	    0.055
4202.389	    0.036
4203.143	    0.038
4203.898	    0.035
4204.652	    0.029
4205.407	    0.043
4206.162	    0.071
4206.917	    0.078
4207.672	    0.036
4208.427	    0.049
4209.183	    0.031
4209.938	    0.022
4210.694	    0.054
4211.450	    0.047
4212.206	    0.027
4212.962	    0.035
4213.718	    0.065
4214.474	    0.022
4215.231	    0.025
4215.987	    0.040
4216.744	    0.059
4217.501	    0.045
4218.258	    0.037
4219.015	    0.040
4219.773	    0.061
4220.530	    0.047
4221.288	    0.038
4222.045	    0.032
4222.803	    0.033
4223.561	    0.043
4224.319	    0.046
4225.077	    0.054
4225.836	    0.069
4226.594	    0.083
4227.353	    0.078
4228.112	    0.071
4228.871	    0.066
4229.630	    0.031
4230.389	    0.025
4231.148	    0.027
4231.908	    0.032
4232.667	    0.062
4233.427	    0.070
4234.187	    0.069
4234.947	    0.057
4235.707	    0.053
4236.468	    0.070
4237.228	    0.064
4237.989	    0.016
4238.749	    0.065
4239.510	    0.060
4240.271	    0.060
4241.032	    0.066
4241.793	    0.083
4242.555	    0.060
4243.316	    0.052
4244.078	    0.058
4244.840	    0.056
4245.602	    0.067
4246.364	    0.072
4247.126	    0.075
4247.888	    0.074
4248.651	    0.089
4249.413	    0.081
4250.176	    0.062
4250.939	    0.059
4251.702	    0.051
4252.465	    0.045
4253.229	    0.045
4253.992	    0.060
4254.756	    0.067
4255.519	    0.067
4256.283	    0.063
4257.047	    0.050
4257.811	    0.035
4258.575	    0.050
4259.340	    0.069
4260.104	    0.093
4260.869	    0.084
4261.634	    0.076
4262.399	    0.064
4263.164	    0.045
4263.929	    0.050
4264.695	    0.011
4265.460	    0.048
4266.226	    0.064
4266.991	    0.040
4267.757	    0.028
4268.523	    0.036
4269.290	    0.052
4270.056	    0.061
4270.822	    0.046
4271.589	    0.053
4272.356	    0.065
4273.123	    0.062
4273.890	    0.038
4274.657	    0.052
4275.424	    0.065
4276.191	    0.062
4276.959	    0.023
4277.727	    0.031
4278.494	    0.050
4279.262	    0.072
4280.031	    0.069
4280.799	    0.049
4281.567	    0.041
4282.336	    0.057
4283.104	    0.060
4283.873	    0.059
4284.642	    0.068
4285.411	    0.081
4286.180	    0.071
4286.950	    0.064
4287.719	    0.062
4288.489	    0.062
