wlen 	 newgal_spectrum 
  4184.326 	      0.005
  4185.077 	      0.003
  4185.828 	     -0.003
  4186.580 	     -0.012
  4187.331 	     -0.022
  4188.083 	      0.014
  4188.835 	      0.031
  4189.586 	      0.022
  4190.339 	     -0.024
  4191.091 	     -0.020
  4191.843 	     -0.007
  4192.595 	      0.015
  4193.348 	     -0.000
  4194.101 	      0.005
  4194.853 	      0.010
  4195.606 	      0.013
  4196.359 	      0.022
  4197.113 	     -0.017
  4197.866 	     -0.031
  4198.620 	      0.018
  4199.373 	      0.013
  4200.127 	      0.014
  4200.881 	      0.023
  4201.635 	      0.051
  4202.389 	      0.021
  4203.143 	      0.024
  4203.898 	      0.020
  4204.652 	     -0.014
  4205.407 	      0.030
  4206.162 	      0.083
  4206.917 	      0.100
  4207.672 	      0.022
  4208.427 	      0.039
  4209.183 	      0.016
  4209.938 	      0.008
  4210.694 	      0.049
  4211.450 	      0.037
  4212.206 	      0.012
  4212.962 	     -0.020
  4213.718 	     -0.069
  4214.474 	     -0.008
  4215.231 	      0.010
  4215.987 	      0.027
  4216.744 	      0.057
  4217.501 	      0.034
  4218.258 	      0.023
  4219.015 	      0.026
  4219.773 	      0.062
  4220.530 	      0.037
  4221.288 	      0.024
  4222.045 	      0.017
  4222.803 	      0.018
  4223.561 	      0.030
  4224.319 	      0.035
  4225.077 	      0.048
  4225.836 	      0.080
  4226.594 	      0.114
  4227.353 	      0.100
  4228.112 	      0.083
  4228.871 	      0.073
  4229.630 	      0.016
  4230.389 	     -0.010
  4231.148 	     -0.012
  4231.908 	      0.017
  4232.667 	      0.064
  4233.427 	      0.082
  4234.187 	      0.080
  4234.947 	      0.054
  4235.707 	      0.047
  4236.468 	      0.082
  4237.228 	      0.068
  4237.989 	     -0.004
  4238.749 	      0.070
  4239.510 	      0.059
  4240.271 	      0.060
  4241.032 	      0.072
  4241.793 	      0.115
  4242.555 	      0.060
  4243.316 	      0.044
  4244.078 	      0.056
  4244.840 	      0.052
  4245.602 	      0.074
  4246.364 	      0.086
  4247.126 	      0.092
  4247.888 	      0.090
  4248.651 	      0.131
  4249.413 	      0.109
  4250.176 	      0.063
  4250.939 	      0.058
  4251.702 	      0.043
  4252.465 	      0.034
  4253.229 	      0.033
  4253.992 	      0.060
  4254.756 	      0.075
  4255.519 	      0.075
  4256.283 	      0.065
  4257.047 	      0.042
  4257.811 	      0.020
  4258.575 	      0.041
  4259.340 	      0.080
