WV      	 Sigma   
4176.646	    0.118
4177.397	    0.116
4178.147	    0.112
4178.898	    0.106
4179.649	    0.098
4180.400	    0.089
4181.151	    0.081
4181.902	    0.071
4182.653	    0.059
4183.405	    0.050
4184.157	    0.043
4184.908	    0.037
4185.660	    0.025
4186.412	    0.036
4187.164	    0.037
4187.917	    0.008
4188.669	    0.033
4189.422	    0.080
4190.174	    0.091
4190.927	    0.020
4191.680	    0.074
4192.433	    0.084
4193.186	    0.083
4193.940	    0.066
4194.693	    0.064
4195.447	    0.038
4196.201	    0.058
4196.955	    0.099
4197.709	    0.084
4198.463	    0.036
4199.217	    0.082
4199.972	    0.048
4200.726	    0.043
4201.481	    0.046
4202.236	    0.033
4202.991	    0.049
4203.746	    0.086
4204.501	    0.082
4205.257	    0.059
4206.012	    0.045
4206.768	    0.042
4207.524	    0.062
4208.280	    0.067
4209.036	    0.042
4209.792	    0.020
4210.548	    0.043
4211.305	    0.068
4212.061	    0.085
4212.818	    0.068
4213.575	    0.076
4214.332	    0.089
4215.089	    0.109
4215.846	    0.122
4216.604	    0.112
4217.361	    0.095
4218.119	    0.066
4218.877	    0.087
4219.635	    0.086
4220.393	    0.079
4221.151	    0.056
4221.910	    0.050
4222.668	    0.035
4223.427	    0.039
4224.186	    0.067
4224.945	    0.025
4225.704	    0.071
4226.463	    0.077
4227.222	    0.031
4227.982	    0.020
4228.741	    0.059
4229.501	    0.076
4230.261	    0.084
4231.021	    0.080
4231.781	    0.051
4232.542	    0.027
4233.302	    0.036
4234.063	    0.092
4234.823	    0.095
4235.584	    0.074
4236.345	    0.040
4237.106	    0.092
4237.868	    0.072
4238.629	    0.059
4239.390	    0.051
4240.152	    0.036
4240.914	    0.070
4241.676	    0.071
4242.438	    0.060
4243.200	    0.063
4243.963	    0.056
4244.725	    0.045
4245.488	    0.041
4246.250	    0.084
4247.013	    0.094
4247.776	    0.085
4248.540	    0.064
4249.303	    0.030
4250.066	    0.059
4250.830	    0.082
4251.594	    0.088
4252.357	    0.059
4253.121	    0.099
4253.886	    0.066
4254.650	    0.032
4255.414	    0.054
4256.179	    0.031
4256.944	    0.028
4257.708	    0.077
4258.473	    0.122
4259.238	    0.061
4260.004	    0.046
4260.769	    0.046
4261.535	    0.052
4262.300	    0.034
4263.066	    0.063
4263.832	    0.072
4264.598	    0.073
4265.364	    0.074
4266.130	    0.099
4266.897	    0.080
4267.664	    0.033
4268.430	    0.030
4269.197	    0.044
4269.964	    0.026
4270.731	    0.046
4271.499	    0.028
4272.266	    0.012
4273.034	    0.033
4273.801	    0.042
4274.569	    0.042
4275.337	    0.070
4276.105	    0.090
4276.874	    0.094
4277.642	    0.082
4278.411	    0.038
4279.179	    0.043
4279.948	    0.034
4280.717	    0.039
4281.486	    0.035
4282.255	    0.054
4283.025	    0.062
4283.794	    0.052
4284.564	    0.034
4285.334	    0.045
4286.104	    0.072
4286.874	    0.078
4287.644	    0.040
4288.414	    0.096
4289.185	    0.048
4289.955	    0.033
4290.726	    0.026
4291.497	    0.119
4292.268	    0.068
4293.039	    0.073
4293.811	    0.112
4294.582	    0.045
4295.354	    0.076
4296.125	    0.039
4296.897	    0.052
4297.669	    0.014
4298.441	    0.080
4299.214	    0.039
4299.986	    0.077
4300.759	    0.040
4301.531	    0.027
4302.304	    0.067
4303.077	    0.030
4303.850	    0.088
4304.623	    0.060
4305.397	    0.062
4306.170	    0.051
4306.944	    0.026
4307.718	    0.036
4308.492	    0.022
4309.266	    0.042
4310.040	    0.060
4310.814	    0.070
4311.589	    0.012
4312.364	    0.022
4313.138	    0.033
4313.913	    0.047
4314.688	    0.086
4315.464	    0.027
4316.239	    0.046
4317.014	    0.018
4317.790	    0.077
4318.566	    0.073
4319.342	    0.026
4320.118	    0.050
4320.894	    0.036
4321.670	    0.041
4322.447	    0.051
4323.223	    0.079
4324.000	    0.090
4324.777	    0.016
4325.554	    0.033
4326.331	    0.074
4327.108	    0.099
4327.886	    0.101
4328.663	    0.099
4329.441	    0.033
4330.219	    0.068
4330.997	    0.065
4331.775	    0.059
4332.553	    0.055
4333.332	    0.061
4334.110	    0.030
4334.889	    0.046
4335.668	    0.051
4336.447	    0.043
4337.226	    0.068
4338.005	    0.048
4338.784	    0.062
4339.564	    0.066
4340.344	    0.073
4341.123	    0.022
4341.903	    0.046
4342.683	    0.065
4343.464	    0.042
4344.244	    0.034
4345.024	    0.012
4345.805	    0.022
4346.586	    0.044
4347.367	    0.071
4348.148	    0.098
4348.929	    0.108
4349.710	    0.080
4350.492	    0.065
4351.274	    0.057
4352.055	    0.046
4352.837	    0.008
4353.619	    0.022
4354.402	    0.026
4355.184	    0.020
4355.966	    0.070
4356.749	    0.085
4357.532	    0.074
4358.315	    0.047
4359.098	    0.027
4359.881	    0.097
4360.664	    0.086
4361.448	    0.064
4362.231	    0.034
4363.015	    0.112
4363.799	    0.057
4364.583	    0.033
4365.367	    0.059
4366.151	    0.095
4366.936	    0.041
4367.720	    0.028
4368.505	    0.026
4369.290	    0.067
4370.075	    0.067
4370.860	    0.071
4371.645	    0.100
4372.431	    0.120
4373.216	    0.109
4374.002	    0.038
4374.788	    0.065
4375.574	    0.070
4376.360	    0.072
4377.146	    0.097
4377.933	    0.087
4378.719	    0.096
4379.506	    0.106
4380.293	    0.102
4381.080	    0.062
4381.867	    0.084
4382.654	    0.098
4392.113	    0.075
4392.902	    0.053
4393.691	    0.034
4394.480	    0.047
4395.270	    0.034
4396.059	    0.014
4396.849	    0.026
4397.639	    0.023
4398.429	    0.030
4399.220	    0.046
4400.010	    0.050
4400.801	    0.056
4401.591	    0.053
4402.382	    0.060
4403.173	    0.089
4403.964	    0.085
4404.755	    0.073
4405.547	    0.057
4406.338	    0.068
4407.130	    0.060
4407.922	    0.042
4408.714	    0.012
4409.506	    0.042
4410.298	    0.043
4411.090	    0.059
4411.883	    0.072
4412.675	    0.068
4413.468	    0.095
4414.261	    0.074
4415.054	    0.040
4415.848	    0.066
4416.641	    0.025
4417.434	    0.056
4418.228	    0.082
4419.022	    0.095
4419.816	    0.090
4420.610	    0.038
4421.404	    0.052
4422.199	    0.016
4422.993	    0.070
4423.788	    0.091
4424.583	    0.070
4425.377	    0.016
4426.173	    0.062
4426.968	    0.071
4427.763	    0.063
4428.559	    0.025
4429.354	    0.038
4430.150	    0.040
4430.946	    0.051
4431.742	    0.025
4432.538	    0.055
4433.335	    0.051
4434.131	    0.058
4434.928	    0.046
4435.725	    0.053
4436.522	    0.023
4437.319	    0.046
4438.116	    0.043
4438.913	    0.031
4439.711	    0.014
4440.509	    0.043
4441.306	    0.033
4442.104	    0.054
4442.902	    0.056
4443.701	    0.008
4444.499	    0.059
4445.298	    0.056
4446.096	    0.081
4446.895	    0.080
4447.694	    0.109
4448.493	    0.090
4449.292	    0.091
4450.092	    0.094
4450.891	    0.093
4451.691	    0.083
4452.491	    0.066
4453.291	    0.042
4454.091	    0.049
4454.891	    0.051
4455.691	    0.062
4456.492	    0.061
4457.293	    0.073
4458.093	    0.082
4458.894	    0.081
4459.695	    0.101
4460.497	    0.101
