wlen 	 newgal_spectrum 
  4176.646 	      0.207
  4177.397 	      0.200
  4178.147 	      0.185
  4178.898 	      0.168
  4179.649 	      0.142
  4180.400 	      0.119
  4181.151 	      0.097
  4181.902 	      0.075
  4182.653 	      0.051
  4183.405 	      0.037
  4184.157 	      0.027
  4184.908 	      0.020
  4185.660 	      0.009
  4186.412 	      0.019
  4187.164 	      0.020
  4187.917 	     -0.001
  4188.669 	     -0.016
  4189.422 	     -0.095
  4190.174 	     -0.123
  4190.927 	     -0.006
  4191.680 	     -0.081
  4192.433 	     -0.104
  4193.186 	     -0.103
  4193.940 	     -0.065
  4194.693 	      0.060
  4195.447 	      0.021
  4196.201 	     -0.050
  4196.955 	     -0.147
  4197.709 	     -0.106
  4198.463 	      0.019
  4199.217 	      0.101
  4199.972 	      0.034
  4200.726 	     -0.027
  4201.481 	     -0.031
  4202.236 	     -0.016
  4202.991 	      0.035
  4203.746 	     -0.111
  4204.501 	     -0.100
  4205.257 	     -0.051
  4206.012 	      0.030
  4206.768 	     -0.026
  4207.524 	     -0.058
  4208.280 	     -0.067
  4209.036 	     -0.026
  4209.792 	      0.006
  4210.548 	     -0.027
  4211.305 	     -0.069
  4212.061 	     -0.108
  4212.818 	     -0.069
  4213.575 	     -0.085
  4214.332 	     -0.118
  4215.089 	     -0.176
  4215.846 	     -0.222
  4216.604 	     -0.187
  4217.361 	     -0.133
  4218.119 	     -0.064
  4218.877 	     -0.113
  4219.635 	     -0.111
  4220.393 	     -0.092
  4221.151 	     -0.046
  4221.910 	     -0.037
  4222.668 	      0.018
  4223.427 	      0.023
  4224.186 	     -0.067
  4224.945 	      0.009
  4225.704 	      0.075
  4226.463 	      0.087
  4227.222 	      0.014
  4227.982 	      0.006
  4228.741 	      0.052
  4229.501 	      0.086
  4230.261 	      0.105
  4231.021 	      0.094
  4231.781 	      0.039
  4232.542 	      0.011
  4233.302 	      0.019
  4234.063 	     -0.125
  4234.823 	     -0.134
  4235.584 	     -0.082
  4236.345 	      0.024
  4237.106 	      0.125
  4237.868 	      0.078
  4238.629 	      0.052
  4239.390 	      0.039
  4240.152 	     -0.019
  4240.914 	     -0.072
  4241.676 	     -0.075
  4242.438 	     -0.054
  4243.200 	     -0.059
  4243.963 	     -0.047
  4244.725 	     -0.030
  4245.488 	     -0.025
  4246.250 	     -0.106
  4247.013 	     -0.132
  4247.776 	     -0.107
  4248.540 	     -0.061
  4249.303 	      0.013
  4250.066 	     -0.051
  4250.830 	     -0.101
  4251.594 	     -0.116
  4252.357 	     -0.052
  4253.121 	     -0.147
  4253.886 	     -0.065
  4254.650 	      0.015
  4255.414 	      0.043
  4256.179 	      0.014
  4256.944 	     -0.012
  4257.708 	     -0.087
  4258.473 	     -0.220
  4259.238 	     -0.056
  4260.004 	      0.032
  4260.769 	      0.032
  4261.535 	     -0.040
  4262.300 	     -0.017
  4263.066 	     -0.059
  4263.832 	     -0.078
  4264.598 	     -0.079
  4265.364 	     -0.081
  4266.130 	     -0.146
  4266.897 	     -0.094
  4267.664 	     -0.016
  4268.430 	     -0.013
  4269.197 	     -0.029
  4269.964 	      0.010
  4270.731 	      0.031
  4271.499 	     -0.012
  4272.266 	     -0.002
  4273.034 	     -0.016
  4273.801 	     -0.026
  4274.569 	     -0.000
  4275.337 	     -0.072
  4276.105 	     -0.121
  4276.874 	     -0.130
  4277.642 	     -0.101
  4278.411 	     -0.022
  4279.179 	      0.028
  4279.948 	      0.017
  4280.717 	     -0.023
  4281.486 	     -0.018
  4282.255 	      0.044
  4283.025 	      0.057
  4283.794 	      0.040
  4284.564 	     -0.017
  4285.334 	     -0.030
  4286.104 	     -0.078
  4286.874 	     -0.090
  4287.644 	     -0.024
  4288.414 	     -0.136
  4289.185 	     -0.034
  4289.955 	      0.016
  4290.726 	     -0.010
  4291.497 	     -0.210
  4292.268 	     -0.069
  4293.039 	      0.079
  4293.811 	      0.185
  4294.582 	     -0.030
  4295.354 	     -0.085
  4296.125 	     -0.023
  4296.897 	      0.040
  4297.669 	     -0.003
  4298.441 	     -0.095
  4299.214 	      0.023
  4299.986 	      0.089
  4300.759 	      0.024
  4301.531 	     -0.011
  4302.304 	     -0.067
  4303.077 	     -0.013
  4303.850 	      0.115
  4304.623 	     -0.053
  4305.397 	     -0.058
  4306.170 	     -0.038
  4306.944 	     -0.010
  4307.718 	      0.019
  4308.492 	      0.007
  4309.266 	     -0.026
  4310.040 	     -0.054
  4310.814 	     -0.072
  4311.589 	      0.002
  4312.364 	      0.007
  4313.138 	      0.016
  4313.913 	      0.033
  4314.688 	      0.110
  4315.464 	     -0.011
  4316.239 	     -0.031
  4317.014 	      0.005
  4317.790 	      0.087
  4318.566 	      0.079
  4319.342 	      0.010
  4320.118 	     -0.037
  4320.894 	     -0.019
  4321.670 	      0.025
  4322.447 	     -0.038
  4323.223 	     -0.093
  4324.000 	     -0.120
  4324.777 	      0.004
  4325.554 	      0.016
  4326.331 	      0.081
  4327.108 	      0.145
  4327.886 	      0.153
  4328.663 	      0.147
  4329.441 	      0.016
  4330.219 	     -0.068
  4330.997 	     -0.063
  4331.775 	     -0.051
  4332.553 	      0.045
  4333.332 	      0.056
  4334.110 	      0.013
  4334.889 	     -0.031
  4335.668 	     -0.038
  4336.447 	      0.028
  4337.226 	      0.068
  4338.005 	      0.034
  4338.784 	      0.057
  4339.564 	     -0.064
  4340.344 	     -0.080
  4341.123 	     -0.007
  4341.903 	     -0.031
  4342.683 	     -0.063
  4343.464 	     -0.026
  4344.244 	      0.017
  4345.024 	     -0.002
  4345.805 	      0.007
  4346.586 	      0.029
  4347.367 	      0.075
  4348.148 	      0.143
  4348.929 	      0.173
  4349.710 	      0.094
  4350.492 	      0.062
  4351.274 	      0.049
  4352.055 	      0.031
  4352.837 	     -0.001
  4353.619 	      0.007
  4354.402 	      0.010
  4355.184 	      0.006
  4355.966 	      0.072
  4356.749 	      0.108
  4357.532 	      0.082
  4358.315 	      0.033
  4359.098 	      0.011
  4359.881 	      0.141
  4360.664 	      0.111
  4361.448 	      0.061
  4362.231 	      0.017
  4363.015 	     -0.187
  4363.799 	     -0.049
  4364.583 	     -0.016
  4365.367 	     -0.052
  4366.151 	     -0.133
  4366.936 	     -0.025
  4367.720 	     -0.012
  4368.505 	      0.010
  4369.290 	      0.067
  4370.075 	      0.066
  4370.860 	      0.074
  4371.645 	      0.149
  4372.431 	      0.215
  4373.216 	      0.176
  4374.002 	     -0.022
  4374.788 	     -0.062
  4375.574 	     -0.073
  4376.360 	     -0.078
  4377.146 	     -0.140
  4377.933 	     -0.113
  4378.719 	     -0.138
  4379.506 	     -0.166
  4380.293 	     -0.155
  4381.080 	     -0.057
  4381.867 	     -0.106
  4382.654 	     -0.143
  4392.113 	     -0.083
  4392.902 	     -0.042
  4393.691 	     -0.017
  4394.480 	     -0.033
  4395.270 	     -0.017
  4396.059 	      0.003
  4396.849 	      0.010
  4397.639 	      0.008
  4398.429 	     -0.013
  4399.220 	      0.032
  4400.010 	      0.037
  4400.801 	      0.046
  4401.591 	      0.042
  4402.382 	     -0.054
  4403.173 	     -0.117
  4403.964 	     -0.107
  4404.755 	     -0.079
  4405.547 	     -0.049
  4406.338 	      0.068
  4407.130 	      0.053
  4407.922 	      0.026
  4408.714 	     -0.002
  4409.506 	     -0.026
  4410.298 	     -0.028
  4411.090 	      0.052
  4411.883 	      0.076
  4412.675 	      0.069
  4413.468 	      0.135
  4414.261 	      0.082
  4415.054 	     -0.024
  4415.848 	     -0.064
  4416.641 	     -0.009
  4417.434 	      0.046
  4418.228 	      0.101
  4419.022 	      0.134
  4419.816 	      0.120
  4420.610 	      0.022
  4421.404 	      0.040
  4422.199 	     -0.004
  4422.993 	     -0.072
  4423.788 	     -0.124
  4424.583 	     -0.073
  4425.377 	      0.004
  4426.173 	      0.057
  4426.968 	      0.075
  4427.763 	      0.059
  4428.559 	     -0.009
  4429.354 	     -0.021
  4430.150 	      0.024
  4430.946 	      0.039
  4431.742 	      0.009
  4432.538 	     -0.045
  4433.335 	     -0.039
  4434.131 	     -0.050
  4434.928 	     -0.032
  4435.725 	      0.041
  4436.522 	      0.008
  4437.319 	      0.031
  4438.116 	      0.028
  4438.913 	      0.014
  4439.711 	      0.003
  4440.509 	      0.027
  4441.306 	     -0.016
  4442.104 	     -0.043
  4442.902 	     -0.047
  4443.701 	     -0.001
  4444.499 	      0.052
  4445.298 	     -0.046
  4446.096 	     -0.097
  4446.895 	     -0.095
  4447.694 	     -0.177
  4448.493 	     -0.121
  4449.292 	     -0.124
  4450.092 	     -0.131
  4450.891 	     -0.129
  4451.691 	     -0.103
  4452.491 	      0.064
  4453.291 	      0.026
  4454.091 	     -0.036
  4454.891 	     -0.038
  4455.691 	     -0.057
  4456.492 	     -0.055
  4457.293 	     -0.079
  4458.093 	     -0.101
  4458.894 	     -0.098
  4459.695 	     -0.152
  4460.497 	     -0.153
  4461.298 	     -0.091
  4462.100 	     -0.016
  4462.901 	      0.010
  4463.703 	     -0.065
  4464.505 	     -0.053
  4465.307 	     -0.066
  4466.109 	     -0.088
  4466.912 	     -0.101
  4467.714 	     -0.061
  4468.517 	     -0.041
  4469.320 	      0.003
  4470.123 	      0.044
  4470.926 	      0.045
  4471.729 	      0.043
  4472.533 	      0.041
  4473.336 	      0.039
  4474.140 	      0.037
  4474.944 	      0.035
  4475.748 	      0.033
  4476.552 	      0.035
  4477.356 	      0.039
  4478.161 	      0.040
  4478.965 	      0.042
  4479.770 	      0.044
  4480.575 	      0.051
  4481.380 	      0.060
  4482.185 	      0.069
  4482.990 	      0.067
  4483.796 	      0.053
  4484.601 	      0.033
  4485.407 	      0.015
  4486.213 	      0.003
  4487.019 	      0.000
  4487.825 	      0.008
  4488.631 	      0.023
  4489.438 	      0.039
  4490.244 	      0.046
  4491.051 	      0.040
  4491.858 	      0.026
  4492.665 	      0.010
  4493.472 	     -0.002
  4494.280 	     -0.004
  4495.087 	      0.015
  4495.895 	      0.032
  4496.702 	      0.055
  4497.510 	      0.051
  4498.318 	      0.030
  4499.127 	      0.012
  4499.935 	      0.019
  4500.743 	      0.033
  4501.552 	      0.024
  4502.361 	     -0.011
  4503.170 	     -0.078
  4503.979 	     -0.031
  4504.788 	     -0.056
  4505.597 	     -0.071
  4506.407 	     -0.093
  4507.216 	     -0.153
  4508.026 	     -0.090
  4508.836 	      0.018
  4509.646 	      0.033
  4510.456 	      0.002
  4511.267 	     -0.021
  4512.077 	     -0.017
  4512.888 	     -0.039
  4513.699 	     -0.078
  4514.510 	     -0.098
  4515.321 	     -0.070
  4516.132 	      0.008
  4516.943 	     -0.030
  4517.755 	     -0.039
  4518.567 	     -0.049
  4519.379 	     -0.069
  4520.191 	     -0.020
  4521.003 	      0.012
  4521.815 	     -0.005
  4522.627 	     -0.057
  4523.440 	     -0.118
  4524.253 	     -0.076
  4525.065 	     -0.074
  4525.878 	     -0.090
  4526.692 	     -0.094
  4527.505 	     -0.088
  4528.318 	     -0.109
  4529.132 	     -0.135
  4529.946 	     -0.098
  4530.759 	     -0.115
  4531.573 	     -0.153
  4532.388 	     -0.141
  4533.202 	     -0.219
  4534.016 	     -0.157
  4534.831 	     -0.163
  4535.646 	     -0.170
  4536.461 	     -0.117
  4537.276 	     -0.083
  4538.091 	     -0.056
  4538.906 	     -0.039
  4539.722 	     -0.042
  4540.537 	     -0.066
  4541.353 	     -0.128
  4542.169 	     -0.032
  4542.985 	     -0.029
  4543.801 	     -0.048
  4544.618 	     -0.063
  4545.434 	     -0.052
  4546.251 	     -0.085
  4547.068 	     -0.091
  4547.885 	     -0.089
  4548.702 	     -0.089
  4549.519 	     -0.107
  4550.336 	     -0.073
  4551.154 	     -0.073
  4551.972 	     -0.078
  4552.789 	     -0.081
  4553.607 	     -0.077
  4554.425 	     -0.037
  4555.244 	     -0.018
  4556.062 	     -0.048
  4556.881 	     -0.090
  4557.699 	     -0.121
  4558.518 	     -0.097
  4559.337 	     -0.114
  4560.156 	     -0.135
  4560.976 	     -0.125
  4561.795 	     -0.095
  4562.615 	     -0.073
  4563.435 	     -0.175
  4564.254 	     -0.178
  4565.074 	     -0.148
  4565.895 	     -0.110
  4566.715 	     -0.087
  4567.535 	     -0.111
  4568.356 	     -0.065
  4569.177 	     -0.106
  4569.998 	     -0.119
  4570.819 	     -0.089
  4571.640 	     -0.055
  4572.461 	     -0.088
  4573.283 	     -0.129
  4574.105 	     -0.176
  4574.926 	     -0.177
  4575.748 	     -0.096
  4576.570 	     -0.034
  4577.393 	     -0.002
  4578.215 	     -0.024
  4579.038 	     -0.081
  4579.860 	     -0.130
  4580.683 	     -0.060
  4581.506 	     -0.154
  4582.329 	     -0.116
  4583.153 	     -0.069
  4583.976 	     -0.039
  4584.800 	     -0.031
  4585.623 	     -0.121
  4586.447 	     -0.087
  4587.271 	     -0.076
  4588.095 	     -0.091
  4588.920 	     -0.123
  4589.744 	     -0.114
  4590.569 	     -0.058
  4591.394 	     -0.068
  4592.219 	     -0.081
  4593.044 	     -0.097
  4593.869 	     -0.127
  4594.694 	     -0.152
  4595.520 	     -0.124
  4596.345 	     -0.075
  4597.171 	     -0.037
  4597.997 	     -0.029
  4598.823 	     -0.049
  4599.649 	     -0.122
  4600.476 	     -0.128
  4601.302 	     -0.093
  4602.129 	     -0.042
  4602.956 	     -0.007
  4603.783 	     -0.048
  4604.610 	     -0.064
  4605.437 	     -0.066
  4606.265 	     -0.064
  4607.092 	     -0.070
  4607.920 	     -0.105
  4608.748 	     -0.139
  4609.576 	     -0.120
  4610.404 	     -0.080
  4611.232 	     -0.048
  4612.061 	     -0.046
  4612.890 	     -0.070
  4613.718 	     -0.031
  4614.547 	     -0.040
  4615.376 	     -0.050
  4616.206 	     -0.051
  4617.035 	     -0.047
  4617.864 	     -0.089
  4618.694 	     -0.082
  4619.524 	     -0.101
  4620.354 	     -0.117
  4621.184 	     -0.121
  4622.014 	     -0.106
  4622.845 	     -0.095
  4623.675 	     -0.098
  4624.506 	     -0.109
  4625.337 	     -0.114
  4626.168 	     -0.107
  4626.999 	     -0.129
  4627.830 	     -0.092
  4628.662 	     -0.065
  4629.493 	     -0.026
  4630.325 	      0.000
  4631.157 	     -0.011
  4631.989 	     -0.118
  4632.821 	     -0.204
  4652.003 	     -0.232
  4652.839 	     -0.122
  4653.675 	     -0.055
  4654.511 	     -0.051
  4655.347 	     -0.086
  4656.184 	     -0.118
  4657.020 	     -0.085
  4657.857 	     -0.084
  4658.694 	     -0.094
  4659.531 	     -0.091
  4660.368 	     -0.062
  4661.205 	     -0.090
  4662.043 	     -0.128
  4662.881 	     -0.119
  4663.718 	     -0.119
  4664.556 	     -0.126
  4665.394 	     -0.127
  4666.232 	     -0.121
  4667.071 	     -0.102
  4667.909 	     -0.130
  4668.748 	     -0.115
  4669.587 	     -0.082
  4670.426 	     -0.092
  4671.265 	     -0.073
  4672.104 	     -0.103
  4672.944 	     -0.124
  4673.783 	     -0.119
  4674.623 	     -0.115
  4675.463 	     -0.155
  4676.303 	     -0.167
  4677.143 	     -0.096
  4677.983 	     -0.068
  4678.824 	     -0.065
  4679.664 	     -0.078
  4680.505 	     -0.091
  4681.346 	     -0.070
  4682.187 	     -0.067
  4683.028 	     -0.070
  4683.870 	     -0.075
  4684.711 	     -0.064
  4685.553 	     -0.028
  4686.395 	     -0.089
  4687.237 	      0.022
  4688.079 	      0.032
  4688.921 	      0.026
  4689.764 	     -0.017
  4690.606 	     -0.108
  4691.449 	     -0.126
  4692.292 	     -0.109
  4693.135 	     -0.068
  4693.978 	     -0.001
  4694.821 	      0.023
  4695.665 	     -0.034
  4696.508 	     -0.090
  4697.352 	     -0.045
  4698.196 	     -0.009
  4699.040 	     -0.008
  4699.885 	     -0.047
  4700.729 	     -0.089
  4701.574 	     -0.019
  4702.418 	      0.061
  4703.263 	     -0.040
  4704.108 	     -0.088
  4704.953 	     -0.082
  4705.799 	     -0.030
  4706.644 	      0.064
  4707.490 	      0.053
  4708.335 	      0.020
  4709.181 	      0.008
  4710.027 	     -0.021
  4710.874 	     -0.049
  4711.720 	     -0.030
  4712.567 	      0.009
  4713.413 	     -0.040
