1 1 1128.04 1134.89
22.2981 
0.6375 
name    flux    f_err    vel    sig
Hgamma      	   2.62322	      0.13	 3071.8214	     41.19
Hbeta       	  10.13932	      0.13	 3071.8214	     41.19
Halpha      	  97.42196	      0.11	 3071.8214	     41.19
[SII]6716   	  10.25351	      0.11	 3072.8527	     43.81
[SII]6731   	   8.45948	      0.11	 3072.8527	     43.81
[OIII]5007_d	   1.83510	      0.16	 3072.8527	     43.81
[OI]6300_d  	  11.41034	      0.15	 3072.8527	     43.81
[NII]6583_d 	  57.49370	      0.14	 3072.8527	     43.81
