WV      	 Sigma   
4259.984	    0.166
4260.688	    0.166
4261.392	    0.167
4262.096	    0.167
4262.800	    0.167
4263.505	    0.167
4264.209	    0.167
4264.914	    0.167
4265.618	    0.167
4266.323	    0.167
4267.028	    0.167
4267.733	    0.167
4268.439	    0.167
4269.144	    0.167
4269.849	    0.167
4270.555	    0.167
4271.261	    0.167
4271.966	    0.179
4272.672	    0.199
4273.378	    0.161
4274.084	    0.055
4274.791	    0.084
4275.497	    0.070
4276.204	    0.084
4276.910	    0.109
4277.617	    0.142
4278.324	    0.093
4279.031	    0.096
4279.738	    0.027
4280.445	    0.124
4281.152	    0.140
4281.860	    0.061
4282.567	    0.061
4283.275	    0.061
4283.983	    0.027
4284.691	    0.027
4285.399	    0.098
4286.107	    0.122
4286.815	    0.070
4287.523	    0.058
4288.232	    0.067
4288.940	    0.043
4289.649	    0.070
4290.358	    0.019
4291.067	    0.064
4291.776	    0.039
4292.485	    0.070
4293.194	    0.107
4293.904	    0.090
4294.613	    0.088
4295.323	    0.104
4296.033	    0.138
4296.743	    0.096
4297.453	    0.067
4298.163	    0.082
4298.873	    0.128
4299.583	    0.176
4300.294	    0.176
4301.004	    0.160
4301.715	    0.128
4302.426	    0.047
4303.137	    0.058
4303.848	    0.107
4304.559	    0.122
4305.270	    0.098
4305.982	    0.117
4306.693	    0.106
4307.405	    0.070
4308.117	    0.043
4308.829	    0.061
4309.541	    0.107
4310.253	    0.125
4310.965	    0.136
4311.677	    0.143
4312.390	    0.124
4313.102	    0.138
4313.815	    0.117
4314.528	    0.055
4315.241	    0.140
4315.954	    0.134
4316.667	    0.112
4317.380	    0.086
4318.094	    0.070
4318.807	    0.027
4319.521	    0.033
4320.235	    0.051
4320.949	    0.096
4321.663	    0.088
4322.377	    0.134
4323.091	    0.112
4323.805	    0.051
4324.520	    0.043
4325.234	    0.131
4325.949	    0.132
4326.664	    0.077
4327.379	    0.124
4328.094	    0.111
4328.809	    0.080
4329.524	    0.086
4330.240	    0.102
4330.955	    0.096
4331.671	    0.058
4332.387	    0.033
4333.103	    0.027
4333.819	    0.055
4334.535	    0.019
4335.251	    0.043
4335.968	    0.027
4336.684	    0.084
4337.401	    0.127
4338.117	    0.128
4338.834	    0.019
4339.551	    0.125
4340.268	    0.165
4340.985	    0.127
4341.703	    0.095
4342.420	    0.104
4343.138	    0.116
4343.855	    0.102
4344.573	    0.116
4345.291	    0.055
4346.009	    0.072
4346.727	    0.095
4347.445	    0.070
4348.164	    0.106
4348.882	    0.114
4349.601	    0.112
4350.320	    0.104
4351.039	    0.086
4351.758	    0.051
4352.477	    0.102
4353.196	    0.124
4353.915	    0.106
4354.635	    0.039
4355.354	    0.098
4356.074	    0.104
4356.794	    0.055
4357.514	    0.055
4358.234	    0.161
4358.954	    0.212
4359.674	    0.239
4360.394	    0.247
4361.115	    0.252
4361.836	    0.227
4362.556	    0.206
4363.277	    0.195
4363.998	    0.197
4364.719	    0.179
