Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6367.048	    0.256	 4.021e-17	         5.140e-18	    2.034	    0.238	 2.050e-16	 3.549e-17	  -16.756	            0.378	 3159.309	 3159.309	   12.060	   17.315	    4.789
[OI]b   	 6363.800	 6431.221	    0.256	 1.297e-17	         5.140e-18	    2.034	    0.238	 6.611e-17	 2.731e-17	  -16.756	            0.378	 3159.309	 3159.309	   11.939	   41.312	    4.789
[NII]b  	 6548.100	 6617.587	    0.294	 3.407e-16	         2.003e-16	    1.670	    0.241	 1.426e-15	 8.634e-16	          -16.756	    0.378	 3164.463	 3164.463	   13.325	           60.531	    3.932
Halpha  	 6562.800	 6632.521	    0.193	 2.554e-15	         3.638e-16	    1.643	    0.151	 1.052e-14	 1.784e-15	          -16.756	    0.378	 3167.960	 3167.960	    8.741	           16.967	    3.868
[NII]a  	 6583.500	 6653.363	    0.294	 9.882e-16	         2.003e-16	    1.679	    0.241	 4.159e-15	 1.033e-15	          -16.756	    0.378	 3164.463	 3164.463	   13.253	           24.836	    3.954
[SII]a  	 6716.400	 6787.644	    0.490	 3.214e-16	         1.289e-16	    1.562	    0.409	 1.259e-15	 6.029e-16	          -16.756	    0.378	 3163.157	 3163.157	   21.646	           47.909	    3.678
[SII]b  	 6730.800	 6802.196	    0.490	 2.119e-16	         1.066e-16	    1.565	    0.409	 8.315e-16	 4.715e-16	          -16.756	    0.378	 3163.157	 3163.157	   21.600	           56.709	    3.686
Hbeta   	 4861.000	 4912.897	    0.108	 3.442e-16	         3.001e-17	    1.614	    0.072	 1.393e-15	 1.365e-16	          -16.756	    0.378	 3183.563	 3183.563	    6.612	            9.799	    3.801
[OIII]49	 4959.000	 5011.342	    0.216	 1.565e-17	         9.302e-18	    1.408	    0.185	 5.525e-17	 3.363e-17	          -16.756	    0.378	 3147.579	 3147.579	   12.928	           60.867	    3.316
[OIII]50	 5007.000	 5059.849	    0.216	 4.695e-17	         9.302e-18	    1.408	    0.185	 1.658e-16	 3.939e-17	          -16.756	    0.378	 3147.637	 3147.637	   12.805	           23.762	    3.316
[OI]a   	 6300.300	 6367.048	    0.256	 4.021e-17	         5.140e-18	    2.034	    0.238	 2.050e-16	 3.549e-17	          -16.756	    0.378	 3159.309	 3159.309	   12.060	           17.315	    4.789
[OI]b   	 6363.800	 6431.221	    0.256	 1.297e-17	         5.140e-18	    2.034	    0.238	 6.611e-17	 2.731e-17	          -16.756	    0.378	 3159.309	 3159.309	   11.939	           41.312	    4.789
[NII]b  	 6548.100	 6617.587	    0.294	 3.407e-16	         2.003e-16	    1.670	    0.241	 1.426e-15	 8.634e-16	          -16.756	    0.378	 3164.463	 3164.463	   13.325	           60.531	    3.932
Halpha  	 6562.800	 6632.521	    0.193	 2.554e-15	         3.638e-16	    1.643	    0.151	 1.052e-14	 1.784e-15	          -16.756	    0.378	 3167.960	 3167.960	    8.741	           16.967	    3.868
[NII]a  	 6583.500	 6653.363	    0.294	 9.882e-16	         2.003e-16	    1.679	    0.241	 4.159e-15	 1.033e-15	          -16.756	    0.378	 3164.463	 3164.463	   13.253	           24.836	    3.954
[SII]a  	 6716.400	 6787.644	    0.490	 3.214e-16	         1.289e-16	    1.562	    0.409	 1.259e-15	 6.029e-16	          -16.756	    0.378	 3163.157	 3163.157	   21.646	           47.909	    3.678
[SII]b  	 6730.800	 6802.196	    0.490	 2.119e-16	         1.066e-16	    1.565	    0.409	 8.315e-16	 4.715e-16	          -16.756	    0.378	 3163.157	 3163.157	   21.600	           56.709	    3.686
Hbeta   	 4861.000	 4912.897	    0.108	 3.442e-16	         3.001e-17	    1.614	    0.072	 1.393e-15	 1.365e-16	          -16.756	    0.378	 3183.563	 3183.563	    6.612	            9.799	    3.801
[OIII]49	 4959.000	 5011.342	    0.216	 1.565e-17	         9.302e-18	    1.408	    0.185	 5.525e-17	 3.363e-17	          -16.756	    0.378	 3147.579	 3147.579	   12.928	           60.867	    3.316
[OIII]50	 5007.000	 5059.849	    0.216	 4.695e-17	         9.302e-18	    1.408	    0.185	 1.658e-16	 3.939e-17	          -16.756	    0.378	 3147.637	 3147.637	   12.805	           23.762	    3.316
