WV      	 Sigma   
4176.646	    0.059
4177.397	    0.056
4178.147	    0.052
4178.898	    0.049
4179.649	    0.044
4180.400	    0.039
4181.151	    0.033
4181.902	    0.026
4182.653	    0.019
4183.405	    0.014
4184.157	    0.014
4184.908	    0.017
4185.660	    0.022
4186.412	    0.028
4187.164	    0.027
4187.917	    0.012
4188.669	    0.016
4189.422	    0.012
4190.174	    0.007
4190.927	    0.023
4191.680	    0.037
4192.433	    0.052
4193.186	    0.057
4193.940	    0.042
4194.693	    0.052
4195.447	    0.055
4196.201	    0.055
4196.955	    0.049
4197.709	    0.022
4198.463	    0.024
4199.217	    0.019
4199.972	    0.057
4200.726	    0.024
4201.481	    0.012
4202.236	    0.034
4202.991	    0.023
4203.746	    0.033
4204.501	    0.022
4205.257	    0.019
4206.012	    0.046
4206.768	    0.037
4207.524	    0.031
4208.280	    0.028
4209.036	    0.035
4209.792	    0.031
4210.548	    0.047
4211.305	    0.054
4212.061	    0.039
4212.818	    0.024
4213.575	    0.039
4214.332	    0.050
4215.089	    0.053
4215.846	    0.037
4216.604	    0.047
4217.361	    0.049
4218.119	    0.021
4218.877	    0.030
4219.635	    0.022
4220.393	    0.042
4221.151	    0.043
4221.910	    0.048
4222.668	    0.047
4223.427	    0.047
4224.186	    0.051
4224.945	    0.039
4225.704	    0.058
4226.463	    0.072
4227.222	    0.079
4227.982	    0.057
4228.741	    0.057
4229.501	    0.051
4230.261	    0.032
4231.021	    0.061
4231.781	    0.064
4232.542	    0.061
4233.302	    0.053
4234.063	    0.041
4234.823	    0.007
4235.584	    0.017
4236.345	    0.024
4237.106	    0.064
4237.868	    0.071
4238.629	    0.067
4239.390	    0.054
4240.152	    0.023
4240.914	    0.017
4241.676	    0.029
4242.438	    0.041
4243.200	    0.042
4243.963	    0.010
4244.725	    0.031
4245.488	    0.025
4246.250	    0.062
4247.013	    0.064
4247.776	    0.063
4248.540	    0.063
4249.303	    0.071
4250.066	    0.076
4250.830	    0.060
4251.594	    0.045
4252.357	    0.052
4253.121	    0.077
4253.886	    0.079
4254.650	    0.080
4255.414	    0.084
4256.179	    0.064
4256.944	    0.064
4257.708	    0.061
4258.473	    0.050
4259.238	    0.028
4260.004	    0.014
4260.769	    0.010
4261.535	    0.039
4262.300	    0.059
4263.066	    0.053
4263.832	    0.048
4264.598	    0.047
4265.364	    0.058
4266.130	    0.065
4266.897	    0.064
4267.664	    0.055
4268.430	    0.012
4269.197	    0.048
4269.964	    0.050
4270.731	    0.051
4271.499	    0.060
4272.266	    0.069
4273.034	    0.060
4273.801	    0.052
4274.569	    0.057
4275.337	    0.044
4276.105	    0.050
4276.874	    0.053
4277.642	    0.051
4278.411	    0.037
4279.179	    0.029
4279.948	    0.037
4280.717	    0.048
4281.486	    0.046
4282.255	    0.053
4283.025	    0.051
4283.794	    0.047
4284.564	    0.048
4285.334	    0.057
4286.104	    0.044
4286.874	    0.036
4287.644	    0.054
4288.414	    0.074
4289.185	    0.070
4289.955	    0.067
4290.726	    0.067
4291.497	    0.014
4292.268	    0.056
4293.039	    0.048
4293.811	    0.048
4294.582	    0.056
4295.354	    0.062
4296.125	    0.067
4296.897	    0.066
4297.669	    0.035
4298.441	    0.057
4299.214	    0.065
4299.986	    0.064
4300.759	    0.050
4301.531	    0.052
4302.304	    0.056
4303.077	    0.054
4303.850	    0.047
4304.623	    0.014
4305.397	    0.054
4306.170	    0.064
4306.944	    0.063
4307.718	    0.037
4308.492	    0.046
4309.266	    0.042
4310.040	    0.047
4310.814	    0.069
4311.589	    0.078
4312.364	    0.076
4313.138	    0.070
4313.913	    0.061
4314.688	    0.032
4315.464	    0.045
4316.239	    0.056
4317.014	    0.062
4317.790	    0.052
4318.566	    0.054
4319.342	    0.061
4320.118	    0.065
4320.894	    0.063
4321.670	    0.073
4322.447	    0.071
4323.223	    0.073
4324.000	    0.079
4324.777	    0.082
4325.554	    0.061
4326.331	    0.059
4327.108	    0.066
4327.886	    0.077
4328.663	    0.064
4329.441	    0.041
4330.219	    0.037
4330.997	    0.062
4331.775	    0.060
4332.553	    0.068
4333.332	    0.065
4334.110	    0.059
4334.889	    0.070
4335.668	    0.053
4336.447	    0.054
4337.226	    0.064
4338.005	    0.079
4338.784	    0.060
4339.564	    0.069
4340.344	    0.066
4341.123	    0.054
4341.903	    0.074
4342.683	    0.065
4343.464	    0.057
4344.244	    0.052
4345.024	    0.056
4345.805	    0.066
4346.586	    0.069
4347.367	    0.068
4348.148	    0.066
4348.929	    0.047
4349.710	    0.044
4350.492	    0.051
4351.274	    0.057
4352.055	    0.046
4352.837	    0.029
4353.619	    0.033
4354.402	    0.014
4355.184	    0.051
4355.966	    0.061
4356.749	    0.065
4357.532	    0.062
4358.315	    0.061
4359.098	    0.082
4359.881	    0.069
4360.664	    0.071
4361.448	    0.067
4362.231	    0.054
4363.015	    0.077
4363.799	    0.078
4364.583	    0.078
4365.367	    0.077
4366.151	    0.075
4366.936	    0.067
4367.720	    0.072
4368.505	    0.077
4369.290	    0.078
4370.075	    0.045
4370.860	    0.065
4371.645	    0.070
4372.431	    0.070
4373.216	    0.074
4374.002	    0.072
4374.788	    0.066
4375.574	    0.073
4376.360	    0.087
4377.146	    0.059
4390.535	    0.080
4391.324	    0.067
4392.113	    0.063
4392.902	    0.066
4393.691	    0.069
4394.480	    0.067
4395.270	    0.051
4396.059	    0.054
4396.849	    0.064
4397.639	    0.070
4398.429	    0.066
4399.220	    0.041
4400.010	    0.059
4400.801	    0.061
4401.591	    0.053
4402.382	    0.050
4403.173	    0.060
4403.964	    0.071
4404.755	    0.079
4405.547	    0.082
4406.338	    0.073
4407.130	    0.083
4407.922	    0.078
4408.714	    0.071
4409.506	    0.077
4410.298	    0.080
4411.090	    0.070
4411.883	    0.071
4412.675	    0.076
4413.468	    0.062
4414.261	    0.080
4415.054	    0.073
4415.848	    0.071
4416.641	    0.077
4417.434	    0.056
4418.228	    0.060
4419.022	    0.067
4419.816	    0.070
4420.610	    0.067
4421.404	    0.048
4422.199	    0.060
4422.993	    0.065
4423.788	    0.065
4424.583	    0.055
4425.377	    0.054
4426.173	    0.030
4426.968	    0.007
4427.763	    0.023
4428.559	    0.052
4429.354	    0.050
4430.150	    0.036
4430.946	    0.016
4431.742	    0.012
4432.538	    0.052
4433.335	    0.045
4434.131	    0.043
4434.928	    0.041
4435.725	    0.035
4436.522	    0.050
4437.319	    0.050
4438.116	    0.023
4438.913	    0.047
4439.711	    0.047
4440.509	    0.049
4441.306	    0.049
4442.104	    0.042
4442.902	    0.035
4443.701	    0.047
4444.499	    0.029
4445.298	    0.032
4446.096	    0.028
4446.895	    0.016
4447.694	    0.046
4448.493	    0.034
4449.292	    0.017
4450.092	    0.010
4450.891	    0.049
4451.691	    0.048
4452.491	    0.050
4453.291	    0.045
4454.091	    0.042
4454.891	    0.048
4455.691	    0.023
4456.492	    0.032
4457.293	    0.030
4458.093	    0.025
4458.894	    0.028
4459.695	    0.014
4460.497	    0.035
4461.298	    0.041
4462.100	    0.042
4462.901	    0.037
4463.703	    0.024
4464.505	    0.024
4465.307	    0.032
4466.109	    0.021
4466.912	    0.038
4467.714	    0.050
4468.517	    0.034
4469.320	    0.034
4470.123	    0.023
4470.926	    0.019
4471.729	    0.045
4472.533	    0.047
4473.336	    0.053
4474.140	    0.058
4474.944	    0.053
4475.748	    0.051
4476.552	    0.048
4477.356	    0.046
4478.161	    0.044
4478.965	    0.041
4479.770	    0.035
4480.575	    0.028
4481.380	    0.019
4482.185	    0.012
4482.990	    0.014
4483.796	    0.019
4484.601	    0.024
4485.407	    0.026
4486.213	    0.024
4487.019	    0.016
4487.825	    0.019
4488.631	    0.032
4489.438	    0.039
4490.244	    0.042
4491.051	    0.042
4491.858	    0.041
4492.665	    0.039
4493.472	    0.039
4494.280	    0.041
4495.087	    0.043
4495.895	    0.046
4496.702	    0.049
4497.510	    0.051
4498.318	    0.053
4499.127	    0.057
4499.935	    0.046
4500.743	    0.057
4501.552	    0.047
4502.361	    0.047
