WV      	 Sigma   
4176.646	    0.074
4177.397	    0.076
4178.147	    0.079
4178.898	    0.083
4179.649	    0.092
4180.400	    0.100
4181.151	    0.108
4181.902	    0.117
4182.653	    0.127
4183.405	    0.134
4184.157	    0.140
4184.908	    0.148
4185.660	    0.158
4186.412	    0.165
4187.164	    0.171
4187.917	    0.181
4188.669	    0.153
4189.422	    0.136
4190.174	    0.118
4190.927	    0.087
4191.680	    0.061
4192.433	    0.090
4193.186	    0.111
4193.940	    0.121
4194.693	    0.101
4195.447	    0.118
4196.201	    0.121
4196.955	    0.069
4197.709	    0.062
4198.463	    0.036
4199.217	    0.076
4199.972	    0.081
4200.726	    0.067
4201.481	    0.049
4202.236	    0.028
4202.991	    0.023
4203.746	    0.088
4204.501	    0.105
4205.257	    0.100
4206.012	    0.038
4206.768	    0.096
4207.524	    0.060
4208.280	    0.029
4209.036	    0.063
4209.792	    0.021
4210.548	    0.081
4211.305	    0.099
4212.061	    0.051
4212.818	    0.064
4213.575	    0.049
4214.332	    0.023
4215.089	    0.018
4215.846	    0.083
4216.604	    0.100
4217.361	    0.116
4218.119	    0.138
4218.877	    0.102
4219.635	    0.061
4220.393	    0.015
4221.151	    0.059
4221.910	    0.054
4222.668	    0.081
4223.427	    0.098
4224.186	    0.104
4224.945	    0.128
4225.704	    0.099
4226.463	    0.079
4227.222	    0.095
4227.982	    0.067
4228.741	    0.110
4229.501	    0.118
4230.261	    0.086
4231.021	    0.080
4231.781	    0.115
4232.542	    0.120
4233.302	    0.098
4234.063	    0.074
4234.823	    0.072
4235.584	    0.075
4236.345	    0.079
4237.106	    0.106
4237.868	    0.085
4238.629	    0.069
4239.390	    0.058
4240.152	    0.033
4240.914	    0.056
4247.776	    0.107
4248.540	    0.123
4249.303	    0.129
4250.066	    0.059
4250.830	    0.050
4251.594	    0.081
4252.357	    0.099
4253.121	    0.123
4253.886	    0.091
4254.650	    0.036
4255.414	    0.058
4256.179	    0.031
4256.944	    0.053
4257.708	    0.074
4258.473	    0.095
4259.238	    0.118
4260.004	    0.111
4260.769	    0.087
4261.535	    0.028
4262.300	    0.050
4263.066	    0.018
4263.832	    0.031
4264.598	    0.071
4265.364	    0.152
4266.130	    0.031
4266.897	    0.033
4267.664	    0.070
4268.430	    0.031
4269.197	    0.123
4269.964	    0.105
4270.731	    0.064
4271.499	    0.038
4272.266	    0.072
4273.034	    0.072
4273.801	    0.063
4274.569	    0.047
4275.337	    0.028
4276.105	    0.059
4276.874	    0.051
4277.642	    0.039
4278.411	    0.021
4279.179	    0.074
4279.948	    0.073
4280.717	    0.054
4281.486	    0.071
4282.255	    0.076
4283.025	    0.021
4283.794	    0.070
4284.564	    0.074
4285.334	    0.124
4286.104	    0.119
4286.874	    0.095
4287.644	    0.031
4288.414	    0.025
4289.185	    0.052
4289.955	    0.028
4290.726	    0.082
4291.497	    0.085
4292.268	    0.036
4293.039	    0.052
4293.811	    0.085
4294.582	    0.085
4295.354	    0.071
4296.125	    0.060
4296.897	    0.033
4297.669	    0.044
4298.441	    0.096
4299.214	    0.130
4299.986	    0.128
4300.759	    0.052
4301.531	    0.064
4302.304	    0.074
4303.077	    0.047
4303.850	    0.097
4304.623	    0.122
4305.397	    0.023
4306.170	    0.033
4306.944	    0.087
4307.718	    0.108
4308.492	    0.092
4309.266	    0.078
4310.040	    0.031
4310.814	    0.098
4311.589	    0.033
4312.364	    0.071
4313.138	    0.080
4313.913	    0.071
4314.688	    0.043
4315.464	    0.038
4316.239	    0.035
4317.014	    0.018
4317.790	    0.052
4318.566	    0.100
4319.342	    0.067
4320.118	    0.048
4320.894	    0.080
4321.670	    0.050
4322.447	    0.031
4323.223	    0.043
4324.000	    0.073
4324.777	    0.055
4325.554	    0.045
4326.331	    0.076
4327.108	    0.094
4327.886	    0.054
4328.663	    0.149
4329.441	    0.100
4330.219	    0.050
4330.997	    0.088
4331.775	    0.062
4332.553	    0.029
4333.332	    0.058
4334.110	    0.091
4334.889	    0.090
4335.668	    0.021
4336.447	    0.023
4337.226	    0.025
4338.005	    0.054
4338.784	    0.086
4339.564	    0.066
4340.344	    0.023
4341.123	    0.051
4341.903	    0.053
4342.683	    0.107
4343.464	    0.086
4344.244	    0.057
4345.024	    0.109
4345.805	    0.038
4346.586	    0.025
4347.367	    0.078
4348.148	    0.127
4348.929	    0.049
4349.710	    0.043
4350.492	    0.091
4351.274	    0.122
4352.055	    0.102
4352.837	    0.031
4353.619	    0.015
4354.402	    0.015
4355.184	    0.053
4355.966	    0.094
4356.749	    0.090
4357.532	    0.054
4358.315	    0.051
4359.098	    0.025
4359.881	    0.056
4360.664	    0.010
4361.448	    0.085
4362.231	    0.136
4363.015	    0.140
4363.799	    0.051
4364.583	    0.078
4365.367	    0.010
4366.151	    0.071
4366.936	    0.043
4367.720	    0.072
4368.505	    0.062
4369.290	    0.062
4370.075	    0.062
4370.860	    0.060
4371.645	    0.023
4372.431	    0.058
4373.216	    0.070
4374.002	    0.092
4374.788	    0.101
4375.574	    0.121
4376.360	    0.147
4377.146	    0.071
4377.933	    0.053
4378.719	    0.095
4379.506	    0.101
4380.293	    0.028
4381.080	    0.154
4381.867	    0.171
4382.654	    0.186
4383.442	    0.194
4384.229	    0.159
4385.017	    0.036
4385.805	    0.050
4386.593	    0.108
4387.381	    0.150
4388.169	    0.091
4388.958	    0.062
4389.746	    0.067
4390.535	    0.086
4391.324	    0.079
4392.113	    0.029
4392.902	    0.074
4393.691	    0.073
4394.480	    0.018
4395.270	    0.114
4396.059	    0.075
4396.849	    0.090
4397.639	    0.110
4398.429	    0.110
4399.220	    0.067
4400.010	    0.095
4400.801	    0.123
4401.591	    0.145
4402.382	    0.152
4403.173	    0.116
4403.964	    0.118
4404.755	    0.129
4405.547	    0.137
4406.338	    0.056
4407.130	    0.103
4407.922	    0.121
4408.714	    0.122
4409.506	    0.096
4410.298	    0.125
4411.090	    0.104
4411.883	    0.096
4412.675	    0.086
4413.468	    0.091
4414.261	    0.082
4415.054	    0.021
4415.848	    0.043
4416.641	    0.036
4417.434	    0.055
4418.228	    0.059
4419.022	    0.025
4419.816	    0.051
4420.610	    0.066
4421.404	    0.076
4422.199	    0.083
4422.993	    0.083
4423.788	    0.070
4424.583	    0.051
4425.377	    0.060
4426.173	    0.031
4426.968	    0.035
4427.763	    0.039
4428.559	    0.075
4429.354	    0.088
4430.150	    0.055
4430.946	    0.023
4431.742	    0.015
4432.538	    0.078
4433.335	    0.052
4434.131	    0.025
4434.928	    0.038
4435.725	    0.053
4436.522	    0.096
4437.319	    0.092
4438.116	    0.074
4438.913	    0.051
4439.711	    0.055
4440.509	    0.054
4441.306	    0.015
4442.104	    0.023
4442.902	    0.047
4443.701	    0.106
4444.499	    0.130
4445.298	    0.123
4446.096	    0.109
4446.895	    0.095
4447.694	    0.101
4448.493	    0.102
4449.292	    0.105
4450.092	    0.107
4450.891	    0.112
4451.691	    0.148
4452.491	    0.124
4453.291	    0.105
4454.091	    0.082
4454.891	    0.043
4455.691	    0.047
4456.492	    0.067
4457.293	    0.075
4458.093	    0.079
4458.894	    0.098
4459.695	    0.137
4460.497	    0.101
4461.298	    0.080
4462.100	    0.066
4462.901	    0.010
4463.703	    0.057
4464.505	    0.015
4465.307	    0.055
4466.109	    0.083
4466.912	    0.045
4467.714	    0.033
4468.517	    0.051
4469.320	    0.057
4470.123	    0.057
4470.926	    0.058
4471.729	    0.058
4472.533	    0.059
4473.336	    0.059
4474.140	    0.060
4474.944	    0.061
4475.748	    0.061
4476.552	    0.062
4477.356	    0.062
4478.161	    0.062
4478.965	    0.063
4479.770	    0.063
4480.575	    0.064
4481.380	    0.064
4482.185	    0.065
4482.990	    0.065
4483.796	    0.066
4484.601	    0.066
4485.407	    0.067
4486.213	    0.067
4487.019	    0.067
4487.825	    0.067
4488.631	    0.067
4489.438	    0.067
4490.244	    0.068
4491.051	    0.068
4491.858	    0.068
4492.665	    0.068
4493.472	    0.068
4494.280	    0.068
4495.087	    0.068
4495.895	    0.049
4496.702	    0.072
4497.510	    0.081
4498.318	    0.094
4499.127	    0.135
4499.935	    0.125
4500.743	    0.103
4501.552	    0.091
4502.361	    0.106
4503.170	    0.149
4503.979	    0.071
4504.788	    0.086
4505.597	    0.088
4506.407	    0.081
4507.216	    0.067
4508.026	    0.094
4508.836	    0.091
4509.646	    0.097
4510.456	    0.093
4511.267	    0.062
4512.077	    0.104
4512.888	    0.100
4513.699	    0.079
4514.510	    0.064
4515.321	    0.086
4516.132	    0.101
4516.943	    0.084
4517.755	    0.066
4518.567	    0.053
4519.379	    0.058
4520.191	    0.093
4521.003	    0.048
4521.815	    0.029
4522.627	    0.038
4523.440	    0.062
4524.253	    0.117
4525.065	    0.111
4525.878	    0.114
4526.692	    0.120
4527.505	    0.125
4528.318	    0.130
4529.132	    0.090
4529.946	    0.072
4530.759	    0.073
4531.573	    0.084
4532.388	    0.094
4533.202	    0.144
4534.016	    0.114
4534.831	    0.089
4535.646	    0.088
4536.461	    0.113
4537.276	    0.090
4538.091	    0.095
4538.906	    0.080
4539.722	    0.083
4540.537	    0.110
4541.353	    0.071
4542.169	    0.088
4542.985	    0.054
4543.801	    0.025
4544.618	    0.045
4545.434	    0.042
4546.251	    0.062
4547.068	    0.105
4547.885	    0.113
4548.702	    0.088
4549.519	    0.062
4550.336	    0.066
4551.154	    0.074
4551.972	    0.101
4552.789	    0.090
4553.607	    0.035
4554.425	    0.061
4555.244	    0.064
4556.062	    0.094
4556.881	    0.110
4557.699	    0.115
4558.518	    0.087
4559.337	    0.021
4560.156	    0.035
4560.976	    0.054
4561.795	    0.070
4562.615	    0.082
4563.435	    0.071
4564.254	    0.031
4565.074	    0.055
4565.895	    0.085
4566.715	    0.099
4567.535	    0.083
4568.356	    0.056
4569.177	    0.091
4569.998	    0.114
4570.819	    0.122
4571.640	    0.120
4572.461	    0.136
4573.283	    0.142
4574.105	    0.148
4574.926	    0.145
4575.748	    0.125
4576.570	    0.117
4577.393	    0.101
4578.215	    0.124
4579.038	    0.142
4579.860	    0.145
4580.683	    0.140
4581.506	    0.101
4582.329	    0.050
4583.153	    0.038
4583.976	    0.059
4584.800	    0.058
4585.623	    0.106
4586.447	    0.086
4587.271	    0.094
4588.095	    0.093
4588.920	    0.071
4589.744	    0.055
4590.569	    0.120
4591.394	    0.108
4592.219	    0.102
4593.044	    0.107
4593.869	    0.113
4594.694	    0.105
4595.520	    0.101
4596.345	    0.126
4597.171	    0.138
4597.997	    0.130
4598.823	    0.092
4599.649	    0.018
4600.476	    0.071
4607.092	    0.043
4607.920	    0.076
4608.748	    0.085
4609.576	    0.074
4610.404	    0.074
4611.232	    0.083
4612.061	    0.098
4612.890	    0.116
4613.718	    0.121
4614.547	    0.101
4615.376	    0.086
4616.206	    0.086
4617.035	    0.100
4617.864	    0.108
4618.694	    0.108
4619.524	    0.117
4620.354	    0.121
4621.184	    0.111
4622.014	    0.076
4622.845	    0.071
4623.675	    0.069
4624.506	    0.094
4625.337	    0.106
4626.168	    0.098
4626.999	    0.101
4627.830	    0.060
4628.662	    0.107
4629.493	    0.118
4630.325	    0.111
4631.157	    0.100
4631.989	    0.090
4632.821	    0.081
4633.654	    0.088
4634.486	    0.086
4635.319	    0.076
4636.152	    0.073
4636.985	    0.130
4637.818	    0.073
4638.651	    0.096
4639.484	    0.109
4640.318	    0.094
4641.152	    0.082
4641.985	    0.101
4642.819	    0.138
4643.654	    0.143
4644.488	    0.130
4645.322	    0.111
4646.157	    0.102
4646.992	    0.039
4647.827	    0.018
4648.662	    0.057
4649.497	    0.085
4650.332	    0.102
4651.168	    0.121
4652.003	    0.097
4652.839	    0.067
4653.675	    0.071
4654.511	    0.084
4655.347	    0.081
4656.184	    0.052
4657.020	    0.082
4657.857	    0.083
4658.694	    0.085
4659.531	    0.091
4660.368	    0.103
4661.205	    0.105
4662.043	    0.110
4662.881	    0.117
4663.718	    0.115
4664.556	    0.108
4665.394	    0.100
4666.232	    0.086
4667.071	    0.104
4667.909	    0.116
4668.748	    0.120
4669.587	    0.117
4670.426	    0.110
4671.265	    0.095
4672.104	    0.118
4672.944	    0.099
4673.783	    0.083
4674.623	    0.088
4675.463	    0.104
4676.303	    0.079
4677.143	    0.074
4677.983	    0.104
4678.824	    0.098
