Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	     dAmp    	 Sigma    	 dSig     	 Flux    	     dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	     dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6361.753	    0.181	 3.124e-17	     3.285e-18	    1.807	    0.168	 1.415e-16	 1.985e-17	   -9.197	        0.378	 2909.915	 2909.915	    8.525	   14.028	    4.255
[OI]b   	 6363.800	 6425.873	    0.181	 1.008e-17	     3.285e-18	    1.807	    0.168	 4.564e-17	 1.547e-17	   -9.197	        0.378	 2909.915	 2909.915	    8.440	   33.894	    4.255
[NII]b  	 6548.100	 6611.583	    0.302	 2.569e-16	     1.620e-16	    1.679	    0.237	 1.081e-15	 6.986e-16	       -9.197	    0.378	 2892.364	 2892.364	   13.695	       64.612	    3.954
Halpha  	 6562.800	 6626.391	    0.226	 1.579e-15	     2.766e-16	    1.576	    0.169	 6.241e-15	 1.282e-15	       -9.197	    0.378	 2890.813	 2890.813	   10.217	       20.541	    3.712
[NII]a  	 6583.500	 6647.326	    0.302	 7.449e-16	     1.620e-16	    1.688	    0.237	 3.152e-15	 8.159e-16	       -9.197	    0.378	 2892.364	 2892.364	   13.622	       25.881	    3.976
[SII]a  	 6716.400	 6781.477	    0.489	 2.322e-16	     9.553e-17	    1.715	    0.380	 9.983e-16	 4.664e-16	       -9.197	    0.378	 2890.676	 2890.676	   21.606	       46.721	    4.038
[SII]b  	 6730.800	 6796.016	    0.489	 1.660e-16	     7.922e-17	    1.719	    0.380	 7.152e-16	 3.761e-16	       -9.197	    0.378	 2890.676	 2890.676	   21.559	       52.584	    4.047
Hbeta   	 4861.000	 4908.666	    0.308	 1.339e-16	     3.728e-17	    1.270	    0.206	 4.261e-16	 1.373e-16	       -9.197	    0.378	 2925.275	 2925.275	   18.836	       32.225	    2.990
[OIII]49	 4959.000	 5007.062	    0.547	 1.091e-17	     1.504e-17	    1.360	    0.309	 3.721e-17	 5.198e-17	       -9.197	    0.378	 2891.446	 2891.446	   32.771	      139.705	    3.203
[OIII]50	 5007.000	 5055.528	    0.547	 3.274e-17	     1.504e-17	    1.360	    0.309	 1.116e-16	 5.722e-17	       -9.197	    0.378	 2891.504	 2891.504	   32.456	       51.261	    3.203
