Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	     dAmp    	 Sigma    	 dSig     	 Flux    	     dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	     dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6367.048	    0.256	 4.021e-17	     5.140e-18	    2.034	    0.238	 2.050e-16	 3.549e-17	  -16.756	        0.378	 3159.310	 3159.310	   12.060	   17.315	    4.789
[OI]b   	 6363.800	 6431.221	    0.256	 1.297e-17	     5.140e-18	    2.034	    0.238	 6.612e-17	 2.731e-17	  -16.756	        0.378	 3159.310	 3159.310	   11.940	   41.311	    4.789
[NII]b  	 6548.100	 6617.587	    0.294	 3.407e-16	     2.003e-16	    1.670	    0.241	 1.426e-15	 8.633e-16	      -16.756	    0.378	 3164.464	 3164.464	   13.325	       60.539	    3.932
Halpha  	 6562.800	 6632.521	    0.193	 2.554e-15	     3.639e-16	    1.642	    0.151	 1.051e-14	 1.784e-15	      -16.756	    0.378	 3167.960	 3167.960	    8.741	       16.968	    3.868
[NII]a  	 6583.500	 6653.363	    0.294	 9.882e-16	     2.003e-16	    1.679	    0.241	 4.158e-15	 1.033e-15	      -16.756	    0.378	 3164.464	 3164.464	   13.254	       24.840	    3.953
[SII]a  	 6716.400	 6787.644	    0.490	 3.214e-16	     1.289e-16	    1.562	    0.409	 1.258e-15	 6.029e-16	      -16.756	    0.378	 3163.162	 3163.162	   21.645	       47.908	    3.678
[SII]b  	 6730.800	 6802.196	    0.490	 2.120e-16	     1.066e-16	    1.565	    0.409	 8.317e-16	 4.715e-16	      -16.756	    0.378	 3163.162	 3163.162	   21.599	       56.698	    3.686
Hbeta   	 4861.000	 4912.897	    0.108	 3.441e-16	     3.000e-17	    1.615	    0.072	 1.393e-15	 1.365e-16	      -16.756	    0.378	 3183.552	 3183.552	    6.611	        9.796	    3.803
[OIII]49	 4959.000	 5011.342	    0.216	 1.564e-17	     9.297e-18	    1.410	    0.185	 5.527e-17	 3.364e-17	      -16.756	    0.378	 3147.596	 3147.596	   12.931	       60.865	    3.319
[OIII]50	 5007.000	 5059.850	    0.216	 4.693e-17	     9.297e-18	    1.410	    0.185	 1.658e-16	 3.939e-17	      -16.756	    0.378	 3147.654	 3147.654	   12.807	       23.759	    3.319
