Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.211	    0.213	 4.023e-17	         5.023e-18	    1.739	    0.181	 1.754e-16	 2.851e-17	    5.108	            0.378	 2837.256	 2837.256	   10.039	   16.255	    4.096
[OI]b   	 6363.800	 6424.315	    0.213	 1.298e-17	         5.023e-18	    1.739	    0.181	 5.658e-17	 2.268e-17	    5.108	            0.378	 2837.256	 2837.256	    9.939	   40.077	    4.096
[NII]b  	 6548.100	 6611.867	    0.330	 2.294e-16	         1.378e-16	    1.949	    0.267	 1.121e-15	 6.905e-16	            5.108	    0.378	 2905.223	 2905.223	   14.971	           61.607	    4.590
Halpha  	 6562.800	 6626.821	    0.230	 1.645e-15	         2.506e-16	    1.875	    0.178	 7.730e-15	 1.388e-15	            5.108	    0.378	 2910.260	 2910.260	   10.418	           17.960	    4.415
[NII]a  	 6583.500	 6647.611	    0.330	 6.652e-16	         1.378e-16	    1.960	    0.267	 3.268e-15	 8.102e-16	            5.108	    0.378	 2905.223	 2905.223	   14.891	           24.790	    4.615
[SII]a  	 6716.400	 6781.846	    0.496	 2.081e-16	         8.231e-17	    1.880	    0.378	 9.810e-16	 4.352e-16	            5.108	    0.378	 2907.016	 2907.016	   21.943	           44.368	    4.428
[SII]b  	 6730.800	 6796.387	    0.496	 1.653e-16	         7.136e-17	    1.884	    0.378	 7.809e-16	 3.717e-16	            5.108	    0.378	 2907.016	 2907.016	   21.896	           47.595	    4.437
Hbeta   	 4861.000	 4908.171	    0.268	 2.769e-16	         5.744e-17	    1.501	    0.192	 1.042e-15	 2.538e-16	            5.108	    0.378	 2895.078	 2895.078	   16.367	           24.360	    3.535
[OIII]49	 4959.000	 5006.395	    0.737	 1.017e-17	         1.773e-17	    1.380	    0.582	 3.520e-17	 6.311e-17	            5.108	    0.378	 2851.544	 2851.544	   44.122	          179.281	    3.251
[OIII]50	 5007.000	 5054.855	    0.737	 3.052e-17	         1.773e-17	    1.380	    0.582	 1.056e-16	 7.581e-17	            5.108	    0.378	 2851.602	 2851.602	   43.699	           71.779	    3.251
[OI]a   	 6300.300	 6360.211	    0.213	 4.023e-17	         5.023e-18	    1.739	    0.181	 1.754e-16	 2.851e-17	            5.108	    0.378	 2837.256	 2837.256	   10.039	           16.255	    4.096
[OI]b   	 6363.800	 6424.315	    0.213	 1.298e-17	         5.023e-18	    1.739	    0.181	 5.658e-17	 2.268e-17	            5.108	    0.378	 2837.256	 2837.256	    9.939	           40.077	    4.096
[NII]b  	 6548.100	 6611.867	    0.330	 2.294e-16	         1.378e-16	    1.949	    0.267	 1.121e-15	 6.905e-16	            5.108	    0.378	 2905.223	 2905.223	   14.971	           61.607	    4.590
Halpha  	 6562.800	 6626.821	    0.230	 1.645e-15	         2.506e-16	    1.875	    0.178	 7.730e-15	 1.388e-15	            5.108	    0.378	 2910.260	 2910.260	   10.418	           17.960	    4.415
[NII]a  	 6583.500	 6647.611	    0.330	 6.652e-16	         1.378e-16	    1.960	    0.267	 3.268e-15	 8.102e-16	            5.108	    0.378	 2905.223	 2905.223	   14.891	           24.790	    4.615
[SII]a  	 6716.400	 6781.846	    0.496	 2.081e-16	         8.231e-17	    1.880	    0.378	 9.810e-16	 4.352e-16	            5.108	    0.378	 2907.016	 2907.016	   21.943	           44.368	    4.428
[SII]b  	 6730.800	 6796.387	    0.496	 1.653e-16	         7.136e-17	    1.884	    0.378	 7.809e-16	 3.717e-16	            5.108	    0.378	 2907.016	 2907.016	   21.896	           47.595	    4.437
Hbeta   	 4861.000	 4908.171	    0.268	 2.769e-16	         5.744e-17	    1.501	    0.192	 1.042e-15	 2.538e-16	            5.108	    0.378	 2895.078	 2895.078	   16.367	           24.360	    3.535
[OIII]49	 4959.000	 5006.395	    0.737	 1.017e-17	         1.773e-17	    1.380	    0.582	 3.520e-17	 6.311e-17	            5.108	    0.378	 2851.544	 2851.544	   44.122	          179.281	    3.251
[OIII]50	 5007.000	 5054.855	    0.737	 3.052e-17	         1.773e-17	    1.380	    0.582	 1.056e-16	 7.581e-17	            5.108	    0.378	 2851.602	 2851.602	   43.699	           71.779	    3.251
