WV      	 Sigma   
4184.326	    0.299
4185.077	    0.265
4185.828	    0.223
4186.580	    0.161
4187.331	    0.260
4188.083	    0.239
4188.835	    0.194
4189.586	    0.081
4190.339	    0.065
4191.091	    0.184
4191.843	    0.244
4192.595	    0.278
4193.348	    0.087
4194.101	    0.164
4194.853	    0.214
4195.606	    0.211
4196.359	    0.172
4197.113	    0.078
4197.866	    0.144
4198.620	    0.110
4199.373	    0.087
4200.127	    0.284
4200.881	    0.349
4201.635	    0.278
4202.389	    0.078
4203.143	    0.124
4203.898	    0.176
4204.652	    0.218
4205.407	    0.233
4206.162	    0.134
4206.917	    0.089
4207.672	    0.089
4208.427	    0.308
4209.183	    0.121
4209.938	    0.247
4210.694	    0.249
4211.450	    0.210
4212.206	    0.135
4212.962	    0.102
4213.718	    0.075
4214.474	    0.195
4215.231	    0.081
4215.987	    0.209
4216.744	    0.168
4217.501	    0.048
4218.258	    0.087
4219.015	    0.110
4219.773	    0.094
4220.530	    0.124
4221.288	    0.097
4222.045	    0.031
4222.803	    0.099
4223.561	    0.153
4224.319	    0.117
4225.077	    0.061
4225.836	    0.179
4226.594	    0.164
4227.353	    0.097
4228.112	    0.053
4228.871	    0.128
4229.630	    0.152
4230.389	    0.153
4231.148	    0.239
4231.908	    0.246
4232.667	    0.139
4233.427	    0.147
4234.187	    0.183
4234.947	    0.253
4235.707	    0.293
4236.468	    0.184
4237.228	    0.162
4237.989	    0.268
4238.749	    0.251
4239.510	    0.307
4240.271	    0.280
4241.032	    0.140
4241.793	    0.188
4242.555	    0.158
4243.316	    0.128
4244.078	    0.200
4244.840	    0.173
4245.602	    0.152
4246.364	    0.210
4247.126	    0.221
4247.888	    0.265
4248.651	    0.142
4249.413	    0.135
4250.176	    0.204
4250.939	    0.072
4251.702	    0.156
4252.465	    0.203
4253.229	    0.236
4253.992	    0.284
4254.756	    0.214
4255.519	    0.173
4256.283	    0.137
4257.047	    0.099
4257.811	    0.261
4258.575	    0.234
4259.340	    0.202
4260.104	    0.221
4260.869	    0.259
4261.634	    0.276
4262.399	    0.266
4263.164	    0.214
4263.929	    0.043
4264.695	    0.195
4265.460	    0.231
4266.226	    0.208
4266.991	    0.145
4267.757	    0.134
4268.523	    0.134
4269.290	    0.172
4270.056	    0.271
4270.822	    0.196
4271.589	    0.113
4272.356	    0.053
4273.123	    0.235
4273.890	    0.177
4274.657	    0.165
4275.424	    0.165
4276.191	    0.153
4276.959	    0.278
4277.727	    0.249
4278.494	    0.225
4279.262	    0.263
4280.031	    0.043
4280.799	    0.158
4281.567	    0.121
4282.336	    0.176
4283.104	    0.307
4283.873	    0.309
4284.642	    0.298
4285.411	    0.265
4286.180	    0.075
4286.950	    0.031
4287.719	    0.069
4288.489	    0.084
4289.259	    0.099
4290.029	    0.089
4290.799	    0.043
4291.569	    0.092
4292.339	    0.031
4293.110	    0.150
4293.880	    0.216
4294.651	    0.232
4295.422	    0.197
4296.193	    0.145
4296.964	    0.053
4297.735	    0.089
4298.507	    0.022
4299.278	    0.137
4300.050	    0.126
4300.822	    0.069
4301.594	    0.137
4302.366	    0.188
4303.138	    0.117
4303.910	    0.191
4304.683	    0.297
4305.456	    0.426
4306.229	    0.241
4307.001	    0.229
4307.775	    0.216
4308.548	    0.172
4309.321	    0.177
4310.095	    0.250
4310.868	    0.186
4311.642	    0.123
4312.416	    0.169
4313.190	    0.185
4313.964	    0.106
4314.739	    0.089
4315.513	    0.087
4316.288	    0.038
4317.062	    0.152
4317.837	    0.197
4318.612	    0.206
4319.388	    0.189
4320.163	    0.106
4320.938	    0.130
4321.714	    0.089
4322.490	    0.220
4323.266	    0.199
4324.042	    0.113
4324.818	    0.061
4325.594	    0.158
4326.370	    0.227
4327.147	    0.300
4327.924	    0.317
4328.700	    0.269
4329.477	    0.144
