WV      	 Sigma   
4189.586	    0.182
4190.339	    0.082
4191.091	    0.056
4191.843	    0.094
4192.595	    0.167
4193.348	    0.172
4194.101	    0.151
4194.853	    0.143
4195.606	    0.166
4196.359	    0.155
4197.113	    0.155
4197.866	    0.147
4198.620	    0.114
4199.373	    0.141
4200.127	    0.152
4200.881	    0.154
4201.635	    0.138
4202.389	    0.069
4203.143	    0.067
4203.898	    0.093
4204.652	    0.044
4205.407	    0.159
4206.162	    0.137
4206.917	    0.117
4207.672	    0.158
4208.427	    0.107
4209.183	    0.122
4209.938	    0.145
4210.694	    0.168
4211.450	    0.178
4212.206	    0.195
4212.962	    0.189
4213.718	    0.098
4214.474	    0.129
4215.231	    0.077
4215.987	    0.035
4216.744	    0.091
4217.501	    0.110
4218.258	    0.115
4219.015	    0.121
4219.773	    0.136
4220.530	    0.169
4221.288	    0.139
4222.045	    0.114
4222.803	    0.136
4223.561	    0.146
4224.319	    0.139
4225.077	    0.125
4225.836	    0.104
4226.594	    0.067
4227.353	    0.050
4228.112	    0.080
4228.871	    0.143
4229.630	    0.181
4230.389	    0.162
4231.148	    0.147
4231.908	    0.150
4232.667	    0.103
4233.427	    0.113
4234.187	    0.120
4234.947	    0.118
4235.707	    0.095
4236.468	    0.072
4237.228	    0.144
4237.989	    0.190
4238.749	    0.201
4239.510	    0.147
4240.271	    0.120
4241.032	    0.130
4241.793	    0.176
4242.555	    0.070
4243.316	    0.139
4244.078	    0.134
4244.840	    0.154
4245.602	    0.111
4246.364	    0.080
4247.126	    0.077
4247.888	    0.164
4248.651	    0.140
4249.413	    0.128
4250.176	    0.125
4250.939	    0.128
4251.702	    0.139
4252.465	    0.114
4253.229	    0.070
4253.992	    0.059
4254.756	    0.109
4255.519	    0.132
4256.283	    0.145
4257.047	    0.146
4257.811	    0.130
4258.575	    0.136
4259.340	    0.128
4260.104	    0.073
4260.869	    0.091
4261.634	    0.099
4262.399	    0.142
4263.164	    0.207
4263.929	    0.197
4264.695	    0.179
4265.460	    0.153
4266.226	    0.116
4266.991	    0.162
4267.757	    0.162
4268.523	    0.174
4269.290	    0.181
4270.056	    0.100
4270.822	    0.040
4271.589	    0.124
4272.356	    0.165
4273.123	    0.148
4273.890	    0.045
4274.657	    0.078
4275.424	    0.153
4276.191	    0.202
4276.959	    0.161
4277.727	    0.120
4278.494	    0.085
4279.262	    0.090
