WV      	 Sigma   
4176.646	    0.028
4177.397	    0.017
4178.147	    0.017
4178.898	    0.014
4179.649	    0.020
4180.400	    0.020
4181.151	    0.020
4181.902	    0.028
4182.653	    0.040
4183.405	    0.048
4184.157	    0.048
4184.908	    0.039
4185.660	    0.014
4186.412	    0.045
4187.164	    0.062
4187.917	    0.075
4188.669	    0.061
4189.422	    0.069
4190.174	    0.076
4190.927	    0.079
4191.680	    0.061
4192.433	    0.051
4193.186	    0.046
4193.940	    0.056
4194.693	    0.024
4195.447	    0.034
4196.201	    0.043
4196.955	    0.042
4197.709	    0.020
4198.463	    0.046
4199.217	    0.052
4199.972	    0.029
4200.726	    0.055
4201.481	    0.020
4202.236	    0.060
4202.991	    0.055
4203.746	    0.067
4204.501	    0.051
4205.257	    0.020
4206.012	    0.040
4206.768	    0.039
4207.524	    0.014
4208.280	    0.047
4209.036	    0.055
4209.792	    0.055
4210.548	    0.048
4211.305	    0.020
4212.061	    0.046
4212.818	    0.058
4213.575	    0.044
4214.332	    0.026
4215.089	    0.010
4215.846	    0.048
4216.604	    0.056
4217.361	    0.051
4218.119	    0.037
4218.877	    0.052
4219.635	    0.046
4220.393	    0.038
4221.151	    0.034
4221.910	    0.022
4222.668	    0.061
4223.427	    0.070
4224.186	    0.070
4224.945	    0.020
4225.704	    0.043
4226.463	    0.024
4227.222	    0.071
4227.982	    0.062
4228.741	    0.068
4229.501	    0.075
4230.261	    0.063
4231.021	    0.045
4231.781	    0.053
4232.542	    0.060
4233.302	    0.020
4234.063	    0.014
4234.823	    0.066
4235.584	    0.078
4236.345	    0.069
4237.106	    0.028
4237.868	    0.017
4238.629	    0.017
4239.390	    0.017
4240.152	    0.039
4240.914	    0.069
4241.676	    0.073
4242.438	    0.065
4243.200	    0.038
4243.963	    0.038
4244.725	    0.022
4245.488	    0.029
4246.250	    0.032
4247.013	    0.069
4247.776	    0.068
4248.540	    0.044
4249.303	    0.054
4250.066	    0.014
4250.830	    0.038
4251.594	    0.050
4252.357	    0.063
4253.121	    0.052
4253.886	    0.057
4254.650	    0.065
4255.414	    0.074
4256.179	    0.095
4256.944	    0.082
4257.708	    0.076
4258.473	    0.084
4259.238	    0.081
4260.004	    0.073
4260.769	    0.050
4261.535	    0.032
4262.300	    0.096
4263.066	    0.090
4263.832	    0.073
4264.598	    0.044
4265.364	    0.020
4266.130	    0.071
4266.897	    0.076
4267.664	    0.062
4268.430	    0.047
4269.197	    0.017
4269.964	    0.017
4270.731	    0.024
4271.499	    0.055
4272.266	    0.026
4273.034	    0.060
4273.801	    0.070
4274.569	    0.050
4275.337	    0.050
4276.105	    0.038
4276.874	    0.042
4277.642	    0.026
4278.411	    0.057
4279.179	    0.053
4279.948	    0.047
4280.717	    0.047
4281.486	    0.076
4282.255	    0.073
4283.025	    0.071
4283.794	    0.069
4284.564	    0.066
4285.334	    0.090
4286.104	    0.078
4286.874	    0.062
4287.644	    0.050
4288.414	    0.069
4289.185	    0.075
4289.955	    0.079
4290.726	    0.083
4291.497	    0.103
4292.268	    0.112
4293.039	    0.103
4293.811	    0.080
4294.582	    0.060
4295.354	    0.085
4296.125	    0.087
4296.897	    0.081
4297.669	    0.070
4298.441	    0.101
4299.214	    0.096
4299.986	    0.086
4300.759	    0.073
4301.531	    0.093
4302.304	    0.091
4303.077	    0.075
4303.850	    0.047
4304.623	    0.085
4305.397	    0.092
4306.170	    0.085
4306.944	    0.069
4307.718	    0.028
4308.492	    0.092
4309.266	    0.095
4310.040	    0.091
4310.814	    0.087
4311.589	    0.077
4312.364	    0.087
4313.138	    0.091
4313.913	    0.087
4314.688	    0.055
4315.464	    0.053
4316.239	    0.054
4317.014	    0.056
4317.790	    0.059
4318.566	    0.084
4319.342	    0.094
4320.118	    0.105
4320.894	    0.116
4321.670	    0.122
4322.447	    0.107
4323.223	    0.091
4324.000	    0.077
4324.777	    0.084
4325.554	    0.094
4326.331	    0.092
4327.108	    0.091
4327.886	    0.105
4328.663	    0.087
