Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6361.941	    0.230	 5.921e-17	         6.299e-18	    2.263	    0.215	 3.359e-16	 4.789e-17	  -12.223	            0.378	 2918.755	 2918.755	   10.860	   14.260	    5.329
[OI]b   	 6363.800	 6426.062	    0.230	 1.910e-17	         6.299e-18	    2.263	    0.215	 1.083e-16	 3.718e-17	  -12.223	            0.378	 2918.755	 2918.755	   10.751	   34.317	    5.329
[NII]b  	 6548.100	 6611.825	    0.300	 5.416e-16	         3.218e-16	    1.703	    0.239	 2.312e-15	 1.412e-15	          -12.223	    0.378	 2903.311	 2903.311	   13.604	           61.061	    4.011
Halpha  	 6562.800	 6626.626	    0.190	 4.430e-15	         6.176e-16	    1.652	    0.144	 1.834e-14	 3.015e-15	          -12.223	    0.378	 2901.439	 2901.439	    8.608	           16.436	    3.890
[NII]a  	 6583.500	 6647.569	    0.300	 1.571e-15	         3.218e-16	    1.713	    0.239	 6.742e-15	 1.672e-15	          -12.223	    0.378	 2903.311	 2903.311	   13.531	           24.795	    4.033
[SII]a  	 6716.400	 6781.759	    0.478	 4.934e-16	         1.955e-16	    1.676	    0.383	 2.073e-15	 9.481e-16	          -12.223	    0.378	 2903.171	 2903.171	   21.114	           45.737	    3.947
[SII]b  	 6730.800	 6796.299	    0.478	 3.739e-16	         1.692e-16	    1.680	    0.383	 1.574e-15	 7.974e-16	          -12.223	    0.378	 2903.171	 2903.171	   21.069	           50.655	    3.955
Hbeta   	 4861.000	 4908.645	    0.126	 6.374e-16	         6.141e-17	    1.611	    0.082	 2.574e-15	 2.808e-16	          -12.223	    0.378	 2924.019	 2924.019	    7.712	           10.906	    3.794
[OIII]49	 4959.000	 5007.280	    0.320	 1.975e-17	         1.671e-17	    1.555	    0.222	 7.698e-17	 6.605e-17	          -12.223	    0.378	 2904.520	 2904.520	   19.140	           85.803	    3.662
[OIII]50	 5007.000	 5055.748	    0.320	 5.924e-17	         1.671e-17	    1.555	    0.222	 2.309e-16	 7.298e-17	          -12.223	    0.378	 2904.578	 2904.578	   18.957	           31.605	    3.662
[OI]a   	 6300.300	 6361.941	    0.230	 5.921e-17	         6.299e-18	    2.263	    0.215	 3.359e-16	 4.789e-17	          -12.223	    0.378	 2918.755	 2918.755	   10.860	           14.260	    5.329
[OI]b   	 6363.800	 6426.062	    0.230	 1.910e-17	         6.299e-18	    2.263	    0.215	 1.083e-16	 3.718e-17	          -12.223	    0.378	 2918.755	 2918.755	   10.751	           34.317	    5.329
[NII]b  	 6548.100	 6611.825	    0.300	 5.416e-16	         3.218e-16	    1.703	    0.239	 2.312e-15	 1.412e-15	          -12.223	    0.378	 2903.311	 2903.311	   13.604	           61.061	    4.011
Halpha  	 6562.800	 6626.626	    0.190	 4.430e-15	         6.176e-16	    1.652	    0.144	 1.834e-14	 3.015e-15	          -12.223	    0.378	 2901.439	 2901.439	    8.608	           16.436	    3.890
[NII]a  	 6583.500	 6647.569	    0.300	 1.571e-15	         3.218e-16	    1.713	    0.239	 6.742e-15	 1.672e-15	          -12.223	    0.378	 2903.311	 2903.311	   13.531	           24.795	    4.033
[SII]a  	 6716.400	 6781.759	    0.478	 4.934e-16	         1.955e-16	    1.676	    0.383	 2.073e-15	 9.481e-16	          -12.223	    0.378	 2903.171	 2903.171	   21.114	           45.737	    3.947
[SII]b  	 6730.800	 6796.299	    0.478	 3.739e-16	         1.692e-16	    1.680	    0.383	 1.574e-15	 7.974e-16	          -12.223	    0.378	 2903.171	 2903.171	   21.069	           50.655	    3.955
Hbeta   	 4861.000	 4908.645	    0.126	 6.374e-16	         6.141e-17	    1.611	    0.082	 2.574e-15	 2.808e-16	          -12.223	    0.378	 2924.019	 2924.019	    7.712	           10.906	    3.794
[OIII]49	 4959.000	 5007.280	    0.320	 1.975e-17	         1.671e-17	    1.555	    0.222	 7.698e-17	 6.605e-17	          -12.223	    0.378	 2904.520	 2904.520	   19.140	           85.803	    3.662
[OIII]50	 5007.000	 5055.748	    0.320	 5.924e-17	         1.671e-17	    1.555	    0.222	 2.309e-16	 7.298e-17	          -12.223	    0.378	 2904.578	 2904.578	   18.957	           31.605	    3.662
