WV      	 Sigma   
4184.326	    0.319
4185.077	    0.190
4185.828	    0.255
4186.580	    0.460
4187.331	    0.366
4188.083	    0.176
4188.835	    0.298
4189.586	    0.483
4190.339	    0.624
4191.091	    0.388
4191.843	    0.217
4192.595	    0.402
4193.348	    0.399
4194.101	    0.381
4194.853	    0.319
4195.606	    0.074
4196.359	    0.085
4197.113	    0.204
4197.866	    0.335
4198.620	    0.468
4199.373	    0.388
4200.127	    0.141
4200.881	    0.343
4201.635	    0.176
4202.389	    0.135
4203.143	    0.104
4203.898	    0.159
4204.652	    0.159
4205.407	    0.446
4206.162	    0.190
4206.917	    0.255
4207.672	    0.361
4208.427	    0.668
4209.183	    0.555
4209.938	    0.316
4210.694	    0.348
4211.450	    0.217
4212.206	    0.415
4212.962	    0.495
4213.718	    0.313
4214.474	    0.147
4215.231	    0.153
4215.987	    0.200
4216.744	    0.282
4217.501	    0.507
4218.258	    0.392
4219.015	    0.186
4219.773	    0.523
4220.530	    0.566
4221.288	    0.354
4222.045	    0.120
4222.803	    0.399
4223.561	    0.319
4224.319	    0.366
4225.077	    0.348
4225.836	    0.113
4226.594	    0.085
4227.353	    0.525
4228.112	    0.664
4228.871	    0.596
4229.630	    0.424
4230.389	    0.584
4231.148	    0.608
4231.908	    0.388
4232.667	    0.489
4233.427	    0.321
4234.187	    0.181
4234.947	    0.248
4235.707	    0.560
4236.468	    0.374
4237.228	    0.135
4237.989	    0.165
4238.749	    0.571
4239.510	    0.356
4240.271	    0.421
4241.032	    0.378
4241.793	    0.348
4242.555	    0.248
4243.316	    0.135
4244.078	    0.141
4244.840	    0.410
4245.602	    0.462
4246.364	    0.530
4247.126	    0.573
4247.888	    0.313
4248.651	    0.276
4249.413	    0.354
4250.176	    0.438
4250.939	    0.406
4251.702	    0.385
4252.465	    0.292
4253.229	    0.190
4253.992	    0.338
4254.756	    0.346
4255.519	    0.321
4256.283	    0.324
4257.047	    0.424
4257.811	    0.165
4258.575	    0.141
4259.340	    0.446
4260.104	    0.757
4260.869	    0.493
4261.634	    0.346
4262.399	    0.374
4263.164	    0.588
4263.929	    0.538
4264.695	    0.470
4265.460	    0.348
4266.226	    0.104
4266.991	    0.502
4267.757	    0.495
4268.523	    0.327
4269.290	    0.341
4270.056	    0.521
4270.822	    0.338
4271.589	    0.120
4272.356	    0.221
4273.123	    0.225
4273.890	    0.542
4274.657	    0.120
4275.424	    0.504
4276.191	    0.273
4276.959	    0.374
4277.727	    0.448
4278.494	    0.438
4279.262	    0.217
4280.031	    0.356
4280.799	    0.301
4281.567	    0.195
4282.336	    0.135
4283.104	    0.504
4283.873	    0.430
4284.642	    0.319
4285.411	    0.195
4286.180	    0.566
4286.950	    0.415
4287.719	    0.104
4288.489	    0.359
4289.259	    0.374
4290.029	    0.734
4290.799	    0.735
4291.569	    0.686
4292.339	    0.682
4293.110	    0.582
4293.880	    0.316
4294.651	    0.229
4295.422	    0.233
4296.193	    0.348
4296.964	    0.532
4297.735	    0.680
4298.507	    0.795
4299.278	    0.777
4300.050	    0.466
4300.822	    0.200
4301.594	    0.255
4302.366	    0.514
4303.138	    0.408
4303.910	    0.388
4304.683	    0.417
4305.456	    0.712
4306.229	    0.576
4307.001	    0.561
4307.775	    0.527
4308.548	    0.440
4309.321	    0.104
4310.095	    0.462
4310.868	    0.566
4311.642	    0.560
4312.416	    0.213
4313.190	    0.364
4313.964	    0.438
4314.739	    0.381
4315.513	    0.316
4316.288	    0.273
4317.062	    0.286
4317.837	    0.262
4318.612	    0.428
4319.388	    0.276
4320.163	    0.472
4320.938	    0.319
4321.714	    0.417
4322.490	    0.511
4323.266	    0.527
4324.042	    0.452
4324.818	    0.307
4325.594	    0.195
4326.370	    0.135
4327.147	    0.324
4327.924	    0.518
4328.700	    0.672
4329.477	    0.662
4330.255	    0.533
4331.032	    0.304
4331.809	    0.371
4332.587	    0.686
4333.364	    0.266
4334.142	    0.392
4334.920	    0.482
4335.698	    0.292
4336.477	    0.147
4337.255	    0.074
4338.034	    0.354
4338.812	    0.574
4339.591	    0.269
4340.370	    0.491
4341.149	    0.577
4341.928	    0.482
4342.708	    0.468
4343.487	    0.630
4344.267	    0.502
4345.046	    0.225
4345.826	    0.388
4346.606	    0.316
4347.387	    0.408
4348.167	    0.313
4348.947	    0.381
4349.728	    0.491
4350.509	    0.602
4351.290	    0.509
4352.071	    0.397
4352.852	    0.390
4353.633	    0.566
4354.415	    0.378
4355.196	    0.085
4355.978	    0.259
4356.760	    0.104
4357.542	    0.468
4358.324	    0.430
4359.106	    0.406
4359.889	    0.579
4360.671	    0.624
4361.454	    0.639
4362.237	    0.646
4363.020	    0.628
4363.803	    0.376
4364.587	    0.371
4365.370	    0.295
4366.153	    0.266
4366.937	    0.410
4367.721	    0.421
4368.505	    0.608
4369.289	    0.637
4370.073	    0.520
4370.858	    0.295
4371.642	    0.520
4372.427	    0.532
4373.212	    0.452
4373.997	    0.406
4374.782	    0.480
4375.567	    0.346
4376.353	    0.269
4377.138	    0.343
4377.924	    0.644
4378.710	    0.252
4386.576	    0.282
4387.363	    0.361
4388.151	    0.388
4388.938	    0.330
4389.726	    0.217
4390.514	    0.385
4391.302	    0.537
4392.090	    0.505
4392.879	    0.496
4393.667	    0.466
4394.456	    0.478
4395.245	    0.537
4396.033	    0.590
4396.823	    0.651
4397.612	    0.669
4398.401	    0.678
4399.191	    0.703
4399.980	    0.803
4400.770	    0.873
4401.560	    0.843
4402.350	    0.736
4403.140	    0.668
4403.931	    0.682
4404.721	    0.748
4405.512	    0.745
4406.302	    0.626
4407.093	    0.528
4407.884	    0.640
4408.676	    0.514
4409.467	    0.310
4410.258	    0.460
4411.050	    0.237
4411.842	    0.190
4412.634	    0.335
4413.426	    0.600
4414.218	    0.128
4415.010	    0.301
4415.803	    0.181
4416.595	    0.295
4417.388	    0.181
4418.181	    0.557
4418.974	    0.458
4419.767	    0.597
4420.561	    0.662
4421.354	    0.292
4422.148	    0.043
4422.941	    0.255
4423.735	    0.341
4424.529	    0.376
4425.324	    0.395
4426.118	    0.327
4426.912	    0.104
4427.707	    0.341
4428.502	    0.327
4429.297	    0.321
4430.092	    0.292
4430.887	    0.292
4431.682	    0.245
4432.478	    0.153
4433.273	    0.511
4434.069	    0.464
4434.865	    0.351
4435.661	    0.120
4436.457	    0.262
4437.253	    0.113
4438.050	    0.245
4438.847	    0.385
4439.643	    0.478
4440.440	    0.509
4441.237	    0.413
4442.034	    0.229
4442.832	    0.209
4443.629	    0.282
4444.427	    0.301
4445.225	    0.369
