Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.423	    0.278	 2.914e-17	         5.885e-18	    1.413	    0.223	 1.032e-16	 2.646e-17	    5.863	            0.378	 2847.226	 2847.226	   13.110	   25.637	    3.328
[OI]b   	 6363.800	 6424.529	    0.278	 9.399e-18	         5.885e-18	    1.413	    0.223	 3.329e-17	 2.150e-17	    5.863	            0.378	 2847.226	 2847.226	   12.979	   64.579	    3.328
[NII]b  	 6548.100	 6611.670	    0.368	 9.470e-17	         5.483e-17	    2.240	    0.300	 5.318e-16	 3.160e-16	            5.863	    0.378	 2896.303	 2896.303	   16.703	           59.431	    5.275
Halpha  	 6562.800	 6626.662	    0.265	 6.134e-16	         9.670e-17	    2.078	    0.208	 3.195e-15	 5.966e-16	            5.863	    0.378	 2903.057	 2903.057	   11.968	           18.674	    4.893
[NII]a  	 6583.500	 6647.414	    0.368	 2.746e-16	         5.483e-17	    2.252	    0.300	 1.550e-15	 3.722e-16	            5.863	    0.378	 2896.303	 2896.303	   16.613	           24.007	    5.304
[SII]a  	 6716.400	 6781.594	    0.499	 9.855e-17	         3.825e-17	    1.863	    0.385	 4.602e-16	 2.023e-16	            5.863	    0.378	 2895.890	 2895.890	   22.054	           43.959	    4.387
[SII]b  	 6730.800	 6796.134	    0.499	 7.379e-17	         3.142e-17	    1.867	    0.385	 3.453e-16	 1.633e-16	            5.863	    0.378	 2895.890	 2895.890	   22.007	           47.298	    4.396
Hbeta   	 4861.000	 4908.163	    0.725	 1.102e-16	         5.599e-17	    1.737	    0.560	 4.797e-16	 2.887e-16	            5.863	    0.378	 2894.596	 2894.596	   44.307	           60.182	    4.091
[OIII]49	 4959.000	 5006.413	    1.430	 7.322e-18	         2.195e-17	    1.581	    1.001	 2.901e-17	 8.891e-17	            5.863	    0.378	 2852.631	 2852.631	   85.612	          306.420	    3.722
[OIII]50	 5007.000	 5054.873	    1.430	 2.197e-17	         2.195e-17	    1.581	    1.001	 8.704e-17	 1.030e-16	            5.863	    0.378	 2852.689	 2852.689	   84.791	          118.300	    3.722
[OI]a   	 6300.300	 6360.423	    0.278	 2.914e-17	         5.885e-18	    1.413	    0.223	 1.032e-16	 2.646e-17	            5.863	    0.378	 2847.226	 2847.226	   13.110	           25.637	    3.328
[OI]b   	 6363.800	 6424.529	    0.278	 9.399e-18	         5.885e-18	    1.413	    0.223	 3.329e-17	 2.150e-17	            5.863	    0.378	 2847.226	 2847.226	   12.979	           64.579	    3.328
[NII]b  	 6548.100	 6611.670	    0.368	 9.470e-17	         5.483e-17	    2.240	    0.300	 5.318e-16	 3.160e-16	            5.863	    0.378	 2896.303	 2896.303	   16.703	           59.431	    5.275
Halpha  	 6562.800	 6626.662	    0.265	 6.134e-16	         9.670e-17	    2.078	    0.208	 3.195e-15	 5.966e-16	            5.863	    0.378	 2903.057	 2903.057	   11.968	           18.674	    4.893
[NII]a  	 6583.500	 6647.414	    0.368	 2.746e-16	         5.483e-17	    2.252	    0.300	 1.550e-15	 3.722e-16	            5.863	    0.378	 2896.303	 2896.303	   16.613	           24.007	    5.304
[SII]a  	 6716.400	 6781.594	    0.499	 9.855e-17	         3.825e-17	    1.863	    0.385	 4.602e-16	 2.023e-16	            5.863	    0.378	 2895.890	 2895.890	   22.054	           43.959	    4.387
[SII]b  	 6730.800	 6796.134	    0.499	 7.379e-17	         3.142e-17	    1.867	    0.385	 3.453e-16	 1.633e-16	            5.863	    0.378	 2895.890	 2895.890	   22.007	           47.298	    4.396
Hbeta   	 4861.000	 4908.163	    0.725	 1.102e-16	         5.599e-17	    1.737	    0.560	 4.797e-16	 2.887e-16	            5.863	    0.378	 2894.596	 2894.596	   44.307	           60.182	    4.091
[OIII]49	 4959.000	 5006.413	    1.430	 7.322e-18	         2.195e-17	    1.581	    1.001	 2.901e-17	 8.891e-17	            5.863	    0.378	 2852.631	 2852.631	   85.612	          306.420	    3.722
[OIII]50	 5007.000	 5054.873	    1.430	 2.197e-17	         2.195e-17	    1.581	    1.001	 8.704e-17	 1.030e-16	            5.863	    0.378	 2852.689	 2852.689	   84.791	          118.300	    3.722
