wlen 	 newgal_spectrum 
  4184.326 	      0.056
  4185.077 	      0.020
  4185.828 	     -0.036
  4186.580 	     -0.117
  4187.331 	     -0.074
  4188.083 	     -0.017
  4188.835 	      0.049
  4189.586 	      0.129
  4190.339 	      0.215
  4191.091 	      0.083
  4191.843 	     -0.026
  4192.595 	     -0.089
  4193.348 	     -0.088
  4194.101 	     -0.080
  4194.853 	     -0.056
  4195.606 	     -0.003
  4196.359 	      0.004
  4197.113 	     -0.023
  4197.866 	     -0.062
  4198.620 	     -0.121
  4199.373 	     -0.083
  4200.127 	      0.011
  4200.881 	      0.065
  4201.635 	      0.017
  4202.389 	     -0.010
  4203.143 	      0.006
  4203.898 	      0.014
  4204.652 	     -0.014
  4205.407 	      0.110
  4206.162 	      0.020
  4206.917 	     -0.036
  4207.672 	      0.072
  4208.427 	      0.246
  4209.183 	      0.170
  4209.938 	      0.055
  4210.694 	     -0.067
  4211.450 	     -0.026
  4212.206 	     -0.095
  4212.962 	     -0.135
  4213.718 	     -0.054
  4214.474 	      0.012
  4215.231 	     -0.013
  4215.987 	     -0.022
  4216.744 	      0.044
  4217.501 	     -0.142
  4218.258 	     -0.085
  4219.015 	      0.019
  4219.773 	      0.151
  4220.530 	      0.177
  4221.288 	      0.069
  4222.045 	      0.008
  4222.803 	      0.088
  4223.561 	      0.056
  4224.319 	      0.074
  4225.077 	      0.067
  4225.836 	     -0.007
  4226.594 	     -0.004
  4227.353 	      0.152
  4228.112 	      0.243
  4228.871 	      0.196
  4229.630 	      0.099
  4230.389 	      0.188
  4231.148 	      0.204
  4231.908 	      0.083
  4232.667 	      0.132
  4233.427 	      0.057
  4234.187 	      0.018
  4234.947 	      0.034
  4235.707 	      0.173
  4236.468 	      0.077
  4237.228 	      0.010
  4237.989 	     -0.015
  4238.749 	     -0.180
  4239.510 	      0.070
  4240.271 	      0.098
  4241.032 	     -0.079
  4241.793 	     -0.067
  4242.555 	     -0.034
  4243.316 	     -0.010
  4244.078 	      0.011
  4244.840 	      0.093
  4245.602 	      0.118
  4246.364 	      0.155
  4247.126 	      0.181
  4247.888 	      0.054
  4248.651 	      0.042
  4249.413 	      0.069
  4250.176 	      0.106
  4250.939 	      0.091
  4251.702 	      0.082
  4252.465 	      0.047
  4253.229 	      0.020
  4253.992 	      0.063
  4254.756 	      0.066
  4255.519 	      0.057
  4256.283 	      0.058
  4257.047 	      0.099
  4257.811 	     -0.015
  4258.575 	      0.011
  4259.340 	      0.110
  4260.104 	      0.316
  4260.869 	      0.134
  4261.634 	      0.066
  4262.399 	      0.077
  4263.164 	      0.191
  4263.929 	      0.160
  4264.695 	      0.122
  4265.460 	      0.067
  4266.226 	     -0.006
  4266.991 	     -0.139
  4267.757 	     -0.135
  4268.523 	     -0.059
  4269.290 	      0.064
  4270.056 	      0.150
  4270.822 	      0.063
  4271.589 	      0.008
  4272.356 	     -0.027
  4273.123 	     -0.028
  4273.890 	      0.162
  4274.657 	      0.008
  4275.424 	     -0.140
  4276.191 	      0.041
  4276.959 	      0.077
  4277.727 	      0.111
  4278.494 	      0.106
  4279.262 	      0.026
  4280.031 	     -0.070
  4280.799 	     -0.050
  4281.567 	     -0.021
  4282.336 	      0.010
  4283.104 	      0.140
  4283.873 	      0.102
  4284.642 	      0.056
  4285.411 	      0.021
  4286.180 	      0.177
  4286.950 	      0.095
  4287.719 	     -0.006
  4288.489 	     -0.071
  4289.259 	      0.077
  4290.029 	      0.297
  4290.799 	      0.298
  4291.569 	      0.260
  4292.339 	      0.257
  4293.110 	      0.187
  4293.880 	      0.055
  4294.651 	     -0.029
  4295.422 	     -0.030
  4296.193 	      0.067
  4296.964 	      0.156
  4297.735 	      0.255
  4298.507 	      0.349
  4299.278 	      0.333
  4300.050 	      0.120
  4300.822 	      0.022
  4301.594 	     -0.036
  4302.366 	     -0.146
  4303.138 	      0.092
