wlen 	 newgal_spectrum 
  4184.326 	      0.058
  4185.077 	      0.035
  4185.828 	      0.013
  4186.580 	     -0.004
  4187.331 	      0.002
  4188.083 	     -0.020
  4188.835 	     -0.033
  4189.586 	     -0.035
  4190.339 	     -0.070
  4191.091 	     -0.055
  4191.843 	     -0.026
  4192.595 	      0.020
  4193.348 	     -0.026
  4194.101 	     -0.030
  4194.853 	     -0.028
  4195.606 	     -0.020
  4196.359 	     -0.026
  4197.113 	      0.000
  4197.866 	      0.016
  4198.620 	      0.008
  4199.373 	     -0.007
  4200.127 	      0.015
  4200.881 	      0.026
  4201.635 	      0.001
  4202.389 	     -0.008
  4203.143 	     -0.033
  4203.898 	     -0.045
  4204.652 	     -0.024
  4205.407 	      0.045
  4206.162 	      0.046
  4206.917 	      0.045
  4207.672 	      0.064
  4208.427 	     -0.003
  4209.183 	     -0.010
  4209.938 	     -0.016
  4210.694 	     -0.046
  4211.450 	     -0.023
  4212.206 	     -0.010
  4212.962 	      0.010
  4213.718 	      0.055
  4214.474 	      0.023
  4215.231 	      0.028
  4215.987 	      0.032
  4216.744 	      0.023
  4217.501 	      0.039
  4218.258 	      0.022
  4219.015 	      0.012
  4219.773 	      0.029
  4220.530 	      0.051
  4221.288 	      0.058
  4222.045 	      0.058
  4222.803 	      0.046
  4223.561 	      0.036
  4224.319 	      0.022
  4225.077 	      0.013
  4225.836 	      0.015
  4226.594 	      0.027
  4227.353 	      0.026
  4228.112 	      0.022
  4228.871 	      0.020
  4229.630 	      0.028
  4230.389 	      0.039
  4231.148 	      0.032
  4231.908 	     -0.002
  4232.667 	      0.081
  4233.427 	      0.057
  4234.187 	      0.039
  4234.947 	      0.037
  4235.707 	      0.049
  4236.468 	      0.029
  4237.228 	      0.006
  4237.989 	     -0.020
  4238.749 	      0.055
  4239.510 	      0.006
  4240.271 	      0.016
  4241.032 	      0.078
  4241.793 	     -0.026
  4242.555 	      0.059
  4243.316 	      0.080
  4244.078 	      0.054
  4244.840 	      0.073
  4245.602 	      0.072
  4246.364 	      0.049
  4247.126 	      0.018
  4247.888 	      0.041
  4248.651 	      0.022
  4249.413 	      0.017
  4250.176 	      0.022
  4250.939 	      0.055
  4251.702 	      0.074
  4252.465 	      0.068
  4253.229 	      0.059
  4253.992 	      0.073
  4254.756 	      0.080
  4255.519 	      0.067
  4256.283 	      0.056
  4257.047 	      0.072
  4257.811 	      0.079
  4258.575 	      0.068
  4259.340 	      0.052
  4260.104 	      0.030
  4260.869 	      0.051
  4261.634 	      0.038
  4262.399 	      0.039
  4263.164 	      0.064
  4263.929 	      0.042
  4264.695 	      0.041
  4265.460 	      0.045
  4266.226 	      0.048
  4266.991 	      0.052
  4267.757 	      0.025
  4268.523 	      0.026
  4269.290 	      0.048
  4270.056 	      0.054
  4270.822 	      0.057
  4271.589 	      0.047
  4272.356 	      0.033
  4273.123 	      0.020
  4273.890 	      0.016
  4274.657 	      0.058
  4275.424 	      0.085
  4276.191 	      0.025
  4276.959 	      0.062
  4277.727 	      0.053
  4278.494 	      0.052
  4279.262 	      0.081
  4280.031 	      0.028
  4280.799 	      0.044
  4281.567 	      0.056
  4282.336 	      0.057
  4283.104 	      0.061
  4283.873 	      0.029
  4284.642 	      0.021
  4285.411 	      0.034
  4286.180 	      0.053
  4286.950 	      0.049
  4287.719 	      0.035
  4288.489 	      0.023
  4289.259 	      0.038
  4290.029 	      0.061
  4290.799 	      0.064
  4291.569 	      0.068
  4292.339 	      0.093
  4293.110 	      0.088
  4293.880 	      0.074
  4294.651 	      0.071
  4295.422 	      0.084
  4296.193 	      0.063
  4296.964 	      0.061
  4297.735 	      0.065
  4298.507 	      0.073
  4299.278 	      0.071
  4300.050 	      0.079
  4300.822 	      0.086
  4301.594 	      0.085
  4302.366 	      0.063
  4303.138 	      0.076
  4303.910 	      0.075
  4304.683 	      0.075
  4305.456 	      0.080
  4306.229 	      0.080
  4307.001 	      0.037
  4307.775 	      0.010
  4308.548 	      0.008
  4309.321 	      0.026
  4310.095 	     -0.003
  4310.868 	     -0.012
  4311.642 	     -0.004
  4312.416 	      0.050
  4313.190 	      0.073
  4313.964 	      0.086
  4314.739 	      0.092
  4315.513 	      0.090
  4316.288 	      0.016
  4317.062 	      0.030
  4317.837 	      0.039
  4318.612 	      0.030
  4319.388 	      0.037
  4320.163 	      0.059
  4320.938 	      0.077
  4321.714 	      0.085
  4322.490 	      0.049
  4323.266 	      0.042
  4324.042 	      0.052
  4324.818 	      0.058
  4325.594 	      0.039
  4326.370 	      0.101
  4327.147 	      0.082
  4327.924 	      0.063
  4328.700 	      0.057
  4329.477 	      0.060
  4330.255 	      0.049
  4331.032 	      0.049
  4331.809 	      0.054
  4332.587 	      0.061
  4333.364 	      0.096
  4334.142 	      0.101
  4334.920 	      0.080
  4335.698 	      0.019
  4336.477 	      0.017
  4337.255 	      0.043
  4338.034 	      0.039
  4338.812 	      0.008
  4339.591 	      0.015
  4340.370 	      0.007
  4341.149 	      0.020
  4341.928 	      0.037
  4342.708 	      0.041
  4343.487 	      0.042
  4344.267 	      0.020
  4345.046 	      0.008
  4345.826 	      0.016
  4346.606 	      0.052
  4347.387 	      0.061
  4348.167 	      0.043
  4348.947 	      0.020
  4349.728 	      0.059
  4350.509 	      0.017
  4351.290 	      0.031
  4352.071 	      0.050
  4352.852 	      0.056
  4353.633 	      0.053
  4354.415 	      0.096
  4355.196 	      0.119
  4355.978 	      0.121
  4356.760 	      0.092
  4357.542 	      0.050
  4358.324 	      0.038
