Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.278	    0.264	 7.109e-17	         9.501e-18	    1.959	    0.240	 3.491e-16	 6.332e-17	   -0.178	            0.378	 2840.422	 2840.422	   12.423	   18.140	    4.613
[OI]b   	 6363.800	 6424.383	    0.264	 2.293e-17	         9.501e-18	    1.959	    0.240	 1.126e-16	 4.865e-17	   -0.178	            0.378	 2840.422	 2840.422	   12.299	   43.207	    4.613
[NII]b  	 6548.100	 6610.719	    0.301	 3.572e-16	         1.645e-16	    2.159	    0.250	 1.933e-15	 9.177e-16	           -0.178	    0.378	 2853.181	 2853.181	   13.655	           47.470	    5.084
Halpha  	 6562.800	 6625.477	    0.229	 2.035e-15	         2.586e-16	    2.143	    0.181	 1.093e-14	 1.667e-15	           -0.178	    0.378	 2849.468	 2849.468	   10.344	           15.248	    5.047
[NII]a  	 6583.500	 6646.457	    0.301	 1.036e-15	         1.645e-16	    2.171	    0.250	 5.637e-15	 1.105e-15	           -0.178	    0.378	 2853.181	 2853.181	   13.581	           19.604	    5.112
[SII]a  	 6716.400	 6780.667	    0.501	 2.864e-16	         9.021e-17	    2.234	    0.408	 1.604e-15	 5.839e-16	           -0.178	    0.378	 2854.870	 2854.870	   22.130	           36.410	    5.260
[SII]b  	 6730.800	 6795.204	    0.501	 2.380e-16	         8.168e-17	    2.238	    0.408	 1.335e-15	 5.189e-16	           -0.178	    0.378	 2854.870	 2854.870	   22.083	           38.861	    5.271
Hbeta   	 4861.000	 4907.256	    0.159	 3.166e-16	         3.502e-17	    1.771	    0.115	 1.405e-15	 1.804e-16	           -0.178	    0.378	 2839.193	 2839.193	    9.697	           12.843	    4.169
[OIII]49	 4959.000	 5005.951	    0.305	 1.725e-17	         1.178e-17	    1.558	    0.216	 6.737e-17	 4.693e-17	           -0.178	    0.378	 2824.930	 2824.930	   18.264	           69.654	    3.669
[OIII]50	 5007.000	 5054.406	    0.305	 5.175e-17	         1.178e-17	    1.558	    0.216	 2.021e-16	 5.384e-17	           -0.178	    0.378	 2824.988	 2824.988	   18.089	           26.637	    3.669
