Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.942	    0.172	 2.510e-17	         4.474e-18	    1.022	    0.149	 6.427e-17	 1.482e-17	    6.620	            0.378	 2871.670	 2871.670	    8.129	   23.051	    2.406
[OI]b   	 6363.800	 6425.053	    0.172	 8.097e-18	         4.474e-18	    1.022	    0.149	 2.073e-17	 1.185e-17	    6.620	            0.378	 2871.670	 2871.670	    8.048	   57.163	    2.406
[NII]b  	 6548.100	 6611.523	    0.338	 4.062e-17	         1.981e-17	    2.345	    0.286	 2.388e-16	 1.201e-16	            6.620	    0.378	 2889.638	 2889.638	   15.334	           50.277	    5.523
Halpha  	 6562.800	 6626.465	    0.268	 2.167e-16	         3.032e-17	    2.308	    0.217	 1.254e-15	 2.114e-16	            6.620	    0.378	 2894.136	 2894.136	   12.127	           16.861	    5.436
[NII]a  	 6583.500	 6647.266	    0.338	 1.178e-16	         1.981e-17	    2.358	    0.286	 6.962e-16	 1.443e-16	            6.620	    0.378	 2889.638	 2889.638	   15.251	           20.731	    5.553
[SII]a  	 6716.400	 6781.383	    0.495	 4.099e-17	         1.370e-17	    1.975	    0.419	 2.029e-16	 8.032e-17	            6.620	    0.378	 2886.564	 2886.564	   21.870	           39.577	    4.651
[SII]b  	 6730.800	 6795.923	    0.495	 3.027e-17	         1.185e-17	    1.979	    0.419	 1.502e-16	 6.681e-17	            6.620	    0.378	 2886.564	 2886.564	   21.823	           44.481	    4.661
Hbeta   	 4861.000	 4907.882	    0.534	 4.117e-17	         1.382e-17	    2.036	    0.447	 2.101e-16	 8.427e-17	            6.620	    0.378	 2877.383	 2877.383	   32.622	           40.106	    4.794
[OIII]49	 4959.000	 5004.408	    0.583	 5.824e-18	         1.101e-17	    1.024	    0.458	 1.495e-17	 2.904e-17	            6.620	    0.378	 2732.554	 2732.554	   34.927	          194.244	    2.412
[OIII]50	 5007.000	 5052.849	    0.583	 1.747e-17	         1.101e-17	    1.024	    0.458	 4.486e-17	 3.465e-17	            6.620	    0.378	 2732.612	 2732.612	   34.592	           77.252	    2.412
[OI]a   	 6300.300	 6360.942	    0.172	 2.510e-17	         4.474e-18	    1.022	    0.149	 6.427e-17	 1.482e-17	            6.620	    0.378	 2871.670	 2871.670	    8.129	           23.051	    2.406
[OI]b   	 6363.800	 6425.053	    0.172	 8.097e-18	         4.474e-18	    1.022	    0.149	 2.073e-17	 1.185e-17	            6.620	    0.378	 2871.670	 2871.670	    8.048	           57.163	    2.406
[NII]b  	 6548.100	 6611.523	    0.338	 4.062e-17	         1.981e-17	    2.345	    0.286	 2.388e-16	 1.201e-16	            6.620	    0.378	 2889.638	 2889.638	   15.334	           50.277	    5.523
Halpha  	 6562.800	 6626.465	    0.268	 2.167e-16	         3.032e-17	    2.308	    0.217	 1.254e-15	 2.114e-16	            6.620	    0.378	 2894.136	 2894.136	   12.127	           16.861	    5.436
[NII]a  	 6583.500	 6647.266	    0.338	 1.178e-16	         1.981e-17	    2.358	    0.286	 6.962e-16	 1.443e-16	            6.620	    0.378	 2889.638	 2889.638	   15.251	           20.731	    5.553
[SII]a  	 6716.400	 6781.383	    0.495	 4.099e-17	         1.370e-17	    1.975	    0.419	 2.029e-16	 8.032e-17	            6.620	    0.378	 2886.564	 2886.564	   21.870	           39.577	    4.651
[SII]b  	 6730.800	 6795.923	    0.495	 3.027e-17	         1.185e-17	    1.979	    0.419	 1.502e-16	 6.681e-17	            6.620	    0.378	 2886.564	 2886.564	   21.823	           44.481	    4.661
Hbeta   	 4861.000	 4907.882	    0.534	 4.117e-17	         1.382e-17	    2.036	    0.447	 2.101e-16	 8.427e-17	            6.620	    0.378	 2877.383	 2877.383	   32.622	           40.106	    4.794
[OIII]49	 4959.000	 5004.408	    0.583	 5.824e-18	         1.101e-17	    1.024	    0.458	 1.495e-17	 2.904e-17	            6.620	    0.378	 2732.554	 2732.554	   34.927	          194.244	    2.412
[OIII]50	 5007.000	 5052.849	    0.583	 1.747e-17	         1.101e-17	    1.024	    0.458	 4.486e-17	 3.465e-17	            6.620	    0.378	 2732.612	 2732.612	   34.592	           77.252	    2.412
