WV      	 Sigma   
4184.326	    0.309
4185.077	    0.247
4185.828	    0.080
4186.580	    0.270
4187.331	    0.225
4188.083	    0.218
4188.835	    0.194
4189.586	    0.134
4190.339	    0.252
4191.091	    0.287
4191.843	    0.275
4192.595	    0.179
4193.348	    0.252
4194.101	    0.224
4194.853	    0.171
4195.606	    0.095
4196.359	    0.187
4197.113	    0.064
4197.866	    0.100
4198.620	    0.261
4199.373	    0.375
4200.127	    0.241
4200.881	    0.102
4201.635	    0.100
4202.389	    0.030
4203.143	    0.241
4203.898	    0.334
4204.652	    0.381
4205.407	    0.322
4206.162	    0.216
4206.917	    0.037
4207.672	    0.150
4208.427	    0.173
4209.183	    0.201
4209.938	    0.235
4210.694	    0.312
4211.450	    0.133
4212.206	    0.093
4212.962	    0.077
4213.718	    0.258
4214.474	    0.307
4215.231	    0.317
4215.987	    0.282
4216.744	    0.212
4217.501	    0.085
4218.258	    0.090
4219.015	    0.021
4219.773	    0.097
4220.530	    0.265
4221.288	    0.238
4222.045	    0.183
4222.803	    0.100
4223.561	    0.108
4224.319	    0.225
4225.077	    0.271
4225.836	    0.230
4226.594	    0.110
4227.353	    0.097
4228.112	    0.118
4228.871	    0.158
4229.630	    0.333
4230.389	    0.255
4231.148	    0.184
4231.908	    0.203
4232.667	    0.143
4233.427	    0.366
4234.187	    0.402
4234.947	    0.254
4235.707	    0.445
4236.468	    0.128
4237.228	    0.141
4237.989	    0.341
4238.749	    0.197
4239.510	    0.375
4240.271	    0.323
4241.032	    0.234
4241.793	    0.178
4242.555	    0.375
4243.316	    0.438
4244.078	    0.437
4244.840	    0.189
4245.602	    0.233
4246.364	    0.261
4247.126	    0.188
4247.888	    0.160
4248.651	    0.343
4249.413	    0.364
4250.176	    0.329
4250.939	    0.244
4251.702	    0.248
4252.465	    0.067
4253.229	    0.257
4253.992	    0.110
4254.756	    0.192
4255.519	    0.222
4256.283	    0.217
4257.047	    0.162
4257.811	    0.324
4258.575	    0.360
4259.340	    0.372
4260.104	    0.363
4260.869	    0.305
4261.634	    0.185
4262.399	    0.021
4263.164	    0.071
4263.929	    0.377
4264.695	    0.138
4265.460	    0.234
4266.226	    0.258
4266.991	    0.209
4267.757	    0.110
4268.523	    0.146
4269.290	    0.236
4270.056	    0.252
4270.822	    0.170
4271.589	    0.224
4272.356	    0.281
4273.123	    0.100
4273.890	    0.312
4274.657	    0.321
4275.424	    0.283
4276.191	    0.198
4276.959	    0.116
4277.727	    0.194
4278.494	    0.236
4279.262	    0.214
4280.031	    0.363
4280.799	    0.320
4281.567	    0.291
4282.336	    0.304
4283.104	    0.328
4283.873	    0.302
4284.642	    0.284
4285.411	    0.255
4286.180	    0.212
4286.950	    0.122
4287.719	    0.150
4288.489	    0.221
4289.259	    0.080
4290.029	    0.149
4290.799	    0.060
4291.569	    0.052
4292.339	    0.208
4293.110	    0.037
4293.880	    0.139
4294.651	    0.158
4295.422	    0.133
4296.193	    0.277
4296.964	    0.179
4297.735	    0.194
4298.507	    0.343
4299.278	    0.342
4300.050	    0.308
4300.822	    0.386
4301.594	    0.448
4302.366	    0.301
4303.138	    0.056
4303.910	    0.220
4304.683	    0.303
4305.456	    0.212
4306.229	    0.418
4307.001	    0.291
4307.775	    0.134
4308.548	    0.030
4309.321	    0.030
4310.095	    0.184
4310.868	    0.242
4311.642	    0.303
4312.416	    0.473
4313.190	    0.312
4313.964	    0.291
4314.739	    0.258
4315.513	    0.252
4316.288	    0.110
4317.062	    0.147
4317.837	    0.184
4318.612	    0.242
4319.388	    0.273
4320.163	    0.231
4320.938	    0.195
4321.714	    0.175
4322.490	    0.233
4323.266	    0.269
4324.042	    0.276
4324.818	    0.300
4325.594	    0.375
4326.370	    0.438
4327.147	    0.342
4327.924	    0.234
4328.700	    0.165
4329.477	    0.278
4330.255	    0.266
4331.032	    0.153
4331.809	    0.174
4332.587	    0.052
4333.364	    0.095
4334.142	    0.209
4334.920	    0.271
4335.698	    0.278
4336.477	    0.356
4337.255	    0.336
4338.034	    0.356
4338.812	    0.399
4339.591	    0.198
4340.370	    0.217
4341.149	    0.128
4341.928	    0.166
4342.708	    0.251
4343.487	    0.350
4344.267	    0.317
4345.046	    0.254
4345.826	    0.220
4346.606	    0.206
4347.387	    0.232
4348.167	    0.134
4348.947	    0.217
4349.728	    0.354
4350.509	    0.335
4351.290	    0.315
4352.071	    0.320
4352.852	    0.366
4353.633	    0.259
4354.415	    0.280
4355.196	    0.261
4355.978	    0.223
4356.760	    0.306
4357.542	    0.364
4358.324	    0.346
4359.106	    0.295
4359.889	    0.210
4360.671	    0.082
4361.454	    0.220
4362.237	    0.255
4363.020	    0.195
4363.803	    0.201
4364.587	    0.139
4365.370	    0.222
4366.153	    0.238
4366.937	    0.187
4367.721	    0.085
4368.505	    0.085
4369.289	    0.190
4370.073	    0.252
4370.858	    0.060
4371.642	    0.256
4372.427	    0.235
4373.212	    0.071
4373.997	    0.272
4374.782	    0.255
4375.567	    0.222
4376.353	    0.273
4377.138	    0.343
4377.924	    0.220
4378.710	    0.143
4385.788	    0.300
4386.576	    0.348
4387.363	    0.401
4388.151	    0.411
4388.938	    0.118
4389.726	    0.112
4390.514	    0.074
4391.302	    0.147
4392.090	    0.048
4392.879	    0.188
4393.667	    0.255
4394.456	    0.306
4395.245	    0.344
4396.033	    0.341
4396.823	    0.247
4397.612	    0.037
4398.401	    0.136
4399.191	    0.237
4399.980	    0.373
4400.770	    0.342
4401.560	    0.263
4402.350	    0.108
4403.140	    0.152
4403.931	    0.235
4404.721	    0.266
4405.512	    0.223
4406.302	    0.021
4407.093	    0.226
4407.884	    0.224
4408.676	    0.266
4409.467	    0.266
4410.258	    0.102
4411.050	    0.131
4411.842	    0.143
4412.634	    0.234
4413.426	    0.278
4414.218	    0.264
4415.010	    0.320
4415.803	    0.252
4416.595	    0.082
4417.388	    0.226
4418.181	    0.362
4418.974	    0.173
4419.767	    0.124
4420.561	    0.210
4421.354	    0.310
4422.148	    0.114
4422.941	    0.147
4423.735	    0.074
4424.529	    0.147
4425.324	    0.082
4426.118	    0.156
4426.912	    0.335
4427.707	    0.366
4428.502	    0.251
4429.297	    0.180
4430.092	    0.153
4430.887	    0.220
4431.682	    0.258
4432.478	    0.299
4433.273	    0.288
4434.069	    0.215
4434.865	    0.201
4435.661	    0.228
4436.457	    0.249
4437.253	    0.295
4438.050	    0.307
4438.847	    0.352
4439.643	    0.406
4440.440	    0.419
4441.237	    0.327
4442.034	    0.198
4442.832	    0.131
4443.629	    0.234
4444.427	    0.227
4445.225	    0.085
4446.023	    0.184
4446.821	    0.255
4447.619	    0.279
4448.417	    0.203
4449.216	    0.118
4450.014	    0.147
4450.813	    0.221
4451.612	    0.293
4452.411	    0.284
4453.210	    0.241
4454.009	    0.180
4454.809	    0.100
4455.609	    0.074
4456.408	    0.071
4457.208	    0.037
4458.008	    0.102
4458.808	    0.158
4459.609	    0.230
4460.409	    0.284
4461.210	    0.314
4462.011	    0.322
4462.812	    0.307
4463.613	    0.257
4464.414	    0.219
4465.215	    0.217
4466.017	    0.238
4466.818	    0.266
4467.620	    0.255
4468.422	    0.171
4469.224	    0.112
4470.026	    0.097
4470.829	    0.133
4471.631	    0.133
4472.434	    0.128
4473.237	    0.221
4474.039	    0.315
4474.843	    0.396
4475.646	    0.408
4476.449	    0.332
4477.253	    0.271
4478.056	    0.249
4478.860	    0.287
4479.664	    0.316
4480.468	    0.313
4481.272	    0.310
4482.077	    0.306
4482.881	    0.302
4483.686	    0.296
4484.491	    0.291
4485.296	    0.286
4486.101	    0.280
4486.906	    0.276
4487.711	    0.268
4488.517	    0.261
4489.322	    0.255
4490.128	    0.248
4490.934	    0.241
4491.740	    0.229
4492.547	    0.219
4493.353	    0.252
4494.160	    0.259
4494.966	    0.177
4495.773	    0.303
4496.580	    0.191
4497.387	    0.284
4498.194	    0.353
4499.002	    0.291
4499.809	    0.253
4500.617	    0.224
4501.425	    0.187
4502.233	    0.126
4503.041	    0.090
4503.849	    0.122
4504.658	    0.131
4505.466	    0.236
4506.275	    0.291
4507.084	    0.305
4507.893	    0.286
4508.702	    0.300
4509.511	    0.313
4510.321	    0.295
4511.130	    0.209
4511.940	    0.201
4512.750	    0.233
4513.560	    0.173
4514.370	    0.021
4515.180	    0.147
4515.991	    0.156
4516.802	    0.195
4517.612	    0.205
4518.423	    0.160
4519.234	    0.100
4520.045	    0.220
4520.857	    0.136
4521.668	    0.180
4522.480	    0.266
4523.292	    0.287
4524.103	    0.239
4524.916	    0.108
4525.728	    0.131
4526.540	    0.178
4527.353	    0.187
4528.165	    0.182
4528.978	    0.208
4529.791	    0.122
4530.604	    0.213
4531.417	    0.334
4532.231	    0.389
4533.044	    0.301
4533.858	    0.171
4534.672	    0.052
4535.486	    0.080
4536.300	    0.129
4537.114	    0.248
4537.928	    0.252
4538.743	    0.202
4539.558	    0.124
4540.372	    0.064
4541.187	    0.188
4542.002	    0.224
4542.818	    0.249
4543.633	    0.232
4544.449	    0.163
4545.264	    0.067
4546.080	    0.064
4546.896	    0.116
4547.712	    0.179
4548.529	    0.216
4549.345	    0.233
4550.162	    0.281
4550.979	    0.275
4551.795	    0.223
4552.612	    0.114
4553.430	    0.136
4554.247	    0.064
4555.064	    0.229
4555.882	    0.276
4556.700	    0.268
4557.518	    0.206
4558.336	    0.104
4559.154	    0.156
4559.972	    0.095
4560.791	    0.233
4561.609	    0.295
4562.428	    0.261
4563.247	    0.112
4564.066	    0.067
4564.885	    0.056
4565.705	    0.170
4566.524	    0.252
4567.344	    0.251
4568.164	    0.171
4568.984	    0.150
4569.804	    0.220
4570.624	    0.315
4571.445	    0.358
4572.265	    0.256
4573.086	    0.150
4573.907	    0.149
4574.728	    0.230
4575.549	    0.285
4576.370	    0.220
4577.192	    0.153
4578.013	    0.124
4578.835	    0.173
4579.657	    0.260
4580.479	    0.343
4581.301	    0.333
4582.123	    0.251
4582.946	    0.067
4583.768	    0.209
4584.591	    0.241
4585.414	    0.097
4586.237	    0.222
4587.060	    0.259
4587.884	    0.212
4588.707	    0.060
4589.531	    0.131
4590.355	    0.270
4591.179	    0.266
4592.003	    0.187
4592.827	    0.108
4593.651	    0.129
4594.476	    0.166
4595.301	    0.222
4596.125	    0.242
4596.950	    0.253
4597.776	    0.276
4598.601	    0.315
4599.426	    0.310
4600.252	    0.300
4601.078	    0.298
4601.903	    0.307
4602.730	    0.315
4603.556	    0.261
4604.382	    0.188
4605.208	    0.102
4606.035	    0.052
4606.862	    0.134
4607.689	    0.247
4608.516	    0.276
4609.343	    0.245
4610.170	    0.177
4610.998	    0.021
4611.826	    0.138
4612.653	    0.122
4613.481	    0.100
4614.309	    0.175
4615.138	    0.199
4615.966	    0.184
4616.795	    0.129
4617.623	    0.048
4618.452	    0.112
4619.281	    0.124
4620.110	    0.100
4620.940	    0.021
4621.769	    0.112
4622.599	    0.110
4623.428	    0.093
4624.258	    0.114
4625.088	    0.170
4625.918	    0.231
4626.749	    0.241
4627.579	    0.198
4628.410	    0.134
4629.241	    0.080
4630.072	    0.114
4630.903	    0.243
4631.734	    0.335
4632.565	    0.337
4633.397	    0.301
4634.229	    0.257
4635.060	    0.259
4635.892	    0.304
4636.724	    0.271
4637.557	    0.207
4638.389	    0.139
4639.222	    0.120
4640.054	    0.179
4640.887	    0.247
4641.720	    0.261
4642.553	    0.244
4643.387	    0.206
4644.220	    0.169
4645.054	    0.191
4645.888	    0.256
4646.722	    0.311
4647.556	    0.332
4648.390	    0.316
4649.224	    0.259
4650.059	    0.214
4650.893	    0.278
4651.728	    0.312
4652.563	    0.296
4653.398	    0.224
4654.234	    0.067
4655.069	    0.242
4655.905	    0.260
4656.740	    0.210
4657.576	    0.102
4658.412	    0.147
4659.248	    0.207
4660.085	    0.228
4660.921	    0.234
4661.758	    0.245
4662.594	    0.259
4663.431	    0.272
4664.268	    0.284
4665.106	    0.289
4665.943	    0.316
4666.781	    0.340
4667.618	    0.341
4668.456	    0.315
4669.294	    0.265
4670.132	    0.274
4670.970	    0.312
4671.809	    0.294
4672.647	    0.232
4673.486	    0.136
4674.325	    0.048
4675.164	    0.169
4676.003	    0.256
4676.843	    0.309
4677.682	    0.329
4678.522	    0.316
4679.361	    0.271
4680.201	    0.150
4681.041	    0.021
4681.882	    0.067
4682.722	    0.166
4683.563	    0.235
4684.403	    0.266
4685.244	    0.263
4686.085	    0.257
4686.926	    0.133
4687.767	    0.077
4688.609	    0.144
4689.450	    0.337
4690.292	    0.320
4691.134	    0.244
4691.976	    0.110
4692.818	    0.153
4693.661	    0.067
4694.503	    0.129
4695.346	    0.240
4696.189	    0.082
4697.032	    0.185
4697.875	    0.235
4698.718	    0.247
4699.561	    0.276
4700.405	    0.169
4701.249	    0.261
4702.092	    0.426
4702.936	    0.463
4703.781	    0.445
4704.625	    0.434
4705.469	    0.162
4706.314	    0.183
4707.159	    0.281
4708.004	    0.298
4708.849	    0.263
4709.694	    0.222
4710.539	    0.255
4711.385	    0.257
4712.231	    0.305
4713.076	    0.340
4713.922	    0.339
4714.768	    0.291
4715.615	    0.195
4716.461	    0.097
4717.308	    0.257
4718.154	    0.271
4719.001	    0.192
4719.848	    0.037
4720.696	    0.095
4721.543	    0.126
4722.390	    0.286
4723.238	    0.246
4724.086	    0.160
4724.934	    0.071
4725.782	    0.048
4726.630	    0.110
4727.479	    0.179
4728.327	    0.085
4729.176	    0.179
4730.025	    0.177
4730.874	    0.090
4731.723	    0.313
4732.572	    0.021
4733.422	    0.085
4734.271	    0.126
4735.121	    0.212
4735.971	    0.284
4736.821	    0.280
4737.671	    0.124
4738.522	    0.104
4739.372	    0.133
4740.223	    0.236
4741.074	    0.306
4741.925	    0.274
4742.776	    0.286
4743.627	    0.232
4744.479	    0.180
4745.330	    0.060
4746.182	    0.227
4747.034	    0.288
4747.886	    0.184
4748.738	    0.218
4749.591	    0.175
4750.443	    0.110
4751.296	    0.177
4752.149	    0.268
4753.002	    0.245
4753.855	    0.110
4754.708	    0.037
4755.562	    0.093
4756.415	    0.149
4757.269	    0.043
4758.123	    0.188
4758.977	    0.149
4759.831	    0.153
4760.686	    0.097
4761.540	    0.195
4762.395	    0.134
4763.250	    0.108
4764.105	    0.116
4764.960	    0.152
4765.815	    0.030
4766.671	    0.141
4767.526	    0.139
4768.382	    0.060
4769.238	    0.146
4770.094	    0.232
4770.950	    0.116
4771.807	    0.131
4772.663	    0.088
4773.520	    0.170
4774.377	    0.153
4775.234	    0.074
4776.091	    0.175
4776.948	    0.118
