WV      	 Sigma   
4176.646	    0.246
4177.397	    0.243
4178.147	    0.239
4178.898	    0.234
4179.649	    0.220
4180.400	    0.206
4181.151	    0.189
4181.902	    0.166
4182.653	    0.135
4183.405	    0.106
4184.157	    0.068
4184.908	    0.060
4185.660	    0.126
4186.412	    0.155
4187.164	    0.182
4187.917	    0.214
4188.669	    0.055
4189.422	    0.103
4190.174	    0.122
4190.927	    0.050
4191.680	    0.050
4192.433	    0.156
4193.186	    0.221
4193.940	    0.256
4194.693	    0.151
4195.447	    0.122
4196.201	    0.106
4199.217	    0.117
4199.972	    0.155
4200.726	    0.175
4201.481	    0.115
4202.236	    0.071
4202.991	    0.188
4203.746	    0.230
4204.501	    0.181
4205.257	    0.124
4206.012	    0.153
4206.768	    0.115
4207.524	    0.078
4208.280	    0.055
4209.036	    0.055
4209.792	    0.078
4210.548	    0.093
4211.305	    0.081
4212.061	    0.084
4212.818	    0.163
4213.575	    0.161
4214.332	    0.122
4215.089	    0.124
4215.846	    0.169
4216.604	    0.132
4217.361	    0.081
4218.119	    0.068
4218.877	    0.237
4219.635	    0.208
4220.393	    0.178
4221.151	    0.192
4221.910	    0.241
4222.668	    0.175
4223.427	    0.023
4224.186	    0.164
4224.945	    0.064
4225.704	    0.039
4226.463	    0.126
4227.222	    0.260
4227.982	    0.124
4228.741	    0.101
4229.501	    0.106
4230.261	    0.132
4231.021	    0.115
4231.781	    0.208
4232.542	    0.222
4233.302	    0.172
4234.063	    0.172
4234.823	    0.178
4235.584	    0.211
4236.345	    0.119
4237.106	    0.206
4237.868	    0.239
4238.629	    0.173
4239.390	    0.158
4240.152	    0.249
4240.914	    0.207
4241.676	    0.135
4242.438	    0.078
4243.200	    0.078
4243.963	    0.055
4244.725	    0.071
4245.488	    0.075
4246.250	    0.106
4247.013	    0.130
4247.776	    0.130
4248.540	    0.096
4249.303	    0.150
4250.066	    0.158
4250.830	    0.178
4251.594	    0.163
4252.357	    0.111
4253.121	    0.146
4253.886	    0.156
4254.650	    0.222
4255.414	    0.155
4256.179	    0.023
4256.944	    0.096
4257.708	    0.135
4258.473	    0.160
4259.238	    0.084
4260.004	    0.111
4260.769	    0.145
4261.535	    0.148
4262.300	    0.208
4263.066	    0.209
4263.832	    0.185
4264.598	    0.139
4265.364	    0.090
4266.130	    0.117
4266.897	    0.075
4267.664	    0.098
4268.430	    0.179
4269.197	    0.179
4269.964	    0.103
4270.731	    0.128
4271.499	    0.119
4272.266	    0.156
4273.034	    0.078
4273.801	    0.050
4274.569	    0.166
4275.337	    0.232
4276.105	    0.201
4276.874	    0.156
4277.642	    0.090
4278.411	    0.068
4279.179	    0.023
4279.948	    0.150
4280.717	    0.234
4281.486	    0.229
4282.255	    0.199
4283.025	    0.203
4283.794	    0.218
4284.564	    0.238
4285.334	    0.260
4286.104	    0.310
4286.874	    0.329
4287.644	    0.293
4288.414	    0.143
4289.185	    0.101
4289.955	    0.068
4290.726	    0.161
4291.497	    0.111
4292.268	    0.113
4293.039	    0.055
4293.811	    0.146
4294.582	    0.146
4295.354	    0.214
4296.125	    0.150
4296.897	    0.084
4297.669	    0.124
4298.441	    0.268
4299.214	    0.195
4299.986	    0.128
4300.759	    0.182
4301.531	    0.178
4302.304	    0.153
4303.077	    0.090
4303.850	    0.235
4304.623	    0.260
4305.397	    0.299
4306.170	    0.280
4306.944	    0.221
4307.718	    0.032
4308.492	    0.096
4309.266	    0.139
4310.040	    0.170
4310.814	    0.190
4311.589	    0.173
4312.364	    0.175
4313.138	    0.193
4313.913	    0.215
4314.688	    0.137
4315.464	    0.060
4316.239	    0.064
4317.014	    0.143
4317.790	    0.139
4318.566	    0.039
4319.342	    0.064
4320.118	    0.119
4320.894	    0.173
4321.670	    0.172
4322.447	    0.176
4323.223	    0.166
4324.000	    0.143
4324.777	    0.153
4325.554	    0.232
4326.331	    0.241
4327.108	    0.198
4327.886	    0.146
4328.663	    0.150
4329.441	    0.093
4330.219	    0.108
4330.997	    0.220
4331.775	    0.220
4332.553	    0.141
4333.332	    0.145
4334.110	    0.071
4334.889	    0.181
4335.668	    0.190
4336.447	    0.169
4337.226	    0.150
4338.005	    0.158
4338.784	    0.234
4339.564	    0.135
4340.344	    0.106
4341.123	    0.164
4341.903	    0.101
4342.683	    0.081
4343.464	    0.108
4344.244	    0.068
4345.024	    0.150
4345.805	    0.235
4346.586	    0.137
4347.367	    0.103
4348.148	    0.150
4348.929	    0.145
4349.710	    0.055
4350.492	    0.075
4351.274	    0.068
4352.055	    0.132
4352.837	    0.098
4353.619	    0.064
4354.402	    0.032
4355.184	    0.023
4355.966	    0.115
4356.749	    0.182
4357.532	    0.220
4358.315	    0.255
4359.098	    0.317
4359.881	    0.245
4360.664	    0.223
4361.448	    0.221
4362.231	    0.231
4363.015	    0.172
4363.799	    0.158
4364.583	    0.139
4365.367	    0.130
4366.151	    0.155
4366.936	    0.263
4367.720	    0.178
4368.505	    0.055
4369.290	    0.071
4370.075	    0.264
4370.860	    0.237
4371.645	    0.212
4372.431	    0.203
4373.216	    0.242
4374.002	    0.272
4374.788	    0.218
4375.574	    0.195
4376.360	    0.220
4377.146	    0.103
4377.933	    0.148
4378.719	    0.192
4379.506	    0.220
4380.293	    0.221
4385.017	    0.332
4385.805	    0.283
4386.593	    0.295
4387.381	    0.336
4388.169	    0.252
4388.958	    0.264
4389.746	    0.268
4390.535	    0.260
4391.324	    0.227
4392.113	    0.206
4392.902	    0.161
4393.691	    0.115
4394.480	    0.087
4395.270	    0.113
4396.059	    0.039
4396.849	    0.096
4397.639	    0.081
4398.429	    0.160
4399.220	    0.294
4400.010	    0.282
4400.801	    0.244
4401.591	    0.189
4402.382	    0.185
4403.173	    0.267
4403.964	    0.244
4404.755	    0.260
4405.547	    0.333
4406.338	    0.293
4407.130	    0.234
4407.922	    0.276
4408.714	    0.312
4409.506	    0.247
4410.298	    0.172
4411.090	    0.243
4411.883	    0.225
4412.675	    0.163
4413.468	    0.285
4414.261	    0.277
4415.054	    0.289
4415.848	    0.253
4416.641	    0.143
4417.434	    0.256
4418.228	    0.167
4419.022	    0.128
4419.816	    0.202
4420.610	    0.342
4421.404	    0.287
4422.199	    0.186
4422.993	    0.163
4423.788	    0.195
4424.583	    0.188
4425.377	    0.227
4426.173	    0.126
4426.968	    0.137
4427.763	    0.197
4428.559	    0.113
4429.354	    0.032
4430.150	    0.106
4430.946	    0.093
4431.742	    0.090
4432.538	    0.098
4433.335	    0.217
4434.131	    0.208
4434.928	    0.151
4435.725	    0.039
4436.522	    0.158
4437.319	    0.068
4438.116	    0.141
4438.913	    0.188
4439.711	    0.145
4440.509	    0.098
4441.306	    0.128
4442.104	    0.132
4442.902	    0.106
4443.701	    0.084
4444.499	    0.199
4445.298	    0.137
