WV      	 Sigma   
4259.984	    0.056
4260.688	    0.056
4261.392	    0.055
4262.096	    0.055
4262.800	    0.055
4263.505	    0.054
4264.209	    0.053
4264.914	    0.053
4265.618	    0.052
4266.323	    0.052
4267.028	    0.051
4267.733	    0.051
4268.439	    0.050
4269.144	    0.049
4269.849	    0.049
4270.555	    0.048
4271.261	    0.048
4271.966	    0.050
4272.672	    0.046
4273.378	    0.054
4274.084	    0.073
4274.791	    0.111
4275.497	    0.113
4276.204	    0.136
4276.910	    0.154
4277.617	    0.155
4278.324	    0.125
4279.031	    0.145
4279.738	    0.168
4280.445	    0.189
4281.152	    0.147
4281.860	    0.151
4282.567	    0.130
4283.275	    0.091
4283.983	    0.100
4284.691	    0.113
4285.399	    0.095
4286.107	    0.059
4286.815	    0.052
4287.523	    0.051
4288.232	    0.065
4288.940	    0.057
4289.649	    0.014
4290.358	    0.064
4291.067	    0.081
4291.776	    0.079
4292.485	    0.065
4293.194	    0.032
4293.904	    0.052
4294.613	    0.052
4295.323	    0.043
4296.033	    0.043
4296.743	    0.050
4297.453	    0.090
4298.163	    0.100
4298.873	    0.088
4299.583	    0.035
4300.294	    0.046
4301.004	    0.038
4301.715	    0.022
4302.426	    0.034
4303.137	    0.060
4303.848	    0.051
4304.559	    0.031
4305.270	    0.028
4305.982	    0.024
4306.693	    0.058
4307.405	    0.061
4308.117	    0.017
4308.829	    0.108
4309.541	    0.040
4310.253	    0.063
4310.965	    0.074
4311.677	    0.029
4312.390	    0.075
4313.102	    0.024
4313.815	    0.046
4314.528	    0.035
4315.241	    0.091
4315.954	    0.091
4316.667	    0.070
4317.380	    0.045
4318.094	    0.063
4318.807	    0.103
4319.521	    0.099
4320.235	    0.087
4320.949	    0.067
4321.663	    0.034
4322.377	    0.014
4323.091	    0.024
4323.805	    0.049
4324.520	    0.071
4325.234	    0.063
4325.949	    0.096
4326.664	    0.111
4327.379	    0.106
4328.094	    0.059
4328.809	    0.024
4329.524	    0.049
4330.240	    0.071
4330.955	    0.081
4331.671	    0.058
4332.387	    0.051
4333.103	    0.077
4333.819	    0.074
4334.535	    0.039
4335.251	    0.083
4335.968	    0.090
4336.684	    0.082
4337.401	    0.045
4338.117	    0.067
4338.834	    0.014
4339.551	    0.052
4340.268	    0.039
4340.985	    0.038
4341.703	    0.057
4342.420	    0.045
4343.138	    0.026
4343.855	    0.047
4344.573	    0.039
4345.291	    0.040
4346.009	    0.022
4346.727	    0.063
4347.445	    0.067
4348.164	    0.066
4348.882	    0.077
4349.601	    0.079
4350.320	    0.049
4351.039	    0.020
4351.758	    0.055
4352.477	    0.061
4353.196	    0.048
4353.915	    0.020
4354.635	    0.035
4355.354	    0.065
4356.074	    0.085
4356.794	    0.096
4357.514	    0.116
4358.234	    0.142
4358.954	    0.148
4359.674	    0.152
4360.394	    0.177
4361.115	    0.168
4361.836	    0.155
4362.556	    0.144
4363.277	    0.136
4363.998	    0.123
4364.719	    0.103
4365.441	    0.090
4366.162	    0.082
4366.883	    0.080
4367.605	    0.078
4368.327	    0.064
4369.049	    0.072
4369.771	    0.085
4370.493	    0.077
4371.215	    0.063
4371.937	    0.088
4372.660	    0.120
4373.382	    0.151
4374.105	    0.163
4374.828	    0.145
4375.550	    0.133
4376.273	    0.124
4376.997	    0.122
4377.720	    0.135
4378.443	    0.131
4379.167	    0.124
4379.890	    0.117
4380.614	    0.122
4381.338	    0.086
4382.062	    0.058
4382.786	    0.075
4383.510	    0.118
4384.235	    0.149
4384.959	    0.157
4385.684	    0.163
4386.408	    0.162
4387.133	    0.150
4387.858	    0.115
4388.583	    0.126
4389.308	    0.139
4390.034	    0.142
4390.759	    0.110
4391.485	    0.083
4392.210	    0.090
4392.936	    0.097
4393.662	    0.104
4394.388	    0.116
4395.114	    0.101
4395.840	    0.099
4396.567	    0.109
4397.293	    0.123
