wlen 	 newgal_spectrum 
  4259.984 	      0.033
  4260.688 	      0.033
  4261.392 	      0.032
  4262.096 	      0.031
  4262.800 	      0.031
  4263.505 	      0.030
  4264.209 	      0.029
  4264.914 	      0.029
  4265.618 	      0.028
  4266.323 	      0.028
  4267.028 	      0.027
  4267.733 	      0.027
  4268.439 	      0.026
  4269.144 	      0.025
  4269.849 	      0.025
  4270.555 	      0.024
  4271.261 	      0.024
  4271.966 	      0.026
  4272.672 	      0.022
  4273.378 	      0.030
  4274.084 	      0.055
  4274.791 	      0.128
  4275.497 	      0.133
  4276.204 	      0.192
  4276.910 	      0.248
  4277.617 	      0.251
  4278.324 	      0.164
  4279.031 	      0.219
  4279.738 	      0.295
  4280.445 	      0.373
  4281.152 	      0.226
  4281.860 	      0.237
  4282.567 	      0.177
  4283.275 	      0.086
  4283.983 	      0.105
  4284.691 	      0.133
  4285.399 	      0.095
  4286.107 	      0.036
  4286.815 	     -0.028
  4287.523 	      0.027
  4288.232 	      0.044
  4288.940 	      0.034
  4289.649 	     -0.002
  4290.358 	      0.043
  4291.067 	      0.068
  4291.776 	      0.065
  4292.485 	      0.044
  4293.194 	      0.011
  4293.904 	      0.028
  4294.613 	      0.028
  4295.323 	      0.019
  4296.033 	      0.000
  4296.743 	     -0.026
  4297.453 	     -0.084
  4298.163 	     -0.104
  4298.873 	     -0.080
  4299.583 	      0.013
  4300.294 	      0.022
  4301.004 	      0.015
  4301.715 	      0.005
  4302.426 	      0.012
  4303.137 	      0.037
  4303.848 	      0.027
  4304.559 	      0.010
  4305.270 	     -0.008
  4305.982 	      0.006
  4306.693 	     -0.035
  4307.405 	     -0.039
  4308.117 	     -0.003
  4308.829 	      0.122
  4309.541 	      0.017
  4310.253 	     -0.042
  4310.965 	     -0.057
  4311.677 	     -0.009
  4312.390 	      0.058
  4313.102 	     -0.006
  4313.815 	     -0.022
  4314.528 	      0.013
  4315.241 	      0.086
  4315.954 	      0.086
  4316.667 	      0.051
  4317.380 	      0.021
  4318.094 	      0.041
  4318.807 	      0.111
  4319.521 	      0.103
  4320.235 	      0.079
  4320.949 	      0.047
  4321.663 	      0.012
  4322.377 	     -0.002
  4323.091 	      0.006
  4323.805 	      0.025
  4324.520 	      0.052
  4325.234 	      0.041
  4325.949 	      0.096
  4326.664 	      0.128
  4327.379 	      0.118
  4328.094 	      0.036
  4328.809 	      0.006
  4329.524 	     -0.025
  4330.240 	     -0.053
  4330.955 	     -0.069
  4331.671 	     -0.035
  4332.387 	      0.027
  4333.103 	      0.062
  4333.819 	      0.057
  4334.535 	      0.016
  4335.251 	      0.071
  4335.968 	      0.085
  4336.684 	      0.070
  4337.401 	      0.021
  4338.117 	      0.047
  4338.834 	     -0.002
  4339.551 	     -0.028
  4340.268 	     -0.016
  4340.985 	      0.015
  4341.703 	      0.034
  4342.420 	      0.021
  4343.138 	      0.007
  4343.855 	      0.023
  4344.573 	     -0.016
  4345.291 	     -0.017
  4346.009 	      0.005
  4346.727 	      0.042
  4347.445 	      0.047
  4348.164 	      0.045
  4348.882 	      0.062
  4349.601 	      0.065
  4350.320 	      0.025
  4351.039 	     -0.004
  4351.758 	      0.031
  4352.477 	      0.039
  4353.196 	      0.024
  4353.915 	      0.004
  4354.635 	      0.013
  4355.354 	      0.044
  4356.074 	      0.075
  4356.794 	      0.097
  4357.514 	      0.140
  4358.234 	      0.210
  4358.954 	      0.229
  4359.674 	      0.242
  4360.394 	      0.326
  4361.115 	      0.294
  4361.836 	      0.250
  4362.556 	      0.216
  4363.277 	      0.194
  4363.998 	      0.157
  4364.719 	      0.110
  4365.441 	      0.084
  4366.162 	      0.070
  4366.883 	      0.067
  4367.605 	      0.063
  4368.327 	      0.043
  4369.049 	      0.054
  4369.771 	      0.076
  4370.493 	      0.061
  4371.215 	      0.042
  4371.937 	      0.081
  4372.660 	      0.151
  4373.382 	      0.239
  4374.105 	      0.277
  4374.828 	      0.220
  4375.550 	      0.183
  4376.273 	      0.161
  4376.997 	      0.155
  4377.720 	      0.191
  4378.443 	      0.180
  4379.167 	      0.159
  4379.890 	      0.142
  4380.614 	      0.155
  4381.338 	      0.077
  4382.062 	      0.035
  4382.786 	      0.058
  4383.510 	      0.145
  4384.235 	      0.231
  4384.959 	      0.257
  4385.684 	      0.277
  4386.408 	      0.274
  4387.133 	      0.235
  4387.858 	      0.138
  4388.583 	      0.165
  4389.308 	      0.201
  4390.034 	      0.210
