wlen 	 newgal_spectrum 
  4259.984 	     -0.066
  4260.688 	     -0.063
  4261.392 	     -0.065
  4262.096 	     -0.069
  4262.800 	     -0.079
  4263.505 	     -0.089
  4264.209 	     -0.094
  4264.914 	     -0.099
  4265.618 	     -0.101
  4266.323 	     -0.098
  4267.028 	     -0.091
  4267.733 	     -0.082
  4268.439 	     -0.071
  4269.144 	     -0.053
  4269.849 	     -0.033
  4270.555 	     -0.020
  4271.261 	     -0.008
  4271.966 	      0.008
  4272.672 	      0.003
  4273.378 	     -0.014
  4274.084 	     -0.030
  4274.791 	     -0.038
  4275.497 	     -0.033
  4276.204 	     -0.026
  4276.910 	     -0.016
  4277.617 	     -0.008
  4278.324 	     -0.016
  4279.031 	     -0.012
  4279.738 	     -0.014
  4280.445 	     -0.021
  4281.152 	     -0.045
  4281.860 	     -0.051
  4282.567 	     -0.049
  4283.275 	     -0.043
  4283.983 	     -0.042
  4284.691 	     -0.061
  4285.399 	     -0.066
  4286.107 	     -0.061
  4286.815 	     -0.045
  4287.523 	     -0.048
  4288.232 	     -0.041
  4288.940 	     -0.034
  4289.649 	     -0.025
  4290.358 	     -0.037
  4291.067 	     -0.046
  4291.776 	     -0.055
  4292.485 	     -0.063
  4293.194 	     -0.040
  4293.904 	     -0.037
  4294.613 	     -0.043
  4295.323 	     -0.046
  4296.033 	     -0.036
  4296.743 	     -0.024
  4297.453 	     -0.045
  4298.163 	     -0.059
  4298.873 	     -0.063
  4299.583 	     -0.042
  4300.294 	     -0.050
  4301.004 	     -0.062
  4301.715 	     -0.074
  4302.426 	     -0.076
  4303.137 	     -0.064
  4303.848 	     -0.058
  4304.559 	     -0.053
  4305.270 	     -0.051
  4305.982 	     -0.054
  4306.693 	     -0.053
  4307.405 	     -0.050
  4308.117 	     -0.042
  4308.829 	     -0.026
  4309.541 	     -0.073
  4310.253 	     -0.094
  4310.965 	     -0.095
  4311.677 	     -0.073
  4312.390 	     -0.055
  4313.102 	     -0.030
  4313.815 	     -0.009
  4314.528 	      0.007
  4315.241 	      0.007
  4315.954 	      0.010
  4316.667 	      0.006
  4317.380 	      0.004
  4318.094 	      0.012
  4318.807 	     -0.028
  4319.521 	     -0.032
  4320.235 	     -0.027
  4320.949 	     -0.020
  4321.663 	     -0.043
  4322.377 	     -0.022
  4323.091 	     -0.018
  4323.805 	     -0.021
  4324.520 	     -0.031
  4325.234 	     -0.043
  4325.949 	     -0.052
  4326.664 	     -0.046
  4327.379 	     -0.027
  4328.094 	     -0.012
  4328.809 	     -0.007
  4329.524 	     -0.012
  4330.240 	     -0.018
  4330.955 	     -0.011
  4331.671 	     -0.001
  4332.387 	      0.005
  4333.103 	      0.010
  4333.819 	      0.019
  4334.535 	      0.030
  4335.251 	      0.026
  4335.968 	      0.017
  4336.684 	      0.011
  4337.401 	      0.014
  4338.117 	      0.016
  4338.834 	      0.019
  4339.551 	      0.025
  4340.268 	      0.032
  4340.985 	      0.028
  4341.703 	      0.004
  4342.420 	     -0.009
  4343.138 	     -0.008
  4343.855 	      0.015
  4344.573 	      0.065
  4345.291 	      0.076
  4346.009 	      0.075
  4346.727 	      0.067
  4347.445 	      0.048
  4348.164 	      0.035
  4348.882 	      0.029
  4349.601 	      0.026
  4350.320 	      0.023
  4351.039 	     -0.012
  4351.758 	      0.006
  4352.477 	      0.033
  4353.196 	      0.053
  4353.915 	      0.023
  4354.635 	      0.032
  4355.354 	      0.026
  4356.074 	      0.029
  4356.794 	      0.049
  4357.514 	      0.074
  4358.234 	      0.065
  4358.954 	      0.054
  4359.674 	      0.048
  4360.394 	      0.069
