WV      	 Sigma   
4259.984	    0.092
4260.688	    0.090
4261.392	    0.091
4262.096	    0.094
4262.800	    0.101
4263.505	    0.107
4264.209	    0.110
4264.914	    0.113
4265.618	    0.114
4266.323	    0.112
4267.028	    0.108
4267.733	    0.102
4268.439	    0.095
4269.144	    0.082
4269.849	    0.065
4270.555	    0.051
4271.261	    0.032
4271.966	    0.032
4272.672	    0.020
4273.378	    0.042
4274.084	    0.062
4274.791	    0.070
4275.497	    0.065
4276.204	    0.058
4276.910	    0.045
4277.617	    0.032
4278.324	    0.045
4279.031	    0.039
4279.738	    0.042
4280.445	    0.052
4281.152	    0.076
4281.860	    0.081
4282.567	    0.079
4283.275	    0.074
4283.983	    0.073
4284.691	    0.088
4285.399	    0.092
4286.107	    0.088
4286.815	    0.076
4287.523	    0.078
4288.232	    0.072
4288.940	    0.066
4289.649	    0.057
4290.358	    0.069
4291.067	    0.077
4291.776	    0.084
4292.485	    0.090
4293.194	    0.072
4293.904	    0.069
4294.613	    0.074
4295.323	    0.077
4296.033	    0.068
4296.743	    0.055
4297.453	    0.076
4298.163	    0.087
4298.873	    0.090
4299.583	    0.073
4300.294	    0.080
4301.004	    0.089
4301.715	    0.097
4302.426	    0.099
4303.137	    0.091
4303.848	    0.086
4304.559	    0.082
4305.270	    0.081
4305.982	    0.083
4306.693	    0.082
4307.405	    0.080
4308.117	    0.073
4308.829	    0.058
4309.541	    0.097
4310.253	    0.110
4310.965	    0.110
4311.677	    0.097
4312.390	    0.084
4313.102	    0.062
4313.815	    0.034
4314.528	    0.030
4315.241	    0.030
4315.954	    0.036
4316.667	    0.028
4317.380	    0.023
4318.094	    0.039
4318.807	    0.060
4319.521	    0.064
4320.235	    0.059
4320.949	    0.051
4321.663	    0.074
4322.377	    0.053
4323.091	    0.048
4323.805	    0.052
4324.520	    0.063
4325.234	    0.074
4325.949	    0.082
4326.664	    0.077
4327.379	    0.059
4328.094	    0.039
4328.809	    0.030
4329.524	    0.039
4330.240	    0.048
4330.955	    0.038
4331.671	    0.011
4332.387	    0.025
4333.103	    0.036
4333.819	    0.049
4334.535	    0.062
4335.251	    0.058
4335.968	    0.047
4336.684	    0.038
4337.401	    0.042
4338.117	    0.045
4338.834	    0.049
4339.551	    0.057
4340.268	    0.064
4340.985	    0.060
4341.703	    0.023
4342.420	    0.034
4343.138	    0.032
4343.855	    0.044
4344.573	    0.091
4345.291	    0.099
4346.009	    0.098
4346.727	    0.093
4347.445	    0.078
4348.164	    0.067
4348.882	    0.061
4349.601	    0.058
4350.320	    0.054
4351.039	    0.039
4351.758	    0.028
4352.477	    0.065
4353.196	    0.082
4353.915	    0.054
4354.635	    0.064
4355.354	    0.058
4356.074	    0.061
4356.794	    0.079
4357.514	    0.097
4358.234	    0.091
4358.954	    0.083
4359.674	    0.078
4360.394	    0.094
4361.115	    0.101
4361.836	    0.073
4362.556	    0.011
4363.277	    0.070
4363.998	    0.058
4364.719	    0.039
4365.441	    0.039
4366.162	    0.042
4366.883	    0.073
4367.605	    0.088
4368.327	    0.088
4369.049	    0.089
4369.771	    0.088
4370.493	    0.080
4371.215	    0.090
4371.937	    0.091
4372.660	    0.076
4373.382	    0.049
4374.105	    0.038
4374.828	    0.042
4375.550	    0.049
4376.273	    0.060
4376.997	    0.067
4377.720	    0.077
4378.443	    0.088
4379.167	    0.088
4379.890	    0.079
4380.614	    0.051
4394.388	    0.097
4395.114	    0.047
4395.840	    0.030
4396.567	    0.034
4397.293	    0.041
4398.020	    0.042
4398.747	    0.053
4399.473	    0.047
4400.200	    0.016
4400.928	    0.038
4401.655	    0.023
4402.382	    0.028
4403.110	    0.016
4403.837	    0.041
4404.565	    0.036
4405.293	    0.038
4406.021	    0.032
4406.749	    0.065
4407.477	    0.082
4408.205	    0.076
4408.934	    0.065
4409.662	    0.061
4410.391	    0.063
4411.119	    0.066
4411.848	    0.051
4412.577	    0.048
4413.307	    0.054
4414.036	    0.057
4414.765	    0.049
4415.495	    0.030
4416.224	    0.030
4416.954	    0.045
4417.684	    0.053
4418.414	    0.055
4419.144	    0.039
4419.874	    0.039
4420.605	    0.054
4421.335	    0.062
4422.066	    0.072
4422.796	    0.078
4423.527	    0.066
4424.258	    0.041
4424.989	    0.020
4425.720	    0.020
4426.452	    0.032
4427.183	    0.036
4427.915	    0.041
4428.646	    0.080
4429.378	    0.102
4430.110	    0.102
4430.842	    0.088
4431.574	    0.061
4432.307	    0.016
4433.039	    0.016
4433.772	    0.044
4434.504	    0.060
4435.237	    0.063
4435.970	    0.058
4436.703	    0.076
4437.436	    0.054
4438.169	    0.020
4438.903	    0.053
4439.636	    0.059
4440.370	    0.067
4441.103	    0.074
4441.837	    0.052
4442.571	    0.011
4443.305	    0.025
4444.040	    0.044
4444.774	    0.023
4445.508	    0.042
4446.243	    0.034
4446.978	    0.041
4447.713	    0.045
4448.447	    0.016
4449.183	    0.023
4449.918	    0.049
4450.653	    0.072
4451.388	    0.092
4452.124	    0.073
4452.860	    0.053
4453.596	    0.049
4454.331	    0.070
4455.067	    0.084
4455.804	    0.075
4456.540	    0.057
4457.276	    0.034
4458.013	    0.020
4458.750	    0.051
4459.486	    0.052
4460.223	    0.028
4460.960	    0.044
4461.697	    0.059
4462.435	    0.044
4463.172	    0.042
4463.909	    0.045
4464.647	    0.032
4465.385	    0.028
4466.123	    0.060
4466.861	    0.073
4467.599	    0.058
4468.337	    0.030
4469.075	    0.023
4469.814	    0.045
4470.552	    0.067
4471.291	    0.051
4472.030	    0.020
4472.769	    0.028
4473.508	    0.028
4474.247	    0.055
4474.987	    0.070
4475.726	    0.069
4476.466	    0.054
4477.205	    0.016
4477.945	    0.049
4478.685	    0.011
4479.425	    0.055
4480.165	    0.073
4480.906	    0.075
4481.646	    0.039
4482.387	    0.034
4483.127	    0.039
4483.868	    0.055
4484.609	    0.078
4485.350	    0.075
4486.091	    0.060
4486.833	    0.036
4487.574	    0.025
4488.316	    0.051
4489.057	    0.042
4489.799	    0.073
4490.541	    0.066
4491.283	    0.030
4492.025	    0.060
4492.767	    0.036
4493.510	    0.034
4494.252	    0.011
4494.995	    0.038
4495.738	    0.052
4496.481	    0.039
4497.224	    0.044
4497.967	    0.047
4498.710	    0.057
4499.453	    0.067
4500.197	    0.058
4500.940	    0.060
4501.684	    0.057
4502.428	    0.052
4503.172	    0.048
4503.916	    0.047
4504.660	    0.045
4505.405	    0.041
4506.149	    0.034
4506.894	    0.036
4507.639	    0.054
4508.383	    0.052
4509.128	    0.048
4509.873	    0.047
4510.619	    0.053
4511.364	    0.065
4512.109	    0.059
4512.855	    0.020
4513.601	    0.023
4514.347	    0.025
4515.093	    0.054
4515.839	    0.084
4516.585	    0.089
4517.331	    0.073
4518.078	    0.075
4518.824	    0.087
4519.571	    0.090
4520.318	    0.083
4521.065	    0.076
4521.812	    0.065
4522.559	    0.055
4523.306	    0.057
4524.054	    0.072
4524.801	    0.058
4525.549	    0.047
4526.297	    0.054
4527.045	    0.072
4527.793	    0.078
4528.541	    0.016
4529.289	    0.036
4530.038	    0.042
4530.786	    0.032
4531.535	    0.034
4532.284	    0.044
4533.033	    0.041
4533.782	    0.047
4534.531	    0.070
4535.280	    0.096
4536.030	    0.099
4536.779	    0.085
4537.529	    0.072
4538.279	    0.055
4539.028	    0.041
4539.779	    0.049
4540.529	    0.058
4541.279	    0.055
4542.029	    0.053
4542.780	    0.045
4543.531	    0.020
4544.281	    0.038
4545.032	    0.065
4545.783	    0.058
4546.534	    0.048
4547.286	    0.052
4548.037	    0.057
4548.789	    0.060
4549.540	    0.076
4550.292	    0.084
4551.044	    0.077
4551.796	    0.038
4552.548	    0.011
4553.300	    0.066
4554.053	    0.083
4554.805	    0.093
4555.558	    0.097
4556.311	    0.085
4557.064	    0.059
4557.817	    0.036
4558.570	    0.044
4559.323	    0.067
4560.076	    0.083
4560.830	    0.067
4561.584	    0.045
4562.337	    0.055
4563.091	    0.067
4563.845	    0.066
4564.599	    0.047
4565.354	    0.028
4566.108	    0.025
4566.863	    0.053
4567.617	    0.078
4568.372	    0.092
4569.127	    0.060
4569.882	    0.044
4570.637	    0.051
4571.392	    0.055
4572.148	    0.062
4572.903	    0.086
4573.659	    0.100
4574.415	    0.091
4575.170	    0.088
4575.926	    0.081
4576.683	    0.066
4577.439	    0.059
4578.195	    0.061
4578.952	    0.042
4579.708	    0.020
4580.465	    0.011
4581.222	    0.039
4581.979	    0.074
4582.736	    0.077
4583.493	    0.063
4584.251	    0.041
4585.008	    0.032
4585.766	    0.067
4586.524	    0.034
4587.282	    0.038
4588.040	    0.055
4588.798	    0.058
4589.556	    0.025
4590.314	    0.020
4591.073	    0.032
4591.832	    0.011
4592.590	    0.047
4593.349	    0.065
4594.108	    0.078
4594.867	    0.082
4595.627	    0.063
4596.386	    0.071
4597.146	    0.085
4597.905	    0.092
4598.665	    0.086
4599.425	    0.069
4600.185	    0.044
4600.945	    0.023
4601.705	    0.032
4602.466	    0.020
4603.226	    0.044
4603.987	    0.036
4604.748	    0.030
4605.508	    0.036
4606.269	    0.051
4607.031	    0.066
4607.792	    0.062
4608.553	    0.068
4609.315	    0.072
4610.076	    0.078
4610.838	    0.082
4611.600	    0.088
4612.362	    0.081
4613.124	    0.059
4613.887	    0.053
4614.649	    0.055
4615.412	    0.054
4616.174	    0.028
4616.937	    0.020
4617.700	    0.058
4618.463	    0.030
4619.226	    0.066
4619.989	    0.091
4620.753	    0.085
4621.516	    0.071
4622.280	    0.074
4623.044	    0.074
4623.808	    0.075
4624.572	    0.079
4625.336	    0.088
4626.100	    0.063
4626.865	    0.049
4627.629	    0.041
4628.394	    0.051
4629.159	    0.071
4629.924	    0.083
4630.689	    0.061
4631.454	    0.061
4632.219	    0.062
4632.985	    0.066
4633.750	    0.072
4634.516	    0.077
4635.282	    0.072
4636.048	    0.072
4636.814	    0.066
4637.580	    0.058
4638.346	    0.052
4639.113	    0.055
4639.879	    0.036
4640.646	    0.047
4641.413	    0.039
4642.180	    0.038
4642.947	    0.064
4643.714	    0.071
4644.481	    0.064
4645.249	    0.023
4646.016	    0.045
4646.784	    0.053
4647.552	    0.044
4648.320	    0.044
4649.088	    0.011
4649.856	    0.011
4650.625	    0.051
4651.393	    0.066
4652.162	    0.061
4652.930	    0.049
4653.699	    0.053
4654.468	    0.036
4655.237	    0.030
4656.007	    0.041
4656.776	    0.052
4657.546	    0.057
4658.315	    0.044
4659.085	    0.047
4659.855	    0.055
4660.625	    0.060
4661.395	    0.061
4662.165	    0.072
4662.936	    0.089
4663.706	    0.081
4664.477	    0.069
4665.247	    0.059
4666.018	    0.051
4666.789	    0.036
4667.561	    0.052
4668.332	    0.052
4669.103	    0.036
4669.875	    0.025
4670.646	    0.025
4671.418	    0.034
4672.190	    0.058
4672.962	    0.080
4673.734	    0.072
4674.507	    0.073
4675.279	    0.077
4676.052	    0.071
4676.824	    0.067
4677.597	    0.093
4678.370	    0.085
4679.143	    0.075
4679.916	    0.072
4680.690	    0.077
4681.463	    0.071
4682.237	    0.058
4683.010	    0.072
4683.784	    0.078
4684.558	    0.085
4685.332	    0.092
4686.106	    0.091
4686.881	    0.090
4687.655	    0.074
4688.430	    0.072
4689.205	    0.078
4689.979	    0.074
4690.754	    0.045
4691.529	    0.045
4692.305	    0.057
4693.080	    0.073
4693.856	    0.077
4694.631	    0.078
4695.407	    0.078
4696.183	    0.059
4696.959	    0.025
4697.735	    0.025
4698.511	    0.016
4699.288	    0.020
4700.064	    0.025
4700.841	    0.041
4701.618	    0.025
4702.394	    0.072
4703.171	    0.082
4703.949	    0.072
4704.726	    0.045
4705.503	    0.045
4706.281	    0.042
4707.059	    0.054
4707.836	    0.060
4708.614	    0.066
4709.392	    0.070
4710.171	    0.074
4710.949	    0.078
4711.727	    0.078
4712.506	    0.077
4713.285	    0.059
4714.063	    0.025
4714.842	    0.016
4715.621	    0.038
4716.401	    0.048
4717.180	    0.061
4717.960	    0.057
4718.739	    0.044
4719.519	    0.038
4720.299	    0.041
4721.079	    0.038
4721.859	    0.052
4722.639	    0.044
4723.419	    0.011
4724.200	    0.025
4724.981	    0.048
4725.761	    0.057
4726.542	    0.053
4727.323	    0.041
4728.104	    0.060
4728.886	    0.016
4729.667	    0.070
4730.449	    0.083
4731.230	    0.067
4732.012	    0.042
4732.794	    0.066
4733.576	    0.049
4734.358	    0.052
4735.141	    0.070
4735.923	    0.080
4736.706	    0.067
4737.488	    0.088
4738.271	    0.106
4739.054	    0.103
4739.837	    0.097
4740.620	    0.086
4741.404	    0.064
4742.187	    0.047
4742.971	    0.045
4743.755	    0.061
4744.538	    0.089
4745.322	    0.083
4746.107	    0.067
4746.891	    0.070
4747.675	    0.078
4748.460	    0.060
4749.244	    0.028
4750.029	    0.028
4750.814	    0.049
4751.599	    0.039
4752.384	    0.032
4753.170	    0.025
4753.955	    0.068
4754.741	    0.068
4755.526	    0.060
4756.312	    0.057
4757.098	    0.055
4757.884	    0.047
4758.670	    0.025
4759.457	    0.025
4760.243	    0.049
4761.030	    0.044
4761.816	    0.036
4762.603	    0.036
4763.390	    0.023
4764.177	    0.061
4764.965	    0.065
4765.752	    0.036
4766.539	    0.038
4767.327	    0.054
4768.115	    0.048
4768.903	    0.034
4769.691	    0.060
4770.479	    0.036
4771.267	    0.045
4772.056	    0.072
4772.844	    0.075
4773.633	    0.059
4774.422	    0.032
4775.211	    0.016
4776.000	    0.045
4776.789	    0.061
4777.578	    0.060
4778.368	    0.047
4779.157	    0.030
4779.947	    0.025
4780.737	    0.025
4781.527	    0.034
4782.317	    0.061
4783.107	    0.075
4783.897	    0.073
4784.688	    0.055
4785.479	    0.023
4786.269	    0.038
4787.060	    0.016
4787.851	    0.045
4788.642	    0.051
4789.434	    0.047
4790.225	    0.042
4791.017	    0.032
4791.808	    0.028
4792.600	    0.011
4793.392	    0.036
4794.184	    0.044
4794.976	    0.048
4795.769	    0.051
4796.561	    0.053
4797.354	    0.053
4798.146	    0.055
4798.939	    0.030
4799.732	    0.028
4800.525	    0.045
4801.319	    0.028
4802.112	    0.055
4802.906	    0.063
4803.699	    0.034
4804.493	    0.025
4805.287	    0.061
4806.081	    0.063
4806.875	    0.054
4807.669	    0.039
4808.464	    0.016
4809.258	    0.069
4810.053	    0.072
4810.848	    0.047
4811.643	    0.036
4812.438	    0.042
4813.233	    0.051
4814.028	    0.053
4814.824	    0.025
4815.620	    0.020
4816.415	    0.020
4817.211	    0.025
4818.007	    0.045
4818.803	    0.048
4819.600	    0.020
4820.396	    0.053
4821.192	    0.076
4821.989	    0.072
4822.786	    0.063
4823.583	    0.054
4824.380	    0.052
4825.177	    0.060
4825.974	    0.071
4826.772	    0.073
4827.569	    0.067
4828.367	    0.052
4829.165	    0.025
4829.963	    0.025
4830.761	    0.039
4831.559	    0.061
4832.358	    0.042
4833.156	    0.025
4833.955	    0.070
4834.754	    0.080
4835.553	    0.072
4836.352	    0.053
4837.151	    0.045
4837.950	    0.068
4838.750	    0.087
4839.549	    0.095
4840.349	    0.089
4841.149	    0.082
4841.949	    0.072
4842.749	    0.058
4843.549	    0.045
4844.349	    0.045
4845.150	    0.054
4845.950	    0.072
4846.751	    0.067
4847.552	    0.059
4848.353	    0.058
4849.154	    0.060
4849.955	    0.057
4850.757	    0.054
4851.558	    0.071
4852.360	    0.076
4853.162	    0.063
4853.964	    0.058
4854.766	    0.058
4855.568	    0.058
4856.370	    0.060
4857.173	    0.071
4857.976	    0.058
4858.778	    0.049
4859.581	    0.042
4860.384	    0.039
4861.187	    0.047
4861.991	    0.054
4862.794	    0.048
4863.598	    0.036
4864.401	    0.042
4865.205	    0.036
4866.009	    0.032
4866.813	    0.041
4867.617	    0.042
4868.422	    0.036
4869.226	    0.032
4870.031	    0.028
4870.835	    0.023
4871.640	    0.030
4872.445	    0.057
4873.250	    0.075
