wlen 	 newgal_spectrum 
  4259.984 	     -0.080
  4260.688 	     -0.081
  4261.392 	     -0.084
  4262.096 	     -0.091
  4262.800 	     -0.097
  4263.505 	     -0.101
  4264.209 	     -0.104
  4264.914 	     -0.104
  4265.618 	     -0.102
  4266.323 	     -0.098
  4267.028 	     -0.093
  4267.733 	     -0.086
  4268.439 	     -0.077
  4269.144 	     -0.066
  4269.849 	     -0.059
  4270.555 	     -0.053
  4271.261 	     -0.051
  4271.966 	     -0.044
  4272.672 	     -0.014
  4273.378 	     -0.005
  4274.084 	     -0.008
  4274.791 	      0.020
  4275.497 	      0.053
  4276.204 	      0.103
  4276.910 	      0.133
  4277.617 	      0.101
  4278.324 	      0.049
  4279.031 	      0.065
  4279.738 	      0.081
  4280.445 	      0.086
  4281.152 	      0.025
  4281.860 	     -0.007
  4282.567 	     -0.035
  4283.275 	     -0.057
  4283.983 	     -0.065
  4284.691 	     -0.084
  4285.399 	     -0.101
  4286.107 	     -0.097
  4286.815 	     -0.042
  4287.523 	      0.025
  4288.232 	      0.001
  4288.940 	     -0.017
  4289.649 	     -0.018
  4290.358 	     -0.037
  4291.067 	     -0.014
  4291.776 	     -0.016
  4292.485 	     -0.030
  4293.194 	     -0.037
  4293.904 	      0.030
  4294.613 	      0.071
  4295.323 	      0.082
  4296.033 	      0.043
  4296.743 	     -0.020
  4297.453 	     -0.029
  4298.163 	     -0.041
  4298.873 	     -0.060
  4299.583 	     -0.073
  4300.294 	     -0.010
  4301.004 	      0.000
  4301.715 	     -0.028
  4302.426 	     -0.127
  4303.137 	     -0.082
  4303.848 	     -0.045
  4304.559 	     -0.024
  4305.270 	     -0.027
  4305.982 	     -0.041
  4306.693 	     -0.018
  4307.405 	     -0.007
  4308.117 	     -0.009
  4308.829 	     -0.054
  4309.541 	     -0.048
  4310.253 	     -0.048
  4310.965 	     -0.032
  4311.677 	      0.016
  4312.390 	      0.005
  4313.102 	     -0.050
  4313.815 	     -0.051
  4314.528 	      0.000
  4315.241 	      0.057
  4315.954 	      0.093
  4316.667 	      0.124
  4317.380 	      0.146
  4318.094 	      0.148
  4318.807 	      0.071
  4319.521 	      0.008
  4320.235 	     -0.011
  4320.949 	      0.017
  4321.663 	      0.048
  4322.377 	      0.036
  4323.091 	      0.008
  4323.805 	     -0.030
  4324.520 	     -0.082
  4325.234 	     -0.072
  4325.949 	     -0.008
  4326.664 	      0.027
  4327.379 	      0.020
  4328.094 	      0.048
  4328.809 	      0.056
  4329.524 	      0.053
  4330.240 	      0.048
  4330.955 	      0.047
  4331.671 	     -0.012
  4332.387 	     -0.035
  4333.103 	     -0.025
  4333.819 	      0.016
  4334.535 	      0.029
  4335.251 	      0.018
  4335.968 	     -0.010
  4336.684 	     -0.043
  4337.401 	     -0.058
  4338.117 	     -0.023
  4338.834 	      0.005
  4339.551 	      0.014
  4340.268 	      0.003
  4340.985 	      0.021
  4341.703 	      0.053
  4342.420 	      0.046
  4343.138 	      0.022
  4343.855 	     -0.015
  4344.573 	      0.012
  4345.291 	      0.035
  4346.009 	      0.034
  4346.727 	      0.017
  4347.445 	      0.056
  4348.164 	      0.040
  4348.882 	      0.028
  4349.601 	      0.009
  4350.320 	     -0.021
  4351.039 	     -0.147
  4351.758 	     -0.108
  4352.477 	     -0.058
  4353.196 	     -0.013
  4353.915 	     -0.018
  4354.635 	      0.039
  4355.354 	      0.050
  4356.074 	      0.053
  4356.794 	      0.056
  4357.514 	      0.093
  4358.234 	      0.130
  4358.954 	      0.159
  4359.674 	      0.182
  4360.394 	      0.197
  4361.115 	      0.248
  4361.836 	      0.237
  4362.556 	      0.193
  4363.277 	      0.131
  4363.998 	      0.131
  4364.719 	      0.124
  4365.441 	      0.109
  4366.162 	      0.100
  4366.883 	      0.103
  4367.605 	      0.131
  4368.327 	      0.142
  4369.049 	      0.155
  4369.771 	      0.167
  4370.493 	      0.161
  4371.215 	      0.120
  4371.937 	      0.089
  4372.660 	      0.084
  4373.382 	      0.105
  4374.105 	      0.057
  4395.114 	      0.059
  4395.840 	      0.060
  4396.567 	      0.097
  4397.293 	      0.156
  4398.020 	      0.129
  4398.747 	      0.070
  4399.473 	      0.031
  4400.200 	     -0.010
  4400.928 	     -0.066
  4401.655 	     -0.058
  4402.382 	     -0.057
  4403.110 	     -0.026
  4403.837 	      0.022
  4404.565 	      0.066
  4405.293 	      0.053
  4406.021 	      0.096
  4406.749 	      0.106
  4407.477 	      0.092
  4408.205 	      0.105
  4408.934 	      0.133
  4409.662 	      0.153
  4410.391 	      0.166
  4411.119 	      0.171
  4411.848 	      0.147
  4412.577 	      0.112
  4413.307 	      0.109
  4414.036 	      0.112
  4414.765 	      0.115
  4415.495 	      0.156
  4416.224 	      0.177
  4416.954 	      0.153
  4417.684 	      0.101
  4418.414 	      0.029
  4419.144 	      0.017
  4419.874 	      0.061
  4420.605 	      0.105
  4421.335 	      0.124
  4422.066 	      0.089
  4422.796 	      0.031
  4423.527 	      0.030
  4424.258 	      0.060
  4424.989 	      0.084
  4425.720 	      0.041
  4426.452 	     -0.027
  4427.183 	     -0.027
  4427.915 	     -0.033
  4428.646 	     -0.030
  4429.378 	      0.022
  4430.110 	      0.038
  4430.842 	     -0.004
  4431.574 	     -0.001
  4432.307 	      0.043
  4433.039 	      0.082
  4433.772 	      0.076
  4434.504 	      0.016
  4435.237 	      0.006
  4435.970 	      0.058
  4436.703 	      0.133
  4437.436 	      0.057
  4438.169 	      0.027
  4438.903 	      0.009
  4439.636 	     -0.001
  4440.370 	      0.013
  4441.103 	      0.120
  4441.837 	      0.147
  4442.571 	      0.147
  4443.305 	      0.134
  4444.040 	      0.103
  4444.774 	      0.048
  4445.508 	      0.061
  4446.243 	      0.087
  4446.978 	      0.103
  4447.713 	      0.093
  4448.447 	      0.073
  4449.183 	      0.069
  4449.918 	      0.085
  4450.653 	      0.110
  4451.388 	      0.059
  4452.124 	      0.082
  4452.860 	      0.091
  4453.596 	      0.082
  4454.331 	      0.051
  4455.067 	      0.010
  4455.804 	     -0.030
  4456.540 	     -0.004
  4457.276 	      0.017
  4458.013 	      0.001
  4458.750 	     -0.054
  4459.486 	      0.035
  4460.223 	      0.098
  4460.960 	      0.108
  4461.697 	      0.061
  4462.435 	      0.033
  4463.172 	      0.049
  4463.909 	      0.008
  4464.647 	     -0.045
  4465.385 	     -0.079
  4466.123 	     -0.016
  4466.861 	      0.053
  4467.599 	      0.037
  4468.337 	      0.018
  4469.075 	      0.020
  4469.814 	      0.042
  4470.552 	      0.026
  4471.291 	      0.005
  4472.030 	     -0.009
  4472.769 	     -0.015
  4473.508 	     -0.032
  4474.247 	      0.031
  4474.987 	      0.055
  4475.726 	      0.055
  4476.466 	      0.048
  4477.205 	      0.083
  4477.945 	      0.133
  4478.685 	      0.035
  4479.425 	     -0.027
  4480.165 	     -0.038
  4480.906 	     -0.028
  4481.646 	      0.029
  4482.387 	     -0.011
  4483.127 	      0.015
  4483.868 	      0.064
  4484.609 	      0.051
  4485.350 	      0.058
  4486.091 	      0.079
  4486.833 	      0.092
  4487.574 	      0.112
  4488.316 	      0.146
  4489.057 	      0.135
  4489.799 	      0.058
  4490.541 	      0.026
  4491.283 	      0.034
  4492.025 	      0.080
  4492.767 	      0.086
  4493.510 	      0.028
  4494.252 	     -0.008
  4494.995 	     -0.008
  4495.738 	      0.024
  4496.481 	      0.033
  4497.224 	      0.060
  4497.967 	      0.113
