Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6359.611	    0.182	 7.855e-17	         7.641e-18	    1.993	    0.164	 3.924e-16	 4.999e-17	   -0.934	            0.378	 2808.954	 2808.954	    8.559	   12.739	    4.694
[OI]b   	 6363.800	 6423.709	    0.182	 2.534e-17	         7.641e-18	    1.993	    0.164	 1.266e-16	 3.957e-17	   -0.934	            0.378	 2808.954	 2808.954	    8.473	   31.260	    4.694
[NII]b  	 6548.100	 6610.359	    0.303	 4.382e-16	         2.421e-16	    1.851	    0.246	 2.033e-15	 1.156e-15	           -0.934	    0.378	 2836.866	 2836.866	   13.729	           56.835	    4.359
Halpha  	 6562.800	 6625.247	    0.216	 2.928e-15	         4.134e-16	    1.854	    0.168	 1.361e-14	 2.282e-15	           -0.934	    0.378	 2839.028	 2839.028	    9.768	           16.766	    4.367
[NII]a  	 6583.500	 6646.096	    0.303	 1.271e-15	         2.421e-16	    1.861	    0.246	 5.928e-15	 1.375e-15	           -0.934	    0.378	 2836.866	 2836.866	   13.655	           23.197	    4.383
[SII]a  	 6716.400	 6780.356	    0.485	 3.722e-16	         1.392e-16	    1.869	    0.388	 1.744e-15	 7.461e-16	           -0.934	    0.378	 2841.158	 2841.158	   21.460	           42.790	    4.401
[SII]b  	 6730.800	 6794.894	    0.485	 3.007e-16	         1.223e-16	    1.873	    0.388	 1.411e-15	 6.444e-16	           -0.934	    0.378	 2841.158	 2841.158	   21.414	           45.658	    4.410
Hbeta   	 4861.000	 4907.083	    0.122	 3.919e-16	         3.489e-17	    1.773	    0.087	 1.741e-15	 1.770e-16	           -0.934	    0.378	 2828.630	 2828.630	    7.478	           10.166	    4.174
[OIII]49	 4959.000	 5005.315	    0.288	 1.634e-17	         1.044e-17	    1.737	    0.248	 7.113e-17	 4.657e-17	           -0.934	    0.378	 2786.862	 2786.862	   17.272	           65.466	    4.090
[OIII]50	 5007.000	 5053.764	    0.288	 4.902e-17	         1.044e-17	    1.737	    0.248	 2.134e-16	 5.473e-17	           -0.934	    0.378	 2786.920	 2786.920	   17.107	           25.647	    4.090
[OI]a   	 6300.300	 6359.611	    0.182	 7.855e-17	         7.641e-18	    1.993	    0.164	 3.924e-16	 4.999e-17	           -0.934	    0.378	 2808.954	 2808.954	    8.559	           12.739	    4.694
[OI]b   	 6363.800	 6423.709	    0.182	 2.534e-17	         7.641e-18	    1.993	    0.164	 1.266e-16	 3.957e-17	           -0.934	    0.378	 2808.954	 2808.954	    8.473	           31.260	    4.694
[NII]b  	 6548.100	 6610.359	    0.303	 4.382e-16	         2.421e-16	    1.851	    0.246	 2.033e-15	 1.156e-15	           -0.934	    0.378	 2836.866	 2836.866	   13.729	           56.835	    4.359
Halpha  	 6562.800	 6625.247	    0.216	 2.928e-15	         4.134e-16	    1.854	    0.168	 1.361e-14	 2.282e-15	           -0.934	    0.378	 2839.028	 2839.028	    9.768	           16.766	    4.367
[NII]a  	 6583.500	 6646.096	    0.303	 1.271e-15	         2.421e-16	    1.861	    0.246	 5.928e-15	 1.375e-15	           -0.934	    0.378	 2836.866	 2836.866	   13.655	           23.197	    4.383
[SII]a  	 6716.400	 6780.356	    0.485	 3.722e-16	         1.392e-16	    1.869	    0.388	 1.744e-15	 7.461e-16	           -0.934	    0.378	 2841.158	 2841.158	   21.460	           42.790	    4.401
[SII]b  	 6730.800	 6794.894	    0.485	 3.007e-16	         1.223e-16	    1.873	    0.388	 1.411e-15	 6.444e-16	           -0.934	    0.378	 2841.158	 2841.158	   21.414	           45.658	    4.410
Hbeta   	 4861.000	 4907.083	    0.122	 3.919e-16	         3.489e-17	    1.773	    0.087	 1.741e-15	 1.770e-16	           -0.934	    0.378	 2828.630	 2828.630	    7.478	           10.166	    4.174
[OIII]49	 4959.000	 5005.315	    0.288	 1.634e-17	         1.044e-17	    1.737	    0.248	 7.113e-17	 4.657e-17	           -0.934	    0.378	 2786.862	 2786.862	   17.272	           65.466	    4.090
[OIII]50	 5007.000	 5053.764	    0.288	 4.902e-17	         1.044e-17	    1.737	    0.248	 2.134e-16	 5.473e-17	           -0.934	    0.378	 2786.920	 2786.920	   17.107	           25.647	    4.090
