wlen 	 newgal_spectrum 
  4184.326 	      0.011
  4185.077 	      0.014
  4185.828 	      0.010
  4186.580 	      0.001
  4187.331 	     -0.031
  4188.083 	     -0.039
  4188.835 	     -0.033
  4189.586 	     -0.012
  4190.339 	     -0.019
  4191.091 	     -0.041
  4191.843 	     -0.049
  4192.595 	     -0.033
  4193.348 	     -0.087
  4194.101 	     -0.024
  4194.853 	      0.015
  4195.606 	     -0.003
  4196.359 	     -0.079
  4197.113 	     -0.126
  4197.866 	     -0.151
  4198.620 	     -0.138
  4199.373 	     -0.043
  4200.127 	     -0.009
  4200.881 	      0.014
  4201.635 	      0.029
  4202.389 	      0.003
  4203.143 	      0.053
  4203.898 	      0.113
  4204.652 	      0.178
  4205.407 	      0.114
  4206.162 	      0.037
  4206.917 	     -0.041
  4207.672 	     -0.124
  4208.427 	     -0.001
  4209.183 	      0.042
  4209.938 	      0.070
  4210.694 	      0.090
  4211.450 	      0.028
  4212.206 	     -0.017
  4212.962 	     -0.053
  4213.718 	     -0.075
  4214.474 	     -0.036
  4215.231 	      0.012
  4215.987 	      0.056
  4216.744 	      0.090
  4217.501 	      0.065
  4218.258 	      0.076
  4219.015 	      0.064
  4219.773 	     -0.016
  4220.530 	     -0.076
  4221.288 	     -0.038
  4222.045 	      0.013
  4222.803 	      0.069
  4223.561 	      0.034
  4224.319 	      0.042
  4225.077 	      0.052
  4225.836 	      0.054
  4226.594 	      0.069
  4227.353 	      0.052
  4228.112 	      0.038
  4228.871 	      0.037
  4229.630 	     -0.127
  4230.389 	     -0.054
  4231.148 	     -0.057
  4231.908 	     -0.207
  4232.667 	      0.165
  4233.427 	      0.184
  4234.187 	      0.159
  4234.947 	      0.104
  4235.707 	      0.037
  4236.468 	      0.157
  4237.228 	      0.114
  4237.989 	     -0.117
  4238.749 	      0.005
  4239.510 	      0.088
  4240.271 	      0.114
  4241.032 	      0.089
  4241.793 	      0.168
  4242.555 	      0.187
  4243.316 	      0.135
  4244.078 	      0.031
  4244.840 	     -0.064
  4245.602 	     -0.062
  4246.364 	     -0.049
  4247.126 	     -0.020
  4247.888 	      0.090
  4248.651 	      0.129
  4249.413 	      0.132
  4250.176 	      0.121
  4250.939 	      0.131
  4251.702 	      0.087
  4252.465 	      0.014
  4253.229 	     -0.039
  4253.992 	      0.030
  4254.756 	      0.121
  4255.519 	      0.085
  4256.283 	      0.029
  4257.047 	     -0.003
  4257.811 	      0.068
  4258.575 	      0.053
  4259.340 	      0.011
  4260.104 	     -0.062
  4260.869 	      0.091
  4261.634 	      0.139
  4262.399 	      0.145
  4263.164 	      0.104
  4263.929 	     -0.084
  4264.695 	     -0.013
  4265.460 	      0.053
  4266.226 	      0.098
  4266.991 	     -0.036
  4267.757 	     -0.026
  4268.523 	     -0.029
  4269.290 	     -0.031
  4270.056 	      0.088
  4270.822 	      0.044
  4271.589 	      0.040
  4272.356 	      0.052
  4273.123 	      0.038
  4273.890 	      0.106
  4274.657 	      0.077
  4275.424 	      0.026
  4276.191 	      0.002
  4276.959 	      0.101
  4277.727 	     -0.005
  4278.494 	     -0.046
  4279.262 	      0.105
  4280.031 	      0.138
  4280.799 	      0.054
  4281.567 	      0.008
  4282.336 	      0.017
  4283.104 	     -0.005
  4283.873 	     -0.025
  4284.642 	      0.010
  4285.411 	      0.080
  4286.180 	      0.082
  4286.950 	      0.082
  4287.719 	      0.041
  4288.489 	     -0.013
  4289.259 	     -0.045
  4290.029 	      0.037
  4290.799 	      0.030
  4291.569 	      0.011
  4292.339 	      0.017
  4293.110 	      0.093
  4293.880 	      0.041
  4294.651 	     -0.023
  4295.422 	     -0.086
  4296.193 	      0.026
  4296.964 	      0.024
  4297.735 	     -0.002
  4298.507 	     -0.034
  4299.278 	      0.059
  4300.050 	      0.068
  4300.822 	      0.159
  4301.594 	      0.210
  4302.366 	     -0.086
  4303.138 	      0.043
  4303.910 	      0.027
  4304.683 	      0.011
  4305.456 	      0.065
  4306.229 	      0.118
  4307.001 	      0.175
  4307.775 	      0.154
  4308.548 	      0.044
  4309.321 	     -0.072
  4310.095 	      0.023
  4310.868 	      0.136
  4311.642 	      0.232
  4312.416 	      0.141
  4313.190 	      0.044
  4313.964 	     -0.041
  4314.739 	     -0.073
  4315.513 	      0.032
  4316.288 	      0.043
  4317.062 	      0.093
  4317.837 	      0.144
  4318.612 	      0.188
  4319.388 	      0.162
  4320.163 	      0.046
  4320.938 	     -0.002
  4321.714 	     -0.005
  4322.490 	     -0.051
  4323.266 	     -0.075
  4324.042 	      0.012
  4324.818 	      0.111
  4325.594 	      0.151
  4326.370 	      0.174
  4327.147 	      0.142
  4327.924 	      0.102
  4328.700 	      0.062
  4329.477 	      0.014
  4330.255 	      0.018
  4331.032 	      0.067
  4331.809 	      0.125
  4332.587 	      0.082
  4333.364 	      0.093
  4334.142 	      0.092
  4334.920 	      0.072
  4335.698 	      0.015
  4336.477 	      0.034
  4337.255 	      0.038
  4338.034 	      0.002
  4338.812 	     -0.059
  4339.591 	      0.032
  4340.370 	      0.000
  4341.149 	     -0.052
  4341.928 	     -0.076
  4342.708 	      0.027
  4343.487 	      0.062
  4344.267 	     -0.016
  4345.046 	     -0.091
  4345.826 	     -0.134
  4346.606 	     -0.069
  4347.387 	      0.065
  4348.167 	      0.033
