WV      	 Sigma   
4184.326	    1.779
4185.077	    1.513
4185.828	    1.333
4186.580	    1.287
4187.331	    0.962
4188.083	    0.517
4188.835	    0.382
4189.586	    0.493
4190.339	    1.114
4191.091	    1.614
4191.843	    1.737
4192.595	    1.404
4193.348	    1.219
4194.101	    1.248
4194.853	    1.505
4195.606	    2.022
4196.359	    1.911
4197.113	    1.702
4197.866	    1.360
4198.620	    0.468
4199.373	    0.493
4200.127	    0.493
4200.881	    0.796
4201.635	    1.438
4202.389	    1.342
4203.143	    1.447
4203.898	    1.591
4204.652	    1.793
4205.407	    1.464
4206.162	    0.156
4206.917	    1.591
4207.672	    2.432
4208.427	    1.730
4209.183	    0.910
4209.938	    1.070
4210.694	    1.702
4211.450	    0.987
4212.206	    1.248
4212.962	    1.351
4213.718	    1.614
4214.474	    0.382
4215.231	    0.441
4215.987	    0.748
4216.744	    1.342
4217.501	    1.103
4218.258	    0.413
4219.015	    0.748
4219.773	    0.584
4220.530	    0.987
4221.288	    1.058
4222.045	    0.896
4222.803	    0.349
4223.561	    0.680
4224.319	    1.537
4225.077	    1.904
4225.836	    1.826
4226.594	    0.540
4227.353	    0.910
4228.112	    1.219
4228.871	    1.287
4229.630	    0.584
4230.389	    0.764
4231.148	    1.035
4231.908	    0.698
4232.667	    0.312
4233.427	    0.869
4234.187	    1.103
4234.947	    1.070
4235.707	    0.732
4236.468	    0.826
4237.228	    1.011
4237.989	    1.258
4238.749	    0.563
4239.510	    1.081
4240.271	    1.744
4241.032	    2.417
4241.793	    2.725
4242.555	    2.601
4243.316	    2.195
4244.078	    1.395
4244.840	    0.540
4245.602	    0.780
4246.364	    1.114
4247.126	    1.324
4247.888	    1.560
4248.651	    1.360
4249.413	    1.324
4250.176	    1.342
4250.939	    1.258
4251.702	    1.315
4252.465	    1.583
4253.229	    1.839
4253.992	    2.004
4254.756	    1.651
4255.519	    1.248
4256.283	    0.748
4257.047	    0.156
4257.811	    0.604
4258.575	    1.147
4259.340	    1.480
4260.104	    1.651
4260.869	    1.023
4261.634	    0.896
4262.399	    1.103
4263.164	    1.545
4263.929	    2.325
4264.695	    2.168
4265.460	    2.010
4266.226	    1.853
4266.991	    0.764
4267.757	    0.493
4268.523	    1.136
4269.290	    1.568
4270.056	    1.853
4270.822	    2.087
4271.589	    2.145
4272.356	    2.145
4273.123	    2.217
4273.890	    2.179
4274.657	    1.986
4275.424	    1.644
4276.191	    0.796
4276.959	    1.369
4277.727	    1.268
4278.494	    0.883
4279.262	    0.493
4280.031	    1.268
4280.799	    1.496
4281.567	    1.421
4282.336	    0.936
4283.104	    1.058
4283.873	    1.238
4284.642	    1.576
4285.411	    1.942
4286.180	    2.266
4286.950	    1.986
4287.719	    1.744
4288.489	    1.513
4289.259	    1.296
4290.029	    1.277
4290.799	    1.047
4291.569	    0.563
4292.339	    0.936
4293.110	    1.369
4293.880	    1.315
4294.651	    1.188
4295.422	    1.011
4296.193	    0.840
4296.964	    0.869
4297.735	    1.268
4298.507	    1.395
4299.278	    1.568
4300.050	    0.270
4300.822	    0.732
4301.594	    0.493
4302.366	    0.796
4303.138	    1.488
4303.910	    1.758
4304.683	    1.992
4305.456	    2.417
4306.229	    1.772
4307.001	    1.651
4307.775	    1.496
4308.548	    1.248
4309.321	    1.413
4310.095	    0.156
4310.868	    1.324
4311.642	    1.744
4312.416	    1.421
4313.190	    1.081
4313.964	    0.349
4314.739	    1.011
4315.513	    1.545
4316.288	    2.387
4317.062	    2.564
4317.837	    2.540
4318.612	    2.309
4319.388	    1.438
4320.163	    1.342
4320.938	    1.268
4321.714	    1.168
4322.490	    0.796
4323.266	    0.540
4324.042	    0.540
4324.818	    0.811
4325.594	    0.441
4326.370	    0.221
4327.147	    0.715
4327.924	    0.662
4328.700	    0.662
4329.477	    0.604
4330.255	    0.999
4331.032	    1.488
4331.809	    1.744
4332.587	    0.312
4333.364	    1.369
4334.142	    1.786
4334.920	    1.723
4335.698	    0.382
4336.477	    1.480
4337.255	    1.846
4338.034	    1.576
4338.812	    0.517
4339.591	    1.081
4340.370	    1.369
4341.149	    1.521
4341.928	    1.496
4342.708	    0.910
4343.487	    1.258
4344.267	    0.662
4345.046	    1.219
4345.826	    0.826
4346.606	    1.333
4347.387	    1.324
4348.167	    0.923
4348.947	    0.382
4349.728	    0.923
4350.509	    0.643
4351.290	    1.058
4352.071	    1.092
4352.852	    0.563
4353.633	    0.156
4354.415	    1.058
4355.196	    1.447
4355.978	    1.673
4356.760	    1.772
4357.542	    1.737
4358.324	    2.058
4359.106	    2.351
4359.889	    2.467
4360.671	    2.190
4361.454	    1.998
4362.237	    1.936
4363.020	    2.010
4363.803	    2.122
4364.587	    1.885
4365.370	    1.599
4366.153	    1.430
4366.937	    1.614
4367.721	    1.421
4368.505	    1.360
4369.289	    1.413
4370.073	    1.606
4370.858	    2.212
4371.642	    2.330
4372.427	    2.022
4373.212	    1.644
4373.997	    1.583
4374.782	    1.799
4375.567	    2.156
4376.353	    2.168
4377.138	    1.866
4377.924	    1.188
4385.788	    1.513
4386.576	    1.786
4387.363	    2.099
4388.151	    2.314
4388.938	    2.288
4389.726	    2.402
4390.514	    2.314
4391.302	    2.139
4392.090	    2.064
4392.879	    1.813
4393.667	    1.688
4394.456	    1.779
4395.245	    2.052
4396.033	    2.293
4396.823	    2.491
4397.612	    2.346
4398.401	    2.076
4399.191	    1.859
4399.980	    1.606
4400.770	    1.552
4401.560	    1.636
4402.350	    1.779
4403.140	    1.839
4403.931	    2.046
4404.721	    2.361
4405.512	    2.535
4406.302	    2.516
4407.093	    2.578
4407.884	    2.010
4408.676	    1.659
4409.467	    1.315
4410.258	    0.413
4411.050	    1.378
4411.842	    1.651
4412.634	    1.853
4413.426	    1.904
4414.218	    1.092
4415.010	    1.351
4415.803	    1.839
4416.595	    2.082
4417.388	    2.016
4418.181	    1.395
4418.974	    1.488
4419.767	    1.793
4420.561	    2.076
4421.354	    2.206
4422.148	    1.666
4422.941	    1.070
4423.735	    0.468
4424.529	    0.382
4425.324	    0.441
4426.118	    1.147
4426.912	    1.455
4427.707	    1.723
4428.502	    1.949
4429.297	    1.552
4430.092	    1.464
4430.887	    1.238
4431.682	    1.188
4432.478	    1.537
4433.273	    1.833
4434.069	    1.521
4434.865	    0.441
4435.661	    1.583
4436.457	    2.325
4437.253	    2.282
4438.050	    1.680
4438.847	    0.748
4439.643	    1.081
4440.440	    1.324
4441.237	    0.826
4442.034	    0.764
4442.832	    1.287
4443.629	    1.529
4444.427	    1.496
4445.225	    1.404
4446.023	    1.447
4446.821	    1.591
4447.619	    1.813
4448.417	    2.016
4449.216	    2.087
4450.014	    2.082
4450.813	    2.010
4451.612	    1.866
4452.411	    1.680
4453.210	    1.839
4454.009	    2.128
4454.809	    2.407
4455.609	    2.549
4456.408	    2.340
4457.208	    2.082
4458.008	    1.930
4458.808	    1.898
4459.609	    1.917
4460.409	    1.793
4461.210	    1.591
4462.011	    1.421
4462.812	    1.351
4463.613	    1.480
4464.414	    1.702
4465.215	    1.786
4466.017	    1.751
4466.818	    1.583
4467.620	    1.168
