WV      	 Sigma   
4259.984	    0.088
4260.688	    0.088
4261.392	    0.090
4262.096	    0.093
4262.800	    0.097
4263.505	    0.101
4264.209	    0.103
4264.914	    0.104
4265.618	    0.104
4266.323	    0.102
4267.028	    0.099
4267.733	    0.095
4268.439	    0.089
4269.144	    0.080
4269.849	    0.071
4270.555	    0.062
4271.261	    0.056
4271.966	    0.058
4272.672	    0.058
4273.378	    0.050
4274.084	    0.036
4274.791	    0.040
4275.497	    0.039
4276.204	    0.054
4276.910	    0.060
4277.617	    0.048
4278.324	    0.050
4279.031	    0.044
4279.738	    0.028
4280.445	    0.033
4281.152	    0.053
4281.860	    0.034
4282.567	    0.036
4283.275	    0.061
4283.983	    0.066
4284.691	    0.041
4285.399	    0.026
4286.107	    0.023
4286.815	    0.037
4287.523	    0.034
4288.232	    0.038
4288.940	    0.040
4289.649	    0.035
4290.358	    0.015
4291.067	    0.012
4291.776	    0.015
4292.485	    0.023
4293.194	    0.037
4293.904	    0.036
4294.613	    0.025
4295.323	    0.012
4296.033	    0.022
4296.743	    0.049
4297.453	    0.052
4298.163	    0.050
4298.873	    0.045
4299.583	    0.045
4300.294	    0.057
4301.004	    0.069
4301.715	    0.077
4302.426	    0.071
4303.137	    0.060
4303.848	    0.056
4304.559	    0.049
4305.270	    0.042
4305.982	    0.039
4306.693	    0.047
4307.405	    0.054
4308.117	    0.058
4308.829	    0.040
4309.541	    0.026
4310.253	    0.043
4310.965	    0.056
4311.677	    0.040
4312.390	    0.026
4313.102	    0.025
4313.815	    0.028
4314.528	    0.018
4315.241	    0.049
4315.954	    0.035
4316.667	    0.043
4317.380	    0.047
4318.094	    0.023
4318.807	    0.032
4319.521	    0.040
4320.235	    0.036
4320.949	    0.015
4321.663	    0.015
4322.377	    0.020
4323.091	    0.018
4323.805	    0.009
4324.520	    0.009
4325.234	    0.028
4325.949	    0.025
4326.664	    0.015
4327.379	    0.009
4328.094	    0.050
4328.809	    0.056
4329.524	    0.047
4330.240	    0.030
4330.955	    0.026
4331.671	    0.030
4332.387	    0.042
4333.103	    0.050
4333.819	    0.053
4334.535	    0.045
4335.251	    0.035
4335.968	    0.022
4336.684	    0.015
4337.401	    0.036
4338.117	    0.051
4338.834	    0.051
4339.551	    0.049
4340.268	    0.047
4340.985	    0.037
4341.703	    0.046
4342.420	    0.058
4343.138	    0.066
4343.855	    0.068
4344.573	    0.060
4345.291	    0.056
4346.009	    0.051
4346.727	    0.045
4347.445	    0.052
4348.164	    0.026
4348.882	    0.026
4349.601	    0.028
4350.320	    0.056
4351.039	    0.059
4351.758	    0.047
4352.477	    0.036
4353.196	    0.030
4353.915	    0.035
4354.635	    0.050
4355.354	    0.043
4356.074	    0.026
4356.794	    0.023
4357.514	    0.053
4358.234	    0.063
4358.954	    0.056
4359.674	    0.046
4360.394	    0.061
4361.115	    0.063
4361.836	    0.065
4362.556	    0.063
4363.277	    0.057
4363.998	    0.033
4364.719	    0.037
4365.441	    0.045
4366.162	    0.046
4366.883	    0.037
4367.605	    0.037
4368.327	    0.029
4369.049	    0.009
4369.771	    0.032
4370.493	    0.018
4371.215	    0.037
4371.937	    0.028
4372.660	    0.012
4373.382	    0.022
4374.105	    0.042
4374.828	    0.055
4375.550	    0.056
4376.273	    0.050
4376.997	    0.035
4377.720	    0.035
4378.443	    0.041
4379.167	    0.044
4379.890	    0.046
4380.614	    0.045
4391.485	    0.051
4392.210	    0.046
4392.936	    0.039
4393.662	    0.029
4394.388	    0.023
4395.114	    0.022
4395.840	    0.040
4396.567	    0.046
4397.293	    0.040
4398.020	    0.044
4398.747	    0.051
4399.473	    0.045
4400.200	    0.035
4400.928	    0.040
4401.655	    0.051
4402.382	    0.052
4403.110	    0.046
4403.837	    0.041
4404.565	    0.053
4405.293	    0.057
4406.021	    0.057
4406.749	    0.053
4407.477	    0.046
4408.205	    0.042
4408.934	    0.061
4409.662	    0.060
4410.391	    0.058
4411.119	    0.059
4411.848	    0.063
4412.577	    0.066
4413.307	    0.066
4414.036	    0.066
4414.765	    0.064
4415.495	    0.058
4416.224	    0.050
4416.954	    0.052
4417.684	    0.060
4418.414	    0.070
4419.144	    0.063
4419.874	    0.065
4420.605	    0.071
4421.335	    0.076
4422.066	    0.070
4422.796	    0.050
4423.527	    0.048
4424.258	    0.041
4424.989	    0.029
4425.720	    0.009
4426.452	    0.009
4427.183	    0.026
4427.915	    0.035
4428.646	    0.039
4429.378	    0.042
4430.110	    0.028
4430.842	    0.022
4431.574	    0.035
4432.307	    0.033
4433.039	    0.025
4433.772	    0.044
4434.504	    0.038
4435.237	    0.022
4435.970	    0.012
4436.703	    0.054
4437.436	    0.055
4438.169	    0.037
4438.903	    0.026
4439.636	    0.032
4440.370	    0.032
4441.103	    0.032
4441.837	    0.038
4442.571	    0.052
4443.305	    0.056
4444.040	    0.018
4444.774	    0.034
4445.508	    0.032
4446.243	    0.009
4446.978	    0.033
4447.713	    0.050
4448.447	    0.056
4449.183	    0.056
4449.918	    0.051
4450.653	    0.035
4451.388	    0.012
4452.124	    0.040
4452.860	    0.050
4453.596	    0.050
4454.331	    0.041
4455.067	    0.029
4455.804	    0.026
4456.540	    0.022
4457.276	    0.026
4458.013	    0.036
4458.750	    0.034
4459.486	    0.030
4460.223	    0.040
4460.960	    0.028
4461.697	    0.030
4462.435	    0.053
4463.172	    0.075
4463.909	    0.077
4464.647	    0.064
4465.385	    0.033
4466.123	    0.032
4466.861	    0.047
4467.599	    0.049
4468.337	    0.047
4469.075	    0.042
4469.814	    0.042
4470.552	    0.064
4471.291	    0.066
4472.030	    0.061
4472.769	    0.050
4473.508	    0.012
4474.247	    0.034
4474.987	    0.033
4475.726	    0.035
4476.466	    0.038
4477.205	    0.022
4477.945	    0.026
4478.685	    0.028
4479.425	    0.045
4480.165	    0.056
4480.906	    0.037
4481.646	    0.045
4482.387	    0.053
4483.127	    0.058
4483.868	    0.056
4484.609	    0.033
4485.350	    0.043
4486.091	    0.042
4486.833	    0.034
4487.574	    0.030
4488.316	    0.044
4489.057	    0.051
4489.799	    0.052
4490.541	    0.056
4491.283	    0.062
4492.025	    0.068
4492.767	    0.069
4493.510	    0.065
4494.252	    0.057
4494.995	    0.055
4495.738	    0.063
4496.481	    0.075
4497.224	    0.065
4497.967	    0.061
4498.710	    0.055
4499.453	    0.046
4500.197	    0.047
4500.940	    0.060
4501.684	    0.065
4502.428	    0.065
4503.172	    0.061
4503.916	    0.057
4504.660	    0.068
4505.405	    0.076
4506.149	    0.073
4506.894	    0.063
4507.639	    0.049
4508.383	    0.045
4509.128	    0.053
4509.873	    0.058
4510.619	    0.056
4511.364	    0.048
4512.109	    0.037
4512.855	    0.052
4513.601	    0.059
4514.347	    0.065
4515.093	    0.070
4515.839	    0.078
4516.585	    0.079
4517.331	    0.085
4518.078	    0.093
4518.824	    0.101
4519.571	    0.105
4520.318	    0.092
4521.065	    0.086
4521.812	    0.082
4522.559	    0.075
4523.306	    0.054
4524.054	    0.066
4524.801	    0.052
4525.549	    0.050
4526.297	    0.060
4527.045	    0.069
4527.793	    0.049
4528.541	    0.067
4529.289	    0.072
4530.038	    0.074
4530.786	    0.076
4531.535	    0.081
4532.284	    0.075
4533.033	    0.070
4533.782	    0.067
4534.531	    0.066
4535.280	    0.065
4536.030	    0.075
4536.779	    0.085
4537.529	    0.080
4538.279	    0.072
4539.028	    0.069
4539.779	    0.072
4540.529	    0.070
4541.279	    0.064
4542.029	    0.062
4542.780	    0.065
4543.531	    0.070
4544.281	    0.070
4545.032	    0.065
4545.783	    0.069
4546.534	    0.079
4547.286	    0.089
4548.037	    0.085
4548.789	    0.081
4549.540	    0.083
4550.292	    0.082
4551.044	    0.081
4551.796	    0.085
4552.548	    0.093
4553.300	    0.091
4554.053	    0.085
4554.805	    0.078
4555.558	    0.072
4556.311	    0.070
4557.064	    0.070
4557.817	    0.063
4558.570	    0.071
4559.323	    0.084
4560.076	    0.089
4560.830	    0.063
4561.584	    0.066
4562.337	    0.076
4563.091	    0.083
4563.845	    0.083
4564.599	    0.069
4565.354	    0.061
4566.108	    0.069
4566.863	    0.082
4567.617	    0.089
4568.372	    0.084
4569.127	    0.076
4569.882	    0.073
4570.637	    0.069
4571.392	    0.062
4572.148	    0.056
4572.903	    0.070
4573.659	    0.079
4574.415	    0.070
4575.170	    0.071
4575.926	    0.075
4576.683	    0.073
4577.439	    0.065
4578.195	    0.065
4578.952	    0.056
4579.708	    0.050
4580.465	    0.050
4581.222	    0.053
4581.979	    0.051
4582.736	    0.071
4583.493	    0.080
4584.251	    0.079
4585.008	    0.073
4585.766	    0.064
4586.524	    0.066
4587.282	    0.058
4588.040	    0.061
4588.798	    0.063
4589.556	    0.054
4590.314	    0.041
