wlen 	 newgal_spectrum 
  4259.984 	     -0.101
  4260.688 	     -0.100
  4261.392 	     -0.104
  4262.096 	     -0.112
  4262.800 	     -0.123
  4263.505 	     -0.132
  4264.209 	     -0.138
  4264.914 	     -0.141
  4265.618 	     -0.141
  4266.323 	     -0.136
  4267.028 	     -0.128
  4267.733 	     -0.117
  4268.439 	     -0.102
  4269.144 	     -0.083
  4269.849 	     -0.065
  4270.555 	     -0.050
  4271.261 	     -0.041
  4271.966 	     -0.044
  4272.672 	     -0.043
  4273.378 	     -0.032
  4274.084 	     -0.017
  4274.791 	     -0.021
  4275.497 	     -0.020
  4276.204 	     -0.038
  4276.910 	     -0.047
  4277.617 	     -0.030
  4278.324 	     -0.032
  4279.031 	     -0.025
  4279.738 	     -0.010
  4280.445 	      0.014
  4281.152 	      0.037
  4281.860 	      0.015
  4282.567 	     -0.017
  4283.275 	     -0.049
  4283.983 	     -0.056
  4284.691 	     -0.022
  4285.399 	     -0.009
  4286.107 	     -0.007
  4286.815 	     -0.018
  4287.523 	     -0.015
  4288.232 	     -0.019
  4288.940 	     -0.021
  4289.649 	     -0.016
  4290.358 	     -0.003
  4291.067 	     -0.002
  4291.776 	     -0.003
  4292.485 	     -0.007
  4293.194 	     -0.018
  4293.904 	     -0.017
  4294.613 	     -0.008
  4295.323 	     -0.002
  4296.033 	     -0.006
  4296.743 	     -0.031
  4297.453 	     -0.035
  4298.163 	     -0.032
  4298.873 	     -0.026
  4299.583 	     -0.026
  4300.294 	     -0.042
  4301.004 	     -0.062
  4301.715 	     -0.077
  4302.426 	     -0.065
  4303.137 	     -0.047
  4303.848 	     -0.040
  4304.559 	     -0.031
  4305.270 	     -0.023
  4305.982 	      0.020
  4306.693 	      0.029
  4307.405 	      0.038
  4308.117 	      0.043
  4308.829 	      0.021
  4309.541 	      0.009
  4310.253 	     -0.024
  4310.965 	     -0.041
  4311.677 	     -0.021
  4312.390 	     -0.009
  4313.102 	      0.008
  4313.815 	      0.010
  4314.528 	     -0.004
  4315.241 	     -0.031
  4315.954 	     -0.016
  4316.667 	     -0.024
  4317.380 	     -0.029
  4318.094 	     -0.007
  4318.807 	     -0.013
  4319.521 	     -0.021
  4320.235 	     -0.017
  4320.949 	     -0.003
  4321.663 	      0.000
  4322.377 	     -0.005
  4323.091 	     -0.004
  4323.805 	     -0.001
  4324.520 	     -0.001
  4325.234 	     -0.010
  4325.949 	     -0.008
  4326.664 	     -0.003
  4327.379 	      0.001
  4328.094 	     -0.033
  4328.809 	     -0.041
  4329.524 	     -0.029
  4330.240 	     -0.012
  4330.955 	     -0.009
  4331.671 	     -0.012
  4332.387 	     -0.023
  4333.103 	     -0.033
  4333.819 	     -0.037
  4334.535 	     -0.026
  4335.251 	     -0.016
  4335.968 	     -0.006
  4336.684 	     -0.003
  4337.401 	     -0.017
  4338.117 	     -0.034
  4338.834 	     -0.034
  4339.551 	     -0.031
  4340.268 	     -0.029
  4340.985 	     -0.018
  4341.703 	     -0.027
  4342.420 	     -0.043
  4343.138 	     -0.056
  4343.855 	     -0.060
  4344.573 	     -0.046
  4345.291 	     -0.041
  4346.009 	     -0.034
  4346.727 	     -0.026
  4347.445 	     -0.035
  4348.164 	      0.009
  4348.882 	      0.009
  4349.601 	     -0.010
  4350.320 	     -0.041
  4351.039 	     -0.045
  4351.758 	     -0.029
  4352.477 	     -0.017
  4353.196 	     -0.012
  4353.915 	     -0.016
  4354.635 	     -0.032
  4355.354 	     -0.024
  4356.074 	     -0.009
  4356.794 	      0.007
  4357.514 	      0.037
  4358.234 	      0.051
  4358.954 	      0.040
  4359.674 	      0.027
  4360.394 	      0.048
  4361.115 	      0.052
  4361.836 	      0.054
  4362.556 	      0.052
  4363.277 	      0.042
  4363.998 	      0.014
  4364.719 	      0.018
  4365.441 	      0.026
  4366.162 	      0.028
  4366.883 	      0.018
  4367.605 	      0.018
  4368.327 	      0.011
  4369.049 	     -0.001
  4369.771 	     -0.013
  4370.493 	     -0.004
  4371.215 	      0.018
  4371.937 	      0.010
  4372.660 	     -0.002
  4373.382 	     -0.006
  4374.105 	      0.023
  4374.828 	      0.039
  4375.550 	      0.040
  4376.273 	      0.033
  4376.997 	      0.016
  4377.720 	      0.016
  4378.443 	      0.022
  4379.167 	      0.025
  4379.890 	      0.027
  4380.614 	      0.026
  4391.485 	      0.034
  4392.210 	      0.027
  4392.936 	      0.020
  4393.662 	      0.011
  4394.388 	     -0.007
  4395.114 	      0.006
  4395.840 	      0.021
  4396.567 	      0.028
  4397.293 	      0.021
  4398.020 	      0.025
  4398.747 	      0.034
  4399.473 	      0.026
  4400.200 	      0.016
  4400.928 	      0.021
  4401.655 	      0.034
  4402.382 	      0.035
  4403.110 	      0.027
  4403.837 	      0.022
  4404.565 	      0.036
  4405.293 	      0.042
  4406.021 	      0.042
  4406.749 	      0.037
  4407.477 	      0.027
  4408.205 	      0.023
  4408.934 	      0.048
  4409.662 	      0.047
  4410.391 	      0.044
  4411.119 	      0.045
  4411.848 	      0.052
  4412.577 	      0.056
  4413.307 	      0.057
  4414.036 	      0.057
  4414.765 	      0.053
  4415.495 	      0.044
  4416.224 	      0.032
  4416.954 	      0.035
  4417.684 	      0.047
  4418.414 	      0.064
  4419.144 	      0.052
  4419.874 	      0.054
  4420.605 	      0.065
  4421.335 	      0.074
  4422.066 	      0.063
  4422.796 	      0.032
  4423.527 	      0.030
  4424.258 	      0.022
  4424.989 	      0.011
  4425.720 	     -0.001
  4426.452 	      0.001
  4427.183 	      0.009
  4427.915 	      0.016
  4428.646 	      0.020
  4429.378 	      0.023
  4430.110 	      0.010
  4430.842 	     -0.006
  4431.574 	     -0.016
  4432.307 	     -0.014
  4433.039 	      0.008
  4433.772 	      0.025
  4434.504 	      0.019
  4435.237 	      0.006
  4435.970 	     -0.002
  4436.703 	      0.038
  4437.436 	      0.039
  4438.169 	      0.018
  4438.903 	      0.009
  4439.636 	      0.013
  4440.370 	     -0.013
  4441.103 	      0.000
  4441.837 	      0.019
  4442.571 	      0.035
  4443.305 	      0.040
  4444.040 	      0.004
  4444.774 	     -0.015
  4445.508 	     -0.013
  4446.243 	     -0.001
  4446.978 	      0.014
  4447.713 	      0.032
  4448.447 	      0.040
  4449.183 	      0.041
  4449.918 	      0.034
  4450.653 	      0.016
  4451.388 	      0.002
  4452.124 	      0.021
  4452.860 	      0.032
  4453.596 	      0.032
  4454.331 	      0.022
  4455.067 	      0.011
  4455.804 	      0.009
  4456.540 	      0.006
  4457.276 	      0.009
  4458.013 	      0.017
  4458.750 	      0.015
  4459.486 	     -0.012
  4460.223 	     -0.021
  4460.960 	     -0.010
  4461.697 	      0.012
  4462.435 	      0.036
  4463.172 	      0.072
  4463.909 	      0.076
  4464.647 	      0.053
  4465.385 	      0.014
  4466.123 	      0.013
  4466.861 	      0.029
  4467.599 	      0.031
  4468.337 	      0.029
  4469.075 	      0.023
  4469.814 	      0.023
  4470.552 	      0.053
  4471.291 	      0.056
  4472.030 	      0.049
  4472.769 	      0.033
  4473.508 	      0.002
  4474.247 	      0.015
  4474.987 	      0.014
  4475.726 	      0.016
  4476.466 	      0.019
  4477.205 	      0.006
  4477.945 	     -0.009
  4478.685 	     -0.010
  4479.425 	     -0.026
  4480.165 	     -0.041
  4480.906 	     -0.018
  4481.646 	      0.026
  4482.387 	      0.036
  4483.127 	      0.044
  4483.868 	      0.040
  4484.609 	      0.014
  4485.350 	      0.024
  4486.091 	      0.023
  4486.833 	      0.015
  4487.574 	      0.012
  4488.316 	      0.025
  4489.057 	      0.034
  4489.799 	      0.035
  4490.541 	      0.041
  4491.283 	      0.050
  4492.025 	      0.060
  4492.767 	      0.061
  4493.510 	      0.055
  4494.252 	      0.042
  4494.995 	      0.039
  4495.738 	      0.051
  4496.481 	      0.072
  4497.224 	      0.055
  4497.967 	      0.048
  4498.710 	      0.039
  4499.453 	      0.028
  4500.197 	      0.029
  4500.940 	      0.047
  4501.684 	      0.055
  4502.428 	      0.055
  4503.172 	      0.048
  4503.916 	      0.042
  4504.660 	      0.060
  4505.405 	      0.074
  4506.149 	      0.069
  4506.894 	      0.051
  4507.639 	      0.031
  4508.383 	      0.026
  4509.128 	      0.037
  4509.873 	      0.043
  4510.619 	      0.040
  4511.364 	      0.030
  4512.109 	      0.018
  4512.855 	      0.035
  4513.601 	      0.045
  4514.347 	      0.054
  4515.093 	      0.063
  4515.839 	      0.078
  4516.585 	      0.081
  4517.331 	      0.094
  4518.078 	      0.113
  4518.824 	      0.132
  4519.571 	      0.143
  4520.318 	      0.110
  4521.065 	      0.095
  4521.812 	      0.088
  4522.559 	      0.072
  4523.306 	      0.038
  4524.054 	      0.057
  4524.801 	      0.035
  4525.549 	      0.033
  4526.297 	      0.047
  4527.045 	      0.062
  4527.793 	      0.031
  4528.541 	      0.058
  4529.289 	      0.068
  4530.038 	      0.071
  4530.786 	      0.074
  4531.535 	      0.084
  4532.284 	      0.072
  4533.033 	      0.063
  4533.782 	      0.059
  4534.531 	      0.057
  4535.280 	      0.054
  4536.030 	      0.072
  4536.779 	      0.094
  4537.529 	      0.082
  4538.279 	      0.068
  4539.028 	      0.062
  4539.779 	      0.067
  4540.529 	      0.064
  4541.279 	      0.053
  4542.029 	      0.050
  4542.780 	      0.054
  4543.531 	      0.063
  4544.281 	      0.063
  4545.032 	      0.054
  4545.783 	      0.061
  4546.534 	      0.080
  4547.286 	      0.102
  4548.037 	      0.093
  4548.789 	      0.086
  4549.540 	      0.090
  4550.292 	      0.088
  4551.044 	      0.085
  4551.796 	      0.093
  4552.548 	      0.111
  4553.300 	      0.108
  4554.053 	      0.093
  4554.805 	      0.079
  4555.558 	      0.067
  4556.311 	      0.064
  4557.064 	      0.063
  4557.817 	      0.051
  4558.570 	      0.065
  4559.323 	      0.092
  4560.076 	      0.102
  4560.830 	      0.052
  4561.584 	      0.057
  4562.337 	      0.075
  4563.091 	      0.090
  4563.845 	      0.089
  4564.599 	      0.062
  4565.354 	      0.049
  4566.108 	      0.062
  4566.863 	      0.087
  4567.617 	      0.103
  4568.372 	      0.092
  4569.127 	      0.074
  4569.882 	      0.069
  4570.637 	      0.062
  4571.392 	      0.050
  4572.148 	      0.041
  4572.903 	      0.064
  4573.659 	      0.080
  4574.415 	      0.063
  4575.170 	      0.065
  4575.926 	      0.072
  4576.683 	      0.069
  4577.439 	      0.054
  4578.195 	      0.055
  4578.952 	      0.040
  4579.708 	      0.032
  4580.465 	      0.033
  4581.222 	      0.037
  4581.979 	      0.034
  4582.736 	      0.066
  4583.493 	      0.082
  4584.251 	      0.081
  4585.008 	      0.069
  4585.766 	      0.053
  4586.524 	      0.056
  4587.282 	      0.043
  4588.040 	      0.048
  4588.798 	      0.051
  4589.556 	      0.038
  4590.314 	      0.022
  4591.073 	      0.037
  4591.832 	      0.046
  4592.590 	      0.047
  4593.349 	      0.038
  4594.108 	      0.024
  4594.867 	      0.028
  4595.627 	      0.035
  4596.386 	      0.050
  4597.146 	      0.064
  4597.905 	      0.068
  4598.665 	      0.053
  4599.425 	      0.041
  4600.185 	      0.024
  4600.945 	      0.019
  4601.705 	      0.026
  4602.466 	      0.040
  4603.226 	      0.048
  4603.987 	      0.049
  4604.748 	      0.053
  4605.508 	      0.052
  4606.269 	      0.049
  4607.031 	      0.048
  4607.792 	      0.079
  4608.553 	      0.082
  4609.315 	      0.063
  4610.076 	      0.057
  4610.838 	      0.065
  4611.600 	      0.077
  4612.362 	      0.073
  4613.124 	      0.062
  4613.887 	      0.070
  4614.649 	      0.071
  4615.412 	      0.065
  4616.174 	      0.062
  4616.937 	      0.064
  4617.700 	      0.068
  4618.463 	      0.072
  4619.226 	      0.083
  4619.989 	      0.096
  4620.753 	      0.101
  4621.516 	      0.092
  4622.280 	      0.067
  4623.044 	      0.048
  4623.808 	      0.051
  4624.572 	      0.073
  4625.336 	      0.079
  4626.100 	      0.050
  4626.865 	      0.036
  4627.629 	      0.040
  4628.394 	      0.052
  4629.159 	      0.060
  4629.924 	      0.055
  4630.689 	      0.050
  4631.454 	      0.052
  4632.219 	      0.042
  4632.985 	      0.034
  4633.750 	      0.033
  4634.516 	      0.019
  4635.282 	      0.042
  4636.048 	      0.041
  4636.814 	      0.040
