WV      	 Sigma   
4259.984	    0.285
4260.688	    0.285
4261.392	    0.290
4262.096	    0.296
4262.800	    0.307
4263.505	    0.313
4264.209	    0.316
4264.914	    0.318
4265.618	    0.317
4266.323	    0.312
4267.028	    0.305
4267.733	    0.296
4268.439	    0.285
4269.144	    0.268
4269.849	    0.253
4270.555	    0.241
4271.261	    0.227
4271.966	    0.102
4272.672	    0.125
4273.378	    0.171
4274.084	    0.205
4274.791	    0.151
4275.497	    0.020
4276.204	    0.082
4276.910	    0.074
4277.617	    0.082
4278.324	    0.104
4279.031	    0.084
4279.738	    0.074
4280.445	    0.079
4281.152	    0.140
4281.860	    0.155
4282.567	    0.173
4283.275	    0.191
4283.983	    0.200
4284.691	    0.202
4285.399	    0.159
4286.107	    0.096
4286.815	    0.054
4287.523	    0.164
4288.232	    0.197
4288.940	    0.195
4289.649	    0.155
4290.358	    0.173
4291.067	    0.234
4291.776	    0.236
4292.485	    0.205
4293.194	    0.125
4293.904	    0.114
4294.613	    0.104
4295.323	    0.100
4296.033	    0.092
4296.743	    0.104
4297.453	    0.106
4298.163	    0.133
4298.873	    0.175
4299.583	    0.181
4300.294	    0.182
4301.004	    0.190
4301.715	    0.198
4302.426	    0.205
4303.137	    0.168
4303.848	    0.143
4304.559	    0.161
4305.270	    0.224
4305.982	    0.222
4306.693	    0.164
4307.405	    0.152
4308.117	    0.169
4308.829	    0.184
4309.541	    0.230
4310.253	    0.249
4310.965	    0.248
4311.677	    0.231
4312.390	    0.166
4313.102	    0.119
4313.815	    0.046
4314.528	    0.084
4315.241	    0.054
4315.954	    0.061
4316.667	    0.102
4317.380	    0.114
4318.094	    0.041
4318.807	    0.180
4319.521	    0.181
4320.235	    0.192
4320.949	    0.217
4321.663	    0.173
4322.377	    0.089
4323.091	    0.084
4323.805	    0.114
4324.520	    0.212
4325.234	    0.224
4325.949	    0.201
4326.664	    0.171
4327.379	    0.146
4328.094	    0.140
4328.809	    0.126
4329.524	    0.068
4330.240	    0.096
4330.955	    0.143
4331.671	    0.054
4332.387	    0.087
4333.103	    0.058
4333.819	    0.112
4334.535	    0.160
4335.251	    0.161
4335.968	    0.136
4336.684	    0.084
4337.401	    0.084
4338.117	    0.035
4338.834	    0.106
4339.551	    0.121
4340.268	    0.110
4340.985	    0.128
4341.703	    0.096
4342.420	    0.058
4343.138	    0.050
4343.855	    0.092
4344.573	    0.114
4345.291	    0.161
4346.009	    0.174
4346.727	    0.163
4347.445	    0.136
4348.164	    0.074
4348.882	    0.125
4349.601	    0.096
4350.320	    0.146
4351.039	    0.035
4351.758	    0.089
4352.477	    0.152
4353.196	    0.186
4353.915	    0.116
4354.635	    0.102
4355.354	    0.108
4356.074	    0.130
4356.794	    0.157
4357.514	    0.211
4358.234	    0.157
4358.954	    0.164
4359.674	    0.197
4360.394	    0.219
4361.115	    0.220
4361.836	    0.146
4362.556	    0.077
4363.277	    0.054
4363.998	    0.084
4364.719	    0.119
4365.441	    0.079
4366.162	    0.169
4366.883	    0.204
4367.605	    0.233
4368.327	    0.242
4369.049	    0.221
4369.771	    0.181
4370.493	    0.163
4371.215	    0.183
4371.937	    0.195
4372.660	    0.176
4373.382	    0.118
4394.388	    0.123
4395.114	    0.155
4395.840	    0.133
4396.567	    0.058
4397.293	    0.116
4398.020	    0.190
4398.747	    0.148
4399.473	    0.143
4400.200	    0.146
4400.928	    0.084
4401.655	    0.065
4402.382	    0.046
4403.110	    0.065
4403.837	    0.029
4404.565	    0.142
4405.293	    0.112
4406.021	    0.041
4406.749	    0.065
4407.477	    0.125
4408.205	    0.159
4408.934	    0.161
4409.662	    0.173
4410.391	    0.176
4411.119	    0.173
4411.848	    0.186
4412.577	    0.190
4413.307	    0.206
4414.036	    0.212
4414.765	    0.197
4415.495	    0.112
4416.224	    0.104
4416.954	    0.106
4417.684	    0.106
4418.414	    0.100
4419.144	    0.029
4419.874	    0.102
4420.605	    0.096
4421.335	    0.041
4422.066	    0.143
4422.796	    0.199
4423.527	    0.198
4424.258	    0.180
4424.989	    0.160
4425.720	    0.164
4426.452	    0.175
4427.183	    0.184
4427.915	    0.219
4428.646	    0.259
4429.378	    0.282
4430.110	    0.203
4430.842	    0.112
4431.574	    0.061
4432.307	    0.106
4433.039	    0.114
4433.772	    0.108
4434.504	    0.125
4435.237	    0.136
4435.970	    0.134
4436.703	    0.110
4437.436	    0.198
4438.169	    0.142
4438.903	    0.065
4439.636	    0.142
4440.370	    0.077
4441.103	    0.084
4441.837	    0.126
4442.571	    0.168
4443.305	    0.143
4444.040	    0.079
4444.774	    0.118
4445.508	    0.126
4446.243	    0.142
4446.978	    0.160
4447.713	    0.079
4448.447	    0.058
4449.183	    0.050
4449.918	    0.082
4450.653	    0.121
4451.388	    0.131
4452.124	    0.116
4452.860	    0.139
4453.596	    0.140
4454.331	    0.104
4455.067	    0.046
4455.804	    0.096
4456.540	    0.098
4457.276	    0.079
4458.013	    0.035
4458.750	    0.054
4459.486	    0.035
4460.223	    0.035
4460.960	    0.061
4461.697	    0.096
4462.435	    0.131
4463.172	    0.189
4463.909	    0.182
4464.647	    0.134
4465.385	    0.020
4466.123	    0.046
4466.861	    0.094
4467.599	    0.071
4468.337	    0.068
4469.075	    0.123
4469.814	    0.139
4470.552	    0.174
4471.291	    0.157
4472.030	    0.152
4472.769	    0.164
4473.508	    0.137
4474.247	    0.089
4474.987	    0.155
4475.726	    0.179
4476.466	    0.175
4477.205	    0.182
4477.945	    0.146
4478.685	    0.123
4479.425	    0.123
4480.165	    0.136
4480.906	    0.174
4481.646	    0.098
4482.387	    0.074
4483.127	    0.084
4483.868	    0.102
4484.609	    0.020
4485.350	    0.133
4486.091	    0.187
4486.833	    0.170
4487.574	    0.139
4488.316	    0.164
4489.057	    0.195
4489.799	    0.207
4490.541	    0.193
4491.283	    0.149
4492.025	    0.029
4492.767	    0.170
4493.510	    0.166
4494.252	    0.156
4494.995	    0.133
4495.738	    0.092
4496.481	    0.094
4497.224	    0.134
4497.967	    0.112
4498.710	    0.092
4499.453	    0.102
4500.197	    0.156
4500.940	    0.166
4501.684	    0.165
4502.428	    0.169
4503.172	    0.175
4503.916	    0.174
4504.660	    0.092
4505.405	    0.130
4506.149	    0.195
4506.894	    0.233
4507.639	    0.215
4508.383	    0.148
4509.128	    0.152
4509.873	    0.151
4510.619	    0.157
4511.364	    0.171
4512.109	    0.142
4512.855	    0.071
4513.601	    0.089
4514.347	    0.133
4515.093	    0.166
4515.839	    0.164
4516.585	    0.248
4517.331	    0.262
4518.078	    0.273
4518.824	    0.283
4519.571	    0.279
4520.318	    0.286
4521.065	    0.282
4521.812	    0.245
4522.559	    0.204
4523.306	    0.201
4524.054	    0.242
4524.801	    0.223
4525.549	    0.195
4526.297	    0.225
4527.045	    0.285
4527.793	    0.270
4528.541	    0.213
4529.289	    0.218
4530.038	    0.214
4530.786	    0.191
4531.535	    0.121
4532.284	    0.110
4533.033	    0.137
4533.782	    0.143
4534.531	    0.161
4535.280	    0.200
4536.030	    0.203
4536.779	    0.184
4537.529	    0.152
4538.279	    0.118
4539.028	    0.087
4539.779	    0.020
4540.529	    0.077
4541.279	    0.155
4542.029	    0.169
4542.780	    0.152
4543.531	    0.140
4544.281	    0.244
4545.032	    0.263
4545.783	    0.212
4546.534	    0.166
4547.286	    0.177
4548.037	    0.204
4548.789	    0.187
4549.540	    0.201
4550.292	    0.197
4551.044	    0.174
4551.796	    0.137
4552.548	    0.131
4553.300	    0.165
4554.053	    0.202
4554.805	    0.228
4555.558	    0.233
4556.311	    0.198
4557.064	    0.186
4557.817	    0.180
4558.570	    0.176
4559.323	    0.195
4560.076	    0.245
4560.830	    0.267
4561.584	    0.235
4562.337	    0.220
4563.091	    0.213
4563.845	    0.204
4564.599	    0.156
4565.354	    0.104
4566.108	    0.166
4566.863	    0.195
4567.617	    0.208
