WV      	 Sigma   
4184.326	    0.108
4185.077	    0.113
4185.828	    0.130
4186.580	    0.156
4187.331	    0.173
4188.083	    0.138
4188.835	    0.115
4189.586	    0.122
4190.339	    0.134
4191.091	    0.148
4191.843	    0.146
4192.595	    0.115
4193.348	    0.143
4194.101	    0.175
4194.853	    0.200
4195.606	    0.218
4196.359	    0.453
4197.113	    0.428
4197.866	    0.361
4198.620	    0.222
4199.373	    0.188
4200.127	    0.176
4200.881	    0.171
4201.635	    0.178
4202.389	    0.164
4203.143	    0.211
4203.898	    0.205
4204.652	    0.122
4205.407	    0.171
4206.162	    0.165
4206.917	    0.170
4207.672	    0.235
4208.427	    0.024
4209.183	    0.141
4209.938	    0.217
4210.694	    0.250
4211.450	    0.104
4212.206	    0.156
4212.962	    0.196
4213.718	    0.169
4214.474	    0.168
4215.231	    0.183
4215.987	    0.172
4216.744	    0.022
4217.501	    0.188
4218.258	    0.195
4219.015	    0.178
4219.773	    0.117
4220.530	    0.175
4221.288	    0.210
4222.045	    0.233
4222.803	    0.243
4223.561	    0.172
4224.319	    0.145
4225.077	    0.140
4225.836	    0.165
4226.594	    0.121
4227.353	    0.152
4228.112	    0.175
4228.871	    0.181
4229.630	    0.148
4230.389	    0.087
4231.148	    0.098
4231.908	    0.195
4232.667	    0.172
4233.427	    0.197
4234.187	    0.207
4234.947	    0.194
4235.707	    0.111
4236.468	    0.114
4237.228	    0.111
4237.989	    0.130
4238.749	    0.069
4239.510	    0.168
4240.271	    0.222
4241.032	    0.243
4241.793	    0.176
4242.555	    0.143
4243.316	    0.148
4244.078	    0.175
4244.840	    0.117
4245.602	    0.075
4246.364	    0.069
4247.126	    0.109
4247.888	    0.236
4248.651	    0.217
4249.413	    0.231
4250.176	    0.245
4250.939	    0.172
4251.702	    0.159
4252.465	    0.106
4253.229	    0.042
4253.992	    0.066
4254.756	    0.124
4255.519	    0.188
4256.283	    0.228
4257.047	    0.230
4257.811	    0.203
4258.575	    0.186
4259.340	    0.175
4260.104	    0.177
4260.869	    0.172
4261.634	    0.203
4262.399	    0.193
4263.164	    0.101
4263.929	    0.098
4264.695	    0.087
4265.460	    0.116
4266.226	    0.166
4266.991	    0.234
4267.757	    0.200
4268.523	    0.172
4269.290	    0.150
4270.056	    0.159
4270.822	    0.098
4271.589	    0.111
4272.356	    0.148
4273.123	    0.149
4273.890	    0.228
4274.657	    0.167
4275.424	    0.062
4276.191	    0.099
4276.959	    0.132
4277.727	    0.198
4278.494	    0.227
4279.262	    0.216
4280.031	    0.200
4280.799	    0.239
4281.567	    0.243
4282.336	    0.205
4283.104	    0.150
4283.873	    0.136
4284.642	    0.151
4285.411	    0.186
4286.180	    0.224
4286.950	    0.245
4287.719	    0.237
4288.489	    0.216
4289.259	    0.201
4290.029	    0.180
4290.799	    0.167
4291.569	    0.163
4292.339	    0.179
4293.110	    0.120
4293.880	    0.142
4294.651	    0.165
4295.422	    0.183
4296.193	    0.140
4296.964	    0.158
4297.735	    0.185
4298.507	    0.212
4299.278	    0.195
4300.050	    0.239
4300.822	    0.262
4301.594	    0.266
4302.366	    0.209
4303.138	    0.228
4303.910	    0.275
4304.683	    0.295
4305.456	    0.254
4306.229	    0.182
4307.001	    0.173
4307.775	    0.197
4308.548	    0.240
4309.321	    0.135
4310.095	    0.232
4310.868	    0.217
4311.642	    0.142
4312.416	    0.187
4313.190	    0.158
4313.964	    0.195
4314.739	    0.221
4315.513	    0.188
4316.288	    0.192
4317.062	    0.213
4317.837	    0.222
4318.612	    0.217
4319.388	    0.112
4320.163	    0.169
4320.938	    0.200
4321.714	    0.212
4322.490	    0.163
4323.266	    0.117
4324.042	    0.083
4324.818	    0.100
4325.594	    0.188
4326.370	    0.164
4327.147	    0.179
4327.924	    0.175
4328.700	    0.145
4329.477	    0.216
4330.255	    0.220
4331.032	    0.222
4331.809	    0.221
4332.587	    0.205
4333.364	    0.205
4334.142	    0.128
4334.920	    0.047
4335.698	    0.160
4336.477	    0.197
4337.255	    0.189
4338.034	    0.149
4338.812	    0.049
4339.591	    0.153
4340.370	    0.132
4341.149	    0.065
4341.928	    0.045
4342.708	    0.162
4343.487	    0.153
4344.267	    0.170
4345.046	    0.187
4345.826	    0.199
4346.606	    0.232
4347.387	    0.156
4348.167	    0.140
4348.947	    0.177
4349.728	    0.229
4350.509	    0.226
4351.290	    0.218
4352.071	    0.215
4352.852	    0.221
4353.633	    0.237
4354.415	    0.232
4355.196	    0.228
4355.978	    0.221
4356.760	    0.173
4357.542	    0.175
4358.324	    0.154
4359.106	    0.141
4359.889	    0.167
4360.671	    0.179
4361.454	    0.192
4362.237	    0.188
4363.020	    0.174
4363.803	    0.171
4364.587	    0.156
4365.370	    0.127
4366.153	    0.118
4366.937	    0.165
4367.721	    0.170
4368.505	    0.163
4369.289	    0.202
4370.073	    0.256
4370.858	    0.262
4371.642	    0.232
4372.427	    0.201
4373.212	    0.183
4373.997	    0.197
4374.782	    0.207
4375.567	    0.231
4376.353	    0.215
4377.138	    0.163
4377.924	    0.135
4378.710	    0.261
4379.496	    0.232
4380.282	    0.199
4381.068	    0.243
4381.854	    0.248
4382.641	    0.281
4383.428	    0.272
4384.214	    0.233
4385.001	    0.201
4385.788	    0.225
4386.576	    0.190
4387.363	    0.187
4388.151	    0.245
4388.938	    0.151
4389.726	    0.159
4390.514	    0.152
4391.302	    0.130
4392.090	    0.084
4392.879	    0.147
4393.667	    0.264
4394.456	    0.373
4402.350	    0.124
4403.140	    0.097
4403.931	    0.277
4404.721	    0.259
4405.512	    0.210
4406.302	    0.159
4407.093	    0.152
4407.884	    0.161
4408.676	    0.179
4409.467	    0.204
4410.258	    0.237
4411.050	    0.084
4411.842	    0.081
4412.634	    0.169
4413.426	    0.239
4414.218	    0.184
4415.010	    0.256
4415.803	    0.251
4416.595	    0.236
4417.388	    0.228
4418.181	    0.145
4418.974	    0.130
4419.767	    0.117
4420.561	    0.148
4421.354	    0.242
4422.148	    0.209
4422.941	    0.178
4423.735	    0.148
4424.529	    0.126
4425.324	    0.141
4426.118	    0.218
4426.912	    0.197
4427.707	    0.171
4428.502	    0.169
4429.297	    0.194
4430.092	    0.123
4430.887	    0.142
4431.682	    0.152
4432.478	    0.073
4433.273	    0.059
4434.069	    0.146
4434.865	    0.182
4435.661	    0.187
4436.457	    0.135
4437.253	    0.130
4438.050	    0.125
4438.847	    0.124
4439.643	    0.121
4440.440	    0.066
4441.237	    0.100
4442.034	    0.101
4442.832	    0.068
4443.629	    0.062
4444.427	    0.042
4445.225	    0.098
4446.023	    0.119
4446.821	    0.117
4447.619	    0.093
4448.417	    0.020
4449.216	    0.071
4450.014	    0.083
4450.813	    0.088
4451.612	    0.090
4452.411	    0.112
4453.210	    0.121
4454.009	    0.119
4454.809	    0.113
4455.609	    0.111
4456.408	    0.143
4457.208	    0.151
4458.008	    0.133
4458.808	    0.094
4459.609	    0.074
4460.409	    0.141
4461.210	    0.155
4462.011	    0.135
4462.812	    0.068
4463.613	    0.086
4464.414	    0.036
4465.215	    0.090
4466.017	    0.129
4466.818	    0.149
4467.620	    0.144
4468.422	    0.122
4469.224	    0.103
4470.026	    0.090
4470.829	    0.080
4471.631	    0.026
4472.434	    0.077
