WV      	 Sigma   
4176.646	    0.012
4177.397	    0.025
4178.147	    0.035
4178.898	    0.042
4179.649	    0.047
4180.400	    0.049
4181.151	    0.049
4181.902	    0.047
4182.653	    0.043
4183.405	    0.036
4184.157	    0.029
4184.908	    0.026
4185.660	    0.032
4186.412	    0.038
4187.164	    0.047
4187.917	    0.056
4188.669	    0.054
4189.422	    0.046
4190.174	    0.040
4190.927	    0.047
4191.680	    0.056
4192.433	    0.053
4193.186	    0.052
4193.940	    0.061
4194.693	    0.062
4195.447	    0.054
4196.201	    0.045
4196.955	    0.043
4197.709	    0.040
4198.463	    0.040
4199.217	    0.047
4199.972	    0.063
4200.726	    0.051
4201.481	    0.045
4202.236	    0.038
4202.991	    0.022
4203.746	    0.037
4204.501	    0.036
4205.257	    0.033
4206.012	    0.026
4206.768	    0.033
4207.524	    0.041
4208.280	    0.047
4209.036	    0.054
4209.792	    0.041
4210.548	    0.037
4211.305	    0.040
4212.061	    0.054
4212.818	    0.042
4213.575	    0.018
4214.332	    0.025
4215.089	    0.022
4215.846	    0.020
4216.604	    0.023
4217.361	    0.028
4218.119	    0.039
4218.877	    0.037
4219.635	    0.037
4220.393	    0.039
4221.151	    0.046
4221.910	    0.038
4222.668	    0.022
4223.427	    0.012
4224.186	    0.012
4224.945	    0.032
4225.704	    0.038
4226.463	    0.040
4227.222	    0.038
4227.982	    0.018
4228.741	    0.030
4229.501	    0.022
4230.261	    0.042
4231.021	    0.043
4231.781	    0.023
4232.542	    0.032
4233.302	    0.029
4234.063	    0.028
4234.823	    0.033
4235.584	    0.025
4236.345	    0.020
4237.106	    0.034
4237.868	    0.034
4238.629	    0.009
4239.390	    0.023
4240.152	    0.035
4240.914	    0.026
4241.676	    0.026
4242.438	    0.022
4243.200	    0.029
4243.963	    0.023
4244.725	    0.023
4245.488	    0.009
4246.250	    0.022
4247.013	    0.034
4247.776	    0.028
4248.540	    0.015
4249.303	    0.052
4250.066	    0.052
4250.830	    0.035
4251.594	    0.015
4252.357	    0.029
4253.121	    0.033
4253.886	    0.025
4254.650	    0.009
4255.414	    0.023
4256.179	    0.012
4256.944	    0.018
4257.708	    0.015
4258.473	    0.009
4259.238	    0.022
4260.004	    0.039
4260.769	    0.035
4261.535	    0.009
4262.300	    0.029
4263.066	    0.052
4263.832	    0.060
4264.598	    0.063
4265.364	    0.066
4266.130	    0.054
4266.897	    0.037
4267.664	    0.012
4268.430	    0.032
4269.197	    0.032
4269.964	    0.037
4270.731	    0.030
4271.499	    0.030
4272.266	    0.040
4273.034	    0.009
4273.801	    0.040
4274.569	    0.045
4275.337	    0.012
4276.105	    0.023
4276.874	    0.041
4277.642	    0.057
4278.411	    0.055
4279.179	    0.036
4279.948	    0.022
4280.717	    0.009
4281.486	    0.009
4282.255	    0.036
4283.025	    0.030
4283.794	    0.018
4284.564	    0.026
4285.334	    0.053
4286.104	    0.065
4286.874	    0.068
4287.644	    0.054
4288.414	    0.030
4289.185	    0.032
4289.955	    0.035
4290.726	    0.040
4291.497	    0.062
4292.268	    0.056
4293.039	    0.042
4293.811	    0.022
4294.582	    0.047
4295.354	    0.049
4296.125	    0.041
4296.897	    0.036
4297.669	    0.056
4298.441	    0.009
4299.214	    0.012
4299.986	    0.018
4300.759	    0.015
4301.531	    0.052
4302.304	    0.048
4303.077	    0.059
4303.850	    0.073
4304.623	    0.047
4305.397	    0.047
4306.170	    0.046
4306.944	    0.046
4307.718	    0.048
4308.492	    0.055
4309.266	    0.043
4310.040	    0.036
4310.814	    0.047
4311.589	    0.055
4312.364	    0.034
4313.138	    0.029
4313.913	    0.044
4314.688	    0.057
4315.464	    0.052
4316.239	    0.044
4317.014	    0.033
4317.790	    0.029
4318.566	    0.039
4319.342	    0.038
4320.118	    0.041
4320.894	    0.054
4321.670	    0.022
4322.447	    0.030
4323.223	    0.043
4324.000	    0.052
4324.777	    0.030
4325.554	    0.038
4326.331	    0.056
4327.108	    0.067
4327.886	    0.060
4328.663	    0.063
4329.441	    0.056
4330.219	    0.056
4330.997	    0.071
4331.775	    0.075
4332.553	    0.078
4333.332	    0.067
4334.110	    0.047
4334.889	    0.068
4335.668	    0.056
4336.447	    0.042
4337.226	    0.042
4338.005	    0.066
4338.784	    0.076
4339.564	    0.073
4340.344	    0.066
4341.123	    0.057
4341.903	    0.044
4342.683	    0.067
4343.464	    0.070
4344.244	    0.066
4345.024	    0.062
4345.805	    0.073
4346.586	    0.076
4347.367	    0.075
4348.148	    0.073
4348.929	    0.075
4349.710	    0.073
4350.492	    0.071
4351.274	    0.069
4352.055	    0.063
4352.837	    0.069
4353.619	    0.070
4354.402	    0.066
4355.184	    0.056
4355.966	    0.050
4356.749	    0.043
4357.532	    0.039
4358.315	    0.038
4359.098	    0.039
4359.881	    0.029
4360.664	    0.029
4361.448	    0.023
4362.231	    0.053
4363.015	    0.069
4363.799	    0.067
4364.583	    0.068
4365.367	    0.070
4366.151	    0.063
4366.936	    0.037
4367.720	    0.038
4368.505	    0.047
4369.290	    0.055
4370.075	    0.065
4370.860	    0.051
4371.645	    0.049
4372.431	    0.056
4373.216	    0.065
4374.002	    0.065
4374.788	    0.012
4375.574	    0.040
4376.360	    0.058
4377.146	    0.044
4389.746	    0.032
4390.535	    0.042
4391.324	    0.065
4392.113	    0.051
4392.902	    0.040
4393.691	    0.034
4394.480	    0.033
4395.270	    0.038
4396.059	    0.038
4396.849	    0.033
4397.639	    0.033
4398.429	    0.049
4399.220	    0.056
4400.010	    0.062
4400.801	    0.063
4401.591	    0.061
4402.382	    0.065
4403.173	    0.069
4403.964	    0.058
4404.755	    0.052
4405.547	    0.056
4406.338	    0.044
4407.130	    0.035
4407.922	    0.047
4408.714	    0.058
4409.506	    0.054
