Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6363.304	    0.355	 6.535e-17	         8.952e-18	    2.469	    0.332	 4.045e-16	 7.768e-17	  -13.733	            0.378	 2982.966	 2982.966	   16.724	   19.203	    5.815
[OI]b   	 6363.800	 6427.439	    0.355	 2.108e-17	         8.952e-18	    2.469	    0.332	 1.305e-16	 5.813e-17	  -13.733	            0.378	 2982.966	 2982.966	   16.557	   44.548	    5.815
[NII]b  	 6548.100	 6613.051	    0.301	 2.186e-16	         8.874e-17	    2.269	    0.254	 1.244e-15	 5.236e-16	          -13.733	    0.378	 2958.900	 2958.900	   13.654	           42.105	    5.343
Halpha  	 6562.800	 6627.514	    0.234	 1.067e-15	         1.308e-16	    2.147	    0.191	 5.740e-15	 8.702e-16	          -13.733	    0.378	 2941.588	 2941.588	   10.582	           15.162	    5.056
[NII]a  	 6583.500	 6648.802	    0.301	 6.340e-16	         8.874e-17	    2.281	    0.254	 3.626e-15	 6.485e-16	          -13.733	    0.378	 2958.900	 2958.900	   13.580	           17.887	    5.372
[SII]a  	 6716.400	 6782.691	    0.524	 1.962e-16	         5.476e-17	    2.252	    0.455	 1.108e-15	 3.816e-16	          -13.733	    0.378	 2944.374	 2944.374	   23.146	           34.452	    5.304
[SII]b  	 6730.800	 6797.234	    0.524	 1.273e-16	         4.587e-17	    2.257	    0.455	 7.201e-16	 2.974e-16	          -13.733	    0.378	 2944.374	 2944.374	   23.096	           41.297	    5.315
Hbeta   	 4861.000	 4909.808	    0.344	 1.446e-16	         3.238e-17	    1.836	    0.247	 6.652e-16	 1.737e-16	          -13.733	    0.378	 2995.039	 2995.039	   20.987	           26.117	    4.322
[OIII]49	 4959.000	 5008.548	    0.391	 2.151e-17	         2.142e-17	    1.545	    0.329	 8.332e-17	 8.484e-17	          -13.733	    0.378	 2980.425	 2980.425	   23.404	          101.831	    3.638
[OIII]50	 5007.000	 5057.029	    0.391	 6.454e-17	         2.142e-17	    1.545	    0.329	 2.499e-16	 9.855e-17	          -13.733	    0.378	 2980.483	 2980.483	   23.179	           39.429	    3.638
[OI]a   	 6300.300	 6363.304	    0.355	 6.535e-17	         8.952e-18	    2.469	    0.332	 4.045e-16	 7.768e-17	          -13.733	    0.378	 2982.966	 2982.966	   16.724	           19.203	    5.815
[OI]b   	 6363.800	 6427.439	    0.355	 2.108e-17	         8.952e-18	    2.469	    0.332	 1.305e-16	 5.813e-17	          -13.733	    0.378	 2982.966	 2982.966	   16.557	           44.548	    5.815
[NII]b  	 6548.100	 6613.051	    0.301	 2.186e-16	         8.874e-17	    2.269	    0.254	 1.244e-15	 5.236e-16	          -13.733	    0.378	 2958.900	 2958.900	   13.654	           42.105	    5.343
Halpha  	 6562.800	 6627.514	    0.234	 1.067e-15	         1.308e-16	    2.147	    0.191	 5.740e-15	 8.702e-16	          -13.733	    0.378	 2941.588	 2941.588	   10.582	           15.162	    5.056
[NII]a  	 6583.500	 6648.802	    0.301	 6.340e-16	         8.874e-17	    2.281	    0.254	 3.626e-15	 6.485e-16	          -13.733	    0.378	 2958.900	 2958.900	   13.580	           17.887	    5.372
[SII]a  	 6716.400	 6782.691	    0.524	 1.962e-16	         5.476e-17	    2.252	    0.455	 1.108e-15	 3.816e-16	          -13.733	    0.378	 2944.374	 2944.374	   23.146	           34.452	    5.304
[SII]b  	 6730.800	 6797.234	    0.524	 1.273e-16	         4.587e-17	    2.257	    0.455	 7.201e-16	 2.974e-16	          -13.733	    0.378	 2944.374	 2944.374	   23.096	           41.297	    5.315
Hbeta   	 4861.000	 4909.808	    0.344	 1.446e-16	         3.238e-17	    1.836	    0.247	 6.652e-16	 1.737e-16	          -13.733	    0.378	 2995.039	 2995.039	   20.987	           26.117	    4.322
[OIII]49	 4959.000	 5008.548	    0.391	 2.151e-17	         2.142e-17	    1.545	    0.329	 8.332e-17	 8.484e-17	          -13.733	    0.378	 2980.425	 2980.425	   23.404	          101.831	    3.638
[OIII]50	 5007.000	 5057.029	    0.391	 6.454e-17	         2.142e-17	    1.545	    0.329	 2.499e-16	 9.855e-17	          -13.733	    0.378	 2980.483	 2980.483	   23.179	           39.429	    3.638
