Position    dPosition   Velocity    dVelocity   fwhm        dfwhm       flux        dflux     
2.509e+00   5.530e-01   3.142e+03   1.228e+01   1.599e+01   5.086e-01   2.667e-14   4.264e-15 
3.616e+00   5.530e-01   3.214e+03   1.169e+01   1.615e+01   4.969e-01   1.241e-14   2.005e-15 
4.654e+00   5.530e-01   3.234e+03   1.262e+01   2.026e+01   5.039e-01   2.489e-14   5.043e-15 
5.760e+00   5.530e-01   3.233e+03   1.108e+01   1.803e+01   4.356e-01   4.450e-14   8.024e-15 
6.862e+00   5.530e-01   3.233e+03   1.115e+01   1.811e+01   4.380e-01   4.408e-14   7.985e-15 
7.846e+00   5.530e-01   3.235e+03   1.248e+01   1.965e+01   4.874e-01   1.304e-14   2.561e-15 
9.070e+00   5.530e-01   3.214e+03   1.802e+01   2.472e+01   7.535e-01   2.498e-15   6.176e-16 
1.018e+01   5.530e-01   3.199e+03   9.402e+00   1.222e+01   3.579e-01   1.269e-15   1.550e-16 
1.407e+00   5.530e-01   3.143e+03   1.319e+01   1.711e+01   5.416e-01   2.010e-14   3.438e-15 
3.030e-01   5.530e-01   3.071e+03   1.081e+01   1.774e+01   4.309e-01   2.771e-14   4.915e-15 
-8.030e-01  5.530e-01   3.070e+03   1.091e+01   1.828e+01   4.215e-01   2.983e-14   5.454e-15 
-1.907e+00  5.530e-01   3.070e+03   1.715e+01   2.836e+01   6.782e-01   1.141e-14   3.236e-15 
-3.011e+00  5.530e-01   3.074e+03   2.393e+01   3.860e+01   1.003e+00   3.499e-15   1.350e-15 
-4.115e+00  5.530e-01   3.081e+03   1.220e+01   1.922e+01   4.969e-01   2.141e-15   4.114e-16 
