Position    dPosition   Velocity    dVelocity   fwhm        dfwhm       flux        dflux     
2.509e+00   5.530e-01   3.148e+03   1.444e+01   1.782e+01   6.217e-01   1.769e-14   3.153e-15 
3.616e+00   5.530e-01   3.213e+03   1.410e+01   1.803e+01   6.240e-01   8.355e-15   1.506e-15 
4.654e+00   5.530e-01   3.231e+03   1.737e+01   2.722e+01   7.182e-01   1.099e-14   2.993e-15 
5.760e+00   5.530e-01   3.236e+03   1.394e+01   2.371e+01   5.581e-01   1.988e-14   4.713e-15 
6.862e+00   5.530e-01   3.236e+03   1.402e+01   2.379e+01   5.604e-01   1.972e-14   4.690e-15 
7.846e+00   5.530e-01   3.232e+03   1.710e+01   2.721e+01   6.876e-01   5.363e-15   1.459e-15 
9.070e+00   5.530e-01   3.207e+03   2.076e+01   3.100e+01   8.736e-01   1.280e-15   3.967e-16 
1.018e+01   5.530e-01   3.196e+03   9.482e+00   1.449e+01   3.579e-01   6.721e-16   9.737e-17 
1.407e+00   5.530e-01   3.148e+03   1.543e+01   1.900e+01   6.617e-01   1.334e-14   2.535e-15 
3.030e-01   5.530e-01   3.070e+03   1.502e+01   2.334e+01   6.334e-01   1.300e-14   3.033e-15 
-8.030e-01  5.530e-01   3.068e+03   1.486e+01   2.456e+01   5.981e-01   1.301e-14   3.196e-15 
-1.907e+00  5.530e-01   3.068e+03   2.240e+01   3.658e+01   9.231e-01   5.450e-15   1.994e-15 
-3.011e+00  5.530e-01   3.074e+03   3.132e+01   5.121e+01   1.373e+00   1.728e-15   8.849e-16 
-4.115e+00  5.530e-01   3.084e+03   1.486e+01   2.511e+01   6.075e-01   1.001e-15   2.514e-16 
