Position    dPosition   Velocity    dVelocity   fwhm        dfwhm       flux        dflux     
2.509e+00   5.530e-01   3.151e+03   2.591e+01   2.718e+01   8.336e-01   1.508e-15   4.098e-16 
3.616e+00   5.530e-01   3.179e+03   2.821e+01   3.033e+01   8.760e-01   8.284e-16   2.513e-16 
4.654e+00   5.530e-01   3.213e+03   4.309e+01   6.458e+01   1.227e+00   5.078e-16   3.279e-16 
5.760e+00   5.530e-01   3.241e+03   2.662e+01   3.139e+01   8.101e-01   1.002e-15   3.146e-16 
6.862e+00   5.530e-01   3.241e+03   2.582e+01   3.031e+01   7.959e-01   1.013e-15   3.071e-16 
7.846e+00   5.530e-01   3.242e+03   3.961e+01   4.864e+01   1.041e+00   5.555e-16   2.702e-16 
9.070e+00   5.530e-01   3.237e+03   3.037e+01   3.948e+01   8.407e-01   1.828e-16   7.215e-17 
1.018e+01   5.530e-01   3.161e+03   5.819e+01   6.774e+01   1.952e+00   4.804e-17   3.254e-17 
1.407e+00   5.530e-01   3.150e+03   2.709e+01   2.948e+01   8.360e-01   1.085e-15   3.200e-16 
3.030e-01   5.530e-01   3.085e+03   4.595e+01   6.196e+01   1.279e+00   4.482e-16   2.777e-16 
-8.030e-01  5.530e-01   3.085e+03   4.459e+01   6.680e+01   1.276e+00   2.967e-16   1.982e-16 
-1.907e+00  5.530e-01   3.101e+03   2.846e+01   3.660e+01   8.642e-01   1.980e-16   7.248e-17 
-3.011e+00  5.530e-01   3.105e+03   4.165e+01   7.264e+01   1.429e+00   3.395e-17   2.466e-17 
-4.115e+00  5.530e-01   2.976e+03   0.000e+00   2.655e+01   1.884e-02   4.920e-19   1.306e-19 
