Position    dPosition   Velocity    dVelocity   fwhm        dfwhm       flux        dflux     
2.509e+00   5.530e-01   3.163e+03   1.561e+01   1.831e+01   4.380e-01   3.565e-15   6.529e-16 
3.616e+00   5.530e-01   3.195e+03   1.898e+01   1.923e+01   5.392e-01   2.405e-15   4.625e-16 
4.654e+00   5.530e-01   3.247e+03   3.238e+01   3.669e+01   9.160e-01   2.063e-15   7.567e-16 
5.760e+00   5.530e-01   3.265e+03   8.795e+00   1.054e+01   2.449e-01   1.037e-14   1.093e-15 
6.862e+00   5.530e-01   3.265e+03   8.508e+00   1.018e+01   2.378e-01   1.040e-14   1.059e-15 
7.846e+00   5.530e-01   3.269e+03   1.400e+01   1.653e+01   3.956e-01   6.734e-15   1.113e-15 
9.070e+00   5.530e-01   3.259e+03   1.484e+01   1.528e+01   4.262e-01   1.750e-15   2.673e-16 
1.018e+01   5.530e-01   3.196e+03   2.515e+01   2.043e+01   7.347e-01   6.262e-16   1.280e-16 
1.407e+00   5.530e-01   3.150e+03   1.611e+01   2.059e+01   4.498e-01   2.432e-15   5.009e-16 
3.030e-01   5.530e-01   3.109e+03   1.951e+01   2.490e+01   5.275e-01   3.903e-15   9.718e-16 
-8.030e-01  5.530e-01   3.115e+03   2.303e+01   2.756e+01   6.758e-01   2.444e-15   6.737e-16 
-1.907e+00  5.530e-01   3.131e+03   1.632e+01   2.196e+01   4.804e-01   7.264e-16   1.595e-16 
-3.011e+00  5.530e-01   3.133e+03   2.180e+01   2.271e+01   6.805e-01   4.611e-16   1.047e-16 
-4.115e+00  5.530e-01   3.145e+03   2.091e+01   1.692e+01   5.887e-01   4.430e-16   7.495e-17 
