wlen 	 newgal_spectrum 
  4176.646 	      0.039
  4177.397 	      0.034
  4178.147 	      0.030
  4178.898 	      0.024
  4179.649 	      0.012
  4180.400 	     -0.001
  4181.151 	     -0.014
  4181.902 	     -0.030
  4182.653 	     -0.049
  4183.405 	     -0.062
  4184.157 	     -0.076
  4184.908 	     -0.091
  4185.660 	     -0.116
  4186.412 	     -0.131
  4187.164 	     -0.149
  4187.917 	     -0.174
  4188.669 	     -0.037
  4189.422 	     -0.016
  4190.174 	     -0.004
  4190.927 	      0.017
  4191.680 	     -0.021
  4192.433 	     -0.045
  4193.186 	     -0.056
  4193.940 	     -0.038
  4194.693 	     -0.067
  4195.447 	     -0.029
  4196.201 	     -0.017
  4196.955 	     -0.098
  4199.972 	      0.043
  4200.726 	      0.058
  4201.481 	      0.027
  4202.236 	      0.012
  4202.991 	      0.061
  4203.746 	      0.075
  4204.501 	      0.031
  4205.257 	      0.013
  4206.012 	      0.092
  4206.768 	      0.046
  4207.524 	      0.011
  4208.280 	      0.011
  4209.036 	      0.105
  4209.792 	      0.059
  4210.548 	      0.033
  4211.305 	      0.002
  4212.061 	     -0.050
  4212.818 	     -0.068
  4213.575 	     -0.032
  4214.332 	      0.009
  4215.089 	      0.045
  4215.846 	      0.053
  4216.604 	      0.032
  4217.361 	      0.012
  4218.119 	      0.007
  4218.877 	     -0.004
  4219.635 	     -0.040
  4220.393 	     -0.061
  4221.151 	     -0.047
  4221.910 	     -0.015
  4222.668 	     -0.035
  4223.427 	     -0.045
  4224.186 	     -0.030
  4224.945 	     -0.075
  4225.704 	     -0.081
  4226.463 	     -0.070
  4227.222 	     -0.037
  4227.982 	      0.054
  4228.741 	      0.025
  4229.501 	     -0.017
  4230.261 	     -0.067
  4231.021 	      0.030
  4231.781 	      0.024
  4232.542 	      0.041
  4233.302 	      0.085
  4234.063 	     -0.007
  4234.823 	      0.065
  4235.584 	      0.071
  4236.345 	      0.020
  4237.106 	     -0.050
  4237.868 	      0.052
  4238.629 	      0.123
  4239.390 	      0.163
  4240.152 	      0.099
  4240.914 	      0.052
  4241.676 	      0.030
  4242.438 	      0.014
  4243.200 	     -0.068
  4243.963 	      0.003
  4244.725 	      0.051
  4245.488 	      0.078
  4246.250 	      0.040
  4247.013 	     -0.004
  4252.357 	      0.031
  4253.121 	     -0.008
  4253.886 	     -0.016
  4254.650 	     -0.020
  4255.414 	     -0.025
  4256.179 	     -0.026
  4256.944 	      0.009
  4257.708 	      0.048
  4258.473 	      0.089
  4259.238 	      0.056
  4260.004 	      0.030
  4260.769 	      0.051
  4261.535 	      0.106
  4262.300 	      0.033
  4263.066 	      0.051
  4263.832 	      0.070
  4264.598 	      0.082
  4265.364 	      0.035
  4266.130 	     -0.038
  4266.897 	     -0.064
  4267.664 	     -0.050
  4268.430 	      0.064
  4269.197 	      0.045
  4269.964 	      0.002
  4270.731 	     -0.053
  4271.499 	     -0.127
  4272.266 	      0.026
  4273.034 	      0.048
  4273.801 	      0.076
  4274.569 	      0.134
  4275.337 	      0.165
  4276.105 	      0.103
  4276.874 	      0.071
  4277.642 	      0.071
  4278.411 	     -0.009
  4279.179 	     -0.022
  4279.948 	     -0.031
  4280.717 	     -0.038
  4281.486 	     -0.042
  4282.255 	     -0.015
  4283.025 	      0.034
  4283.794 	      0.084
  4284.564 	      0.110
  4285.334 	      0.097
  4286.104 	      0.066
  4286.874 	      0.037
  4287.644 	      0.021
  4288.414 	      0.029
  4289.185 	      0.025
  4289.955 	      0.017
  4290.726 	      0.008
  4291.497 	      0.036
  4292.268 	      0.074
  4293.039 	      0.074
  4293.811 	      0.049
  4294.582 	      0.022
  4295.354 	      0.095
  4296.125 	      0.071
  4296.897 	      0.031
  4297.669 	      0.040
  4298.441 	      0.082
  4299.214 	      0.044
  4299.986 	      0.022
  4300.759 	      0.044
  4301.531 	     -0.064
  4302.304 	      0.053
  4303.077 	      0.080
  4303.850 	      0.025
  4304.623 	     -0.001
  4305.397 	      0.064
  4306.170 	      0.081
  4306.944 	      0.089
  4307.718 	      0.141
  4308.492 	      0.059
  4309.266 	      0.027
  4310.040 	      0.022
  4310.814 	      0.046
  4311.589 	      0.002
  4312.364 	     -0.016
  4313.138 	     -0.014
  4313.913 	      0.003
  4314.688 	     -0.004
  4315.464 	      0.056
  4316.239 	      0.068
  4317.014 	      0.055
  4317.790 	      0.022
  4318.566 	      0.024
  4319.342 	     -0.001
  4320.118 	     -0.007
  4320.894 	      0.032
  4321.670 	      0.078
  4322.447 	      0.118
  4323.223 	      0.113
  4324.000 	      0.071
  4324.777 	      0.022
  4325.554 	      0.053
  4326.331 	      0.076
  4327.108 	      0.090
  4327.886 	      0.083
  4328.663 	      0.092
  4329.441 	      0.063
  4330.219 	      0.043
  4330.997 	      0.040
  4331.775 	      0.022
  4332.553 	      0.019
  4333.332 	      0.035
  4334.110 	      0.054
  4334.889 	      0.030
  4335.668 	     -0.033
  4336.447 	      0.028
  4337.226 	      0.084
  4338.005 	      0.067
  4338.784 	     -0.005
  4339.564 	      0.010
  4340.344 	     -0.022
  4341.123 	     -0.084
  4341.903 	     -0.026
  4342.683 	     -0.052
  4343.464 	      0.008
  4344.244 	      0.072
  4345.024 	      0.059
  4345.805 	      0.053
  4346.586 	      0.084
  4347.367 	      0.084
  4348.148 	      0.047
  4348.929 	      0.027
  4349.710 	      0.038
  4350.492 	      0.022
  4351.274 	     -0.007
  4352.055 	     -0.037
  4352.837 	      0.029
  4353.619 	      0.026
  4354.402 	      0.036
  4355.184 	      0.073
  4355.966 	      0.092
  4356.749 	      0.097
  4357.532 	      0.088
  4358.315 	      0.086
  4359.098 	      0.144
  4359.881 	      0.076
  4360.664 	      0.056
  4361.448 	      0.074
  4362.231 	      0.127
  4363.015 	      0.132
  4363.799 	      0.003
  4364.583 	     -0.034
  4365.367 	     -0.025
  4366.151 	     -0.025
  4366.936 	      0.043
  4367.720 	      0.030
  4368.505 	      0.047
  4369.290 	      0.114
