Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6359.832	    0.212	 5.302e-17	         7.519e-18	    1.592	    0.186	 2.116e-16	 3.891e-17	   -2.445	            0.378	 2819.376	 2819.376	   10.011	   18.387	    3.750
[OI]b   	 6363.800	 6423.932	    0.212	 1.710e-17	         7.519e-18	    1.592	    0.186	 6.827e-17	 3.106e-17	   -2.445	            0.378	 2819.376	 2819.376	    9.911	   45.492	    3.750
[NII]b  	 6548.100	 6610.220	    0.304	 2.175e-16	         1.247e-16	    1.892	    0.242	 1.032e-15	 6.062e-16	           -2.445	    0.378	 2830.567	 2830.567	   13.775	           58.767	    4.456
Halpha  	 6562.800	 6625.038	    0.230	 1.374e-15	         2.120e-16	    1.846	    0.175	 6.356e-15	 1.151e-15	           -2.445	    0.378	 2829.574	 2829.574	   10.400	           18.111	    4.346
[NII]a  	 6583.500	 6645.956	    0.304	 6.307e-16	         1.247e-16	    1.902	    0.242	 3.008e-15	 7.074e-16	           -2.445	    0.378	 2830.567	 2830.567	   13.701	           23.519	    4.480
[SII]a  	 6716.400	 6780.263	    0.471	 2.080e-16	         7.753e-17	    1.876	    0.367	 9.780e-16	 4.116e-16	           -2.445	    0.378	 2837.020	 2837.020	   20.823	           42.084	    4.417
[SII]b  	 6730.800	 6794.800	    0.471	 1.523e-16	         6.343e-17	    1.880	    0.367	 7.178e-16	 3.300e-16	           -2.445	    0.378	 2837.020	 2837.020	   20.778	           45.977	    4.426
Hbeta   	 4861.000	 4906.863	    0.249	 1.718e-16	         3.527e-17	    1.377	    0.182	 5.931e-16	 1.447e-16	           -2.445	    0.378	 2815.191	 2815.191	   15.188	           24.404	    3.242
[OIII]49	 4959.000	 5006.331	    0.577	 6.807e-18	         1.284e-17	    1.065	    0.464	 1.817e-17	 3.517e-17	           -2.445	    0.378	 2847.712	 2847.712	   34.546	          193.592	    2.507
[OIII]50	 5007.000	 5054.790	    0.577	 2.042e-17	         1.284e-17	    1.065	    0.464	 5.450e-17	 4.169e-17	           -2.445	    0.378	 2847.770	 2847.770	   34.215	           76.501	    2.507
[OI]a   	 6300.300	 6359.832	    0.212	 5.302e-17	         7.519e-18	    1.592	    0.186	 2.116e-16	 3.891e-17	           -2.445	    0.378	 2819.376	 2819.376	   10.011	           18.387	    3.750
[OI]b   	 6363.800	 6423.932	    0.212	 1.710e-17	         7.519e-18	    1.592	    0.186	 6.827e-17	 3.106e-17	           -2.445	    0.378	 2819.376	 2819.376	    9.911	           45.492	    3.750
[NII]b  	 6548.100	 6610.220	    0.304	 2.175e-16	         1.247e-16	    1.892	    0.242	 1.032e-15	 6.062e-16	           -2.445	    0.378	 2830.567	 2830.567	   13.775	           58.767	    4.456
Halpha  	 6562.800	 6625.038	    0.230	 1.374e-15	         2.120e-16	    1.846	    0.175	 6.356e-15	 1.151e-15	           -2.445	    0.378	 2829.574	 2829.574	   10.400	           18.111	    4.346
[NII]a  	 6583.500	 6645.956	    0.304	 6.307e-16	         1.247e-16	    1.902	    0.242	 3.008e-15	 7.074e-16	           -2.445	    0.378	 2830.567	 2830.567	   13.701	           23.519	    4.480
[SII]a  	 6716.400	 6780.263	    0.471	 2.080e-16	         7.753e-17	    1.876	    0.367	 9.780e-16	 4.116e-16	           -2.445	    0.378	 2837.020	 2837.020	   20.823	           42.084	    4.417
[SII]b  	 6730.800	 6794.800	    0.471	 1.523e-16	         6.343e-17	    1.880	    0.367	 7.178e-16	 3.300e-16	           -2.445	    0.378	 2837.020	 2837.020	   20.778	           45.977	    4.426
Hbeta   	 4861.000	 4906.863	    0.249	 1.718e-16	         3.527e-17	    1.377	    0.182	 5.931e-16	 1.447e-16	           -2.445	    0.378	 2815.191	 2815.191	   15.188	           24.404	    3.242
[OIII]49	 4959.000	 5006.331	    0.577	 6.807e-18	         1.284e-17	    1.065	    0.464	 1.817e-17	 3.517e-17	           -2.445	    0.378	 2847.712	 2847.712	   34.546	          193.592	    2.507
[OIII]50	 5007.000	 5054.790	    0.577	 2.042e-17	         1.284e-17	    1.065	    0.464	 5.450e-17	 4.169e-17	           -2.445	    0.378	 2847.770	 2847.770	   34.215	           76.501	    2.507
