WV      	 Sigma   
4184.326	    0.128
4185.077	    0.120
4185.828	    0.120
4186.580	    0.129
4187.331	    0.146
4188.083	    0.100
4188.835	    0.014
4189.586	    0.094
4190.339	    0.064
4191.091	    0.071
4191.843	    0.036
4192.595	    0.096
4193.348	    0.036
4194.101	    0.027
4194.853	    0.046
4195.606	    0.078
4196.359	    0.089
4197.113	    0.109
4197.866	    0.127
4198.620	    0.143
4199.373	    0.095
4200.127	    0.055
4200.881	    0.102
4201.635	    0.087
4202.389	    0.089
4203.143	    0.086
4203.898	    0.135
4204.652	    0.095
4205.407	    0.099
4206.162	    0.121
4206.917	    0.120
4207.672	    0.024
4208.427	    0.090
4209.183	    0.087
4209.938	    0.061
4210.694	    0.070
4211.450	    0.070
4212.206	    0.046
4212.962	    0.081
4213.718	    0.048
4214.474	    0.050
4215.231	    0.031
4215.987	    0.048
4216.744	    0.064
4217.501	    0.046
4218.258	    0.041
4219.015	    0.031
4219.773	    0.120
4220.530	    0.145
4221.288	    0.050
4222.045	    0.150
4222.803	    0.163
4223.561	    0.081
4224.319	    0.124
4225.077	    0.155
4225.836	    0.161
4226.594	    0.134
4227.353	    0.122
4228.112	    0.130
4228.871	    0.166
4229.630	    0.157
4230.389	    0.108
4231.148	    0.036
4231.908	    0.063
4232.667	    0.117
4233.427	    0.096
4234.187	    0.034
4234.947	    0.104
4235.707	    0.163
4236.468	    0.067
4237.228	    0.034
4237.989	    0.143
4238.749	    0.043
4239.510	    0.039
4240.271	    0.079
4241.032	    0.154
4241.793	    0.079
4242.555	    0.046
4243.316	    0.051
4244.078	    0.084
4244.840	    0.064
4245.602	    0.104
4246.364	    0.113
4247.126	    0.114
4247.888	    0.153
4248.651	    0.147
4249.413	    0.106
4250.176	    0.041
4250.939	    0.057
4251.702	    0.105
4252.465	    0.082
4253.229	    0.050
4253.992	    0.094
4254.756	    0.085
4255.519	    0.113
4256.283	    0.117
4257.047	    0.087
4257.811	    0.133
4258.575	    0.143
4259.340	    0.149
4260.104	    0.154
4260.869	    0.140
4261.634	    0.126
4262.399	    0.106
4263.164	    0.067
4263.929	    0.067
4264.695	    0.147
4265.460	    0.151
