Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.697	    0.341	 5.344e-17	         7.135e-18	    2.568	    0.328	 3.440e-16	 6.358e-17	    1.332	            0.378	 2860.147	 2860.147	   16.088	   18.481	    6.047
[OI]b   	 6363.800	 6424.806	    0.341	 1.724e-17	         7.135e-18	    2.568	    0.328	 1.110e-16	 4.807e-17	    1.332	            0.378	 2860.147	 2860.147	   15.928	   43.317	    6.047
[NII]b  	 6548.100	 6611.426	    0.297	 2.740e-16	         1.054e-16	    2.452	    0.248	 1.684e-15	 6.697e-16	            1.332	    0.378	 2885.262	 2885.262	   13.453	           39.756	    5.775
Halpha  	 6562.800	 6625.996	    0.259	 1.207e-15	         1.432e-16	    2.498	    0.208	 7.559e-15	 1.095e-15	            1.332	    0.378	 2872.926	 2872.926	   11.702	           14.486	    5.882
[NII]a  	 6583.500	 6647.169	    0.297	 7.947e-16	         1.054e-16	    2.466	    0.248	 4.911e-15	 8.176e-16	            1.332	    0.378	 2885.262	 2885.262	   13.381	           16.646	    5.806
[SII]a  	 6716.400	 6781.261	    0.527	 2.078e-16	         5.547e-17	    2.591	    0.426	 1.350e-15	 4.230e-16	            1.332	    0.378	 2881.133	 2881.133	   23.301	           31.346	    6.100
[SII]b  	 6730.800	 6795.800	    0.527	 1.626e-16	         4.949e-17	    2.596	    0.426	 1.058e-15	 3.658e-16	            1.332	    0.378	 2881.133	 2881.133	   23.251	           34.567	    6.113
Hbeta   	 4861.000	 4907.681	    0.265	 1.914e-16	         2.998e-17	    2.085	    0.192	 1.000e-15	 1.818e-16	            1.332	    0.378	 2865.160	 2865.160	   16.174	           18.173	    4.910
[OIII]49	 4959.000	 5006.541	    0.314	 2.137e-17	         1.525e-17	    1.803	    0.227	 9.658e-17	 6.998e-17	            1.332	    0.378	 2860.252	 2860.252	   18.824	           72.456	    4.245
[OIII]50	 5007.000	 5055.002	    0.314	 6.412e-17	         1.525e-17	    1.803	    0.227	 2.898e-16	 7.798e-17	            1.332	    0.378	 2860.310	 2860.310	   18.643	           26.911	    4.245
