WV      	 Sigma   
4176.646	    0.228
4177.397	    0.223
4178.147	    0.217
4178.898	    0.210
4179.649	    0.199
4180.400	    0.190
4181.151	    0.182
4181.902	    0.173
4182.653	    0.159
4183.405	    0.147
4184.157	    0.131
4184.908	    0.104
4185.660	    0.029
4186.412	    0.092
4187.164	    0.132
4187.917	    0.162
4188.669	    0.164
4189.422	    0.162
4190.174	    0.158
4190.927	    0.150
4191.680	    0.111
4192.433	    0.085
4193.186	    0.050
4193.940	    0.056
4194.693	    0.113
4195.447	    0.129
4196.201	    0.133
4196.955	    0.115
4197.709	    0.070
4198.463	    0.041
4199.217	    0.036
4199.972	    0.081
4200.726	    0.080
4201.481	    0.071
4202.236	    0.048
4202.991	    0.070
4203.746	    0.064
4204.501	    0.022
4205.257	    0.054
4206.012	    0.077
4206.768	    0.061
4207.524	    0.065
4208.280	    0.077
4209.036	    0.095
4209.792	    0.061
4210.548	    0.050
4211.305	    0.057
4212.061	    0.092
4212.818	    0.092
4213.575	    0.089
4214.332	    0.089
4215.089	    0.092
4215.846	    0.083
4216.604	    0.073
4217.361	    0.057
4218.119	    0.013
4218.877	    0.013
4219.635	    0.054
4220.393	    0.081
4221.151	    0.099
4420.610	    0.092
4421.404	    0.086
4422.199	    0.070
4422.993	    0.048
4423.788	    0.031
4424.583	    0.070
4425.377	    0.098
4426.173	    0.105
4426.968	    0.105
4427.763	    0.098
4428.559	    0.094
4429.354	    0.092
4430.150	    0.087
4430.946	    0.084
4431.742	    0.081
4432.538	    0.084
4433.335	    0.104
4434.131	    0.112
4434.928	    0.114
4435.725	    0.110
4436.522	    0.098
4437.319	    0.084
4438.116	    0.022
4438.913	    0.085
4439.711	    0.107
4440.509	    0.123
4441.306	    0.127
4442.104	    0.131
4442.902	    0.133
4443.701	    0.121
4444.499	    0.104
4445.298	    0.099
4446.096	    0.088
4446.895	    0.065
4447.694	    0.048
4448.493	    0.034
4449.292	    0.059
4450.092	    0.086
4450.891	    0.110
4451.691	    0.133
4452.491	    0.125
4453.291	    0.141
4454.091	    0.153
4454.891	    0.151
4455.691	    0.124
4456.492	    0.112
4457.293	    0.122
4458.093	    0.131
4458.894	    0.127
4459.695	    0.133
4460.497	    0.148
4461.298	    0.158
4462.100	    0.162
4462.901	    0.164
4463.703	    0.158
4464.505	    0.170
4465.307	    0.177
4466.109	    0.178
4466.912	    0.172
4467.714	    0.152
4468.517	    0.142
4469.320	    0.127
4470.123	    0.107
4470.926	    0.081
4471.729	    0.087
4472.533	    0.092
4473.336	    0.097
4474.140	    0.101
4474.944	    0.104
4475.748	    0.107
4476.552	    0.107
4477.356	    0.106
4478.161	    0.107
4478.965	    0.111
4479.770	    0.120
4480.575	    0.130
4481.380	    0.139
4482.185	    0.146
4482.990	    0.149
4483.796	    0.150
4484.601	    0.148
4485.407	    0.144
4486.213	    0.143
4487.019	    0.146
4487.825	    0.152
4488.631	    0.159
4489.438	    0.165
