wlen 	 newgal_spectrum 
  4176.646 	      0.316
  4177.397 	      0.303
  4178.147 	      0.287
  4178.898 	      0.268
  4179.649 	      0.240
  4180.400 	      0.220
  4181.151 	      0.201
  4181.902 	      0.182
  4182.653 	      0.153
  4183.405 	      0.132
  4184.157 	      0.105
  4184.908 	      0.066
  4185.660 	      0.005
  4186.412 	     -0.051
  4187.164 	     -0.106
  4187.917 	     -0.160
  4188.669 	     -0.163
  4189.422 	     -0.160
  4190.174 	     -0.152
  4190.927 	     -0.137
  4191.680 	     -0.075
  4192.433 	     -0.044
  4193.186 	     -0.015
  4193.940 	      0.019
  4194.693 	      0.077
  4195.447 	      0.102
  4196.201 	      0.108
  4196.955 	      0.081
  4197.709 	      0.030
  4198.463 	      0.010
  4199.217 	     -0.008
  4199.972 	     -0.040
  4200.726 	     -0.039
  4201.481 	     -0.031
  4202.236 	     -0.014
  4202.991 	      0.030
  4203.746 	      0.025
  4204.501 	      0.003
  4205.257 	     -0.018
  4206.012 	     -0.036
  4206.768 	     -0.023
  4207.524 	     -0.026
  4208.280 	     -0.036
  4209.036 	     -0.055
  4209.792 	     -0.023
  4210.548 	     -0.015
  4211.305 	     -0.020
  4212.061 	     -0.051
  4212.818 	     -0.051
  4213.575 	     -0.048
  4214.332 	     -0.048
  4215.089 	     -0.052
  4215.846 	     -0.042
  4216.604 	     -0.032
  4217.361 	     -0.020
  4218.119 	     -0.001
  4218.877 	      0.000
  4219.635 	     -0.018
  4220.393 	     -0.040
  4221.151 	     -0.060
  4420.610 	     -0.051
  4421.404 	     -0.045
  4422.199 	     -0.030
  4422.993 	     -0.014
  4423.788 	      0.006
  4424.583 	      0.030
  4425.377 	      0.059
  4426.173 	      0.067
  4426.968 	      0.067
  4427.763 	      0.059
  4428.559 	      0.054
  4429.354 	      0.051
  4430.150 	      0.046
  4430.946 	      0.043
  4431.742 	      0.040
  4432.538 	      0.043
  4433.335 	      0.066
  4434.131 	      0.076
  4434.928 	      0.079
  4435.725 	      0.074
  4436.522 	      0.058
  4437.319 	      0.043
  4438.116 	      0.003
  4438.913 	     -0.044
  4439.711 	     -0.070
  4440.509 	     -0.092
  4441.306 	     -0.098
  4442.104 	     -0.104
  4442.902 	     -0.108
  4443.701 	     -0.089
  4444.499 	     -0.066
  4445.298 	     -0.060
  4446.096 	     -0.047
  4446.895 	     -0.026
  4447.694 	     -0.014
  4448.493 	     -0.007
  4449.292 	     -0.021
  4450.092 	     -0.045
  4450.891 	     -0.073
  4451.691 	     -0.108
  4452.491 	     -0.095
  4453.291 	     -0.121
  4454.091 	     -0.143
  4454.891 	     -0.138
  4455.691 	     -0.094
  4456.492 	     -0.076
  4457.293 	     -0.090
  4458.093 	     -0.104
  4458.894 	     -0.098
  4459.695 	     -0.108
  4460.497 	     -0.134
  4461.298 	     -0.151
  4462.100 	     -0.160
