Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6362.103	    0.299	 1.143e-17	         1.306e-18	    2.605	    0.269	 7.463e-17	 1.149e-17	   -6.935	            0.378	 2926.378	 2926.378	   14.066	   15.400	    6.135
[OI]b   	 6363.800	 6426.225	    0.299	 3.686e-18	         1.306e-18	    2.605	    0.269	 2.407e-17	 8.883e-18	   -6.935	            0.378	 2926.378	 2926.378	   13.926	   36.898	    6.135
[NII]b  	 6548.100	 6612.689	    0.441	 2.082e-17	         1.274e-17	    2.231	    0.374	 1.164e-16	 7.386e-17	           -6.935	    0.378	 2942.485	 2942.485	   19.992	           63.432	    5.253
Halpha  	 6562.800	 6627.301	    0.359	 9.927e-17	         1.785e-17	    2.239	    0.292	 5.573e-16	 1.238e-16	           -6.935	    0.378	 2931.986	 2931.986	   16.235	           22.223	    5.273
[NII]a  	 6583.500	 6648.438	    0.441	 6.038e-17	         1.274e-17	    2.243	    0.374	 3.395e-16	 9.131e-17	           -6.935	    0.378	 2942.485	 2942.485	   19.885	           26.896	    5.282
[SII]a  	 6716.400	 6782.634	    0.531	 2.882e-17	         9.547e-18	    1.955	    0.422	 1.413e-16	 5.584e-17	           -6.935	    0.378	 2941.815	 2941.815	   23.487	           39.533	    4.604
[SII]b  	 6730.800	 6797.176	    0.531	 1.697e-17	         7.607e-18	    1.959	    0.422	 8.334e-17	 4.145e-17	           -6.935	    0.378	 2941.815	 2941.815	   23.437	           49.734	    4.614
Hbeta   	 4861.000	 4909.120	    0.411	 2.136e-17	         5.335e-18	    1.933	    0.294	 1.035e-16	 3.027e-17	           -6.935	    0.378	 2953.039	 2953.039	   25.100	           29.246	    4.552
[OIII]49	 4959.000	 5007.783	    0.497	 2.100e-18	         2.704e-18	    1.581	    0.337	 8.318e-18	 1.086e-17	           -6.935	    0.378	 2934.621	 2934.621	   29.731	          130.534	    3.722
[OIII]50	 5007.000	 5056.256	    0.497	 6.299e-18	         2.704e-18	    1.581	    0.337	 2.495e-17	 1.196e-17	           -6.935	    0.378	 2934.679	 2934.679	   29.446	           47.936	    3.722
