Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.372	    0.804	 2.699e-17	         7.265e-18	    2.927	    0.576	 1.980e-16	 6.601e-17	   -4.115	            0.553	 2844.822	 2844.822	   37.888	   33.338	    6.892
[OI]b   	 6363.800	 6424.477	    0.804	 8.706e-18	         7.265e-18	    2.927	    0.576	 6.388e-17	 5.476e-17	   -4.115	            0.553	 2844.822	 2844.822	   37.510	   85.730	    6.892
[NII]b  	 6548.100	 6615.794	    0.332	 7.696e-17	         4.645e-17	    1.750	    0.262	 3.375e-16	 2.099e-16	           -4.115	    0.553	 3083.238	 3083.238	   15.059	           62.191	    4.120
Halpha  	 6562.800	 6630.589	    0.271	 4.267e-16	         6.896e-17	    1.987	    0.212	 2.125e-15	 4.117e-16	           -4.115	    0.553	 3080.650	 3080.650	   12.241	           19.371	    4.679
[NII]a  	 6583.500	 6651.560	    0.332	 2.232e-16	         4.645e-17	    1.759	    0.262	 9.841e-16	 2.518e-16	           -4.115	    0.553	 3083.238	 3083.238	   14.978	           25.592	    4.142
[SII]a  	 6716.400	 6785.603	    0.536	 6.618e-17	         2.700e-17	    1.520	    0.277	 2.521e-16	 1.127e-16	           -4.115	    0.553	 3073.014	 3073.014	   23.678	           44.682	    3.579
[SII]b  	 6730.800	 6800.151	    0.536	 2.407e-17	         1.881e-17	    1.523	    0.277	 9.188e-17	 7.373e-17	           -4.115	    0.553	 3073.014	 3073.014	   23.627	           80.245	    3.587
Hbeta   	 4861.000	 4912.281	    0.346	 6.278e-17	         9.246e-18	    2.752	    0.260	 4.331e-16	 7.579e-17	           -4.115	    0.553	 3145.944	 3145.944	   21.138	           17.501	    6.480
[OIII]49	 4959.000	 5010.576	    0.530	 2.230e-18	         2.774e-18	    1.417	    0.549	 7.922e-18	 1.032e-17	           -4.115	    0.553	 3101.774	 3101.774	   31.716	          130.266	    3.337
[OIII]50	 5007.000	 5059.076	    0.530	 6.691e-18	         2.774e-18	    1.417	    0.549	 2.377e-17	 1.349e-17	           -4.115	    0.553	 3101.832	 3101.832	   31.412	           56.766	    3.337
[OI]a   	 6300.300	 6360.342	    0.799	 2.712e-17	         7.269e-18	    2.928	    0.573	 1.990e-16	 6.605e-17	           -4.115	    0.553	 2843.430	 2843.430	   37.678	           33.191	    6.894
[OI]b   	 6363.800	 6424.447	    0.799	 8.747e-18	         7.269e-18	    2.928	    0.573	 6.419e-17	 5.480e-17	           -4.115	    0.553	 2843.430	 2843.430	   37.302	           85.376	    6.894
[NII]b  	 6548.100	 6615.794	    0.332	 7.700e-17	         4.633e-17	    1.756	    0.261	 3.389e-16	 2.101e-16	           -4.115	    0.553	 3083.232	 3083.232	   15.028	           61.976	    4.135
Halpha  	 6562.800	 6630.589	    0.271	 4.266e-16	         6.887e-17	    1.990	    0.212	 2.128e-15	 4.116e-16	           -4.115	    0.553	 3080.641	 3080.641	   12.233	           19.340	    4.687
[NII]a  	 6583.500	 6651.560	    0.332	 2.233e-16	         4.633e-17	    1.766	    0.261	 9.882e-16	 2.517e-16	           -4.115	    0.553	 3083.232	 3083.232	   14.947	           25.475	    4.157
[SII]a  	 6716.400	 6785.614	    0.541	 6.615e-17	         2.730e-17	    1.493	    0.280	 2.476e-16	 1.123e-16	           -4.115	    0.553	 3073.513	 3073.513	   23.894	           45.339	    3.516
[SII]b  	 6730.800	 6800.162	    0.541	 2.394e-17	         1.914e-17	    1.496	    0.280	 8.982e-17	 7.375e-17	           -4.115	    0.553	 3073.513	 3073.513	   23.843	           82.114	    3.524
Hbeta   	 4861.000	 4912.281	    0.346	 6.277e-17	         9.241e-18	    2.754	    0.260	 4.333e-16	 7.577e-17	           -4.115	    0.553	 3145.976	 3145.976	   21.132	           17.487	    6.485
[OIII]49	 4959.000	 5010.580	    0.532	 2.229e-18	         2.769e-18	    1.417	    0.549	 7.917e-18	 1.030e-17	           -4.115	    0.553	 3102.028	 3102.028	   31.804	          130.151	    3.337
[OIII]50	 5007.000	 5059.081	    0.532	 6.687e-18	         2.769e-18	    1.417	    0.549	 2.375e-17	 1.347e-17	           -4.115	    0.553	 3102.086	 3102.086	   31.499	           56.727	    3.337
