Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6360.383	    0.414	 6.262e-17	         8.592e-18	    2.998	    0.390	 4.707e-16	 8.895e-17	    0.675	            0.378	 2845.348	 2845.348	   19.501	   18.899	    7.061
[OI]b   	 6363.800	 6424.489	    0.414	 2.020e-17	         8.592e-18	    2.998	    0.390	 1.518e-16	 6.753e-17	    0.675	            0.378	 2845.348	 2845.348	   19.306	   44.475	    7.061
[NII]b  	 6548.100	 6611.091	    0.298	 3.530e-16	         1.440e-16	    2.331	    0.250	 2.063e-15	 8.702e-16	            0.675	    0.378	 2870.035	 2870.035	   13.523	           42.188	    5.489
Halpha  	 6562.800	 6625.830	    0.254	 1.660e-15	         1.997e-16	    2.406	    0.201	 1.001e-14	 1.467e-15	            0.675	    0.378	 2865.423	 2865.423	   11.475	           14.649	    5.665
[NII]a  	 6583.500	 6646.831	    0.298	 1.024e-15	         1.440e-16	    2.344	    0.250	 6.014e-15	 1.062e-15	            0.675	    0.378	 2870.035	 2870.035	   13.450	           17.651	    5.519
[SII]a  	 6716.400	 6781.008	    0.539	 2.739e-16	         7.946e-17	    2.383	    0.449	 1.636e-15	 5.660e-16	            0.675	    0.378	 2869.970	 2869.970	   23.819	           34.600	    5.611
[SII]b  	 6730.800	 6795.547	    0.539	 2.056e-16	         7.017e-17	    2.388	    0.449	 1.231e-15	 4.796e-16	            0.675	    0.378	 2869.970	 2869.970	   23.768	           38.966	    5.623
Hbeta   	 4861.000	 4907.647	    0.193	 2.654e-16	         3.276e-17	    2.038	    0.140	 1.356e-15	 1.914e-16	            0.675	    0.378	 2863.045	 2863.045	   11.806	           14.117	    4.800
[OIII]49	 4959.000	 5006.713	    0.395	 1.368e-17	         1.162e-17	    1.876	    0.356	 6.434e-17	 5.601e-17	            0.675	    0.378	 2870.553	 2870.553	   23.652	           87.054	    4.418
[OIII]50	 5007.000	 5055.175	    0.395	 4.104e-17	         1.162e-17	    1.876	    0.356	 1.930e-16	 6.579e-17	            0.675	    0.378	 2870.611	 2870.611	   23.425	           34.084	    4.418
