1 1 1138.28 1142.96
3.8644 
0.7732 
name    flux    f_err    vel    sig
Hgamma      	   2.81507	      0.14	 2865.1693	     91.27
Hbeta       	   4.07980	      0.14	 2865.1693	     91.27
Halpha      	  25.27933	      0.13	 2865.1693	     91.27
[SII]6716   	   4.44325	      0.13	 2872.8334	     98.11
[SII]6731   	   3.79996	      0.13	 2872.8334	     98.11
[OIII]5007_d	   1.07225	      0.17	 2872.8334	     98.11
[OI]6300_d  	   3.13027	      0.17	 2872.8334	     98.11
[NII]6583_d 	  22.74282	      0.16	 2872.8334	     98.11
