WV      	 Sigma   
4184.326	    0.021
4185.077	    0.009
4185.828	    0.027
4186.580	    0.036
4187.331	    0.007
4188.083	    0.030
4188.835	    0.044
4189.586	    0.056
4190.339	    0.047
4191.091	    0.045
4191.843	    0.043
4192.595	    0.040
4193.348	    0.037
4194.101	    0.033
4194.853	    0.025
4195.606	    0.015
4196.359	    0.024
4197.113	    0.038
4197.866	    0.044
4198.620	    0.040
4199.373	    0.044
4200.127	    0.034
4200.881	    0.023
4201.635	    0.023
4202.389	    0.020
4203.143	    0.036
4203.898	    0.043
4204.652	    0.039
4205.407	    0.049
4206.162	    0.013
4206.917	    0.046
4207.672	    0.015
4208.427	    0.038
4209.183	    0.039
4209.938	    0.040
4210.694	    0.048
4211.450	    0.035
4212.206	    0.019
4212.962	    0.013
4213.718	    0.038
4214.474	    0.035
4215.231	    0.018
4215.987	    0.013
4216.744	    0.025
4217.501	    0.027
4218.258	    0.019
4219.015	    0.015
4219.773	    0.027
4220.530	    0.009
4221.288	    0.007
4222.045	    0.019
4222.803	    0.035
4223.561	    0.033
4224.319	    0.027
4225.077	    0.018
4225.836	    0.012
4226.594	    0.035
4227.353	    0.040
4228.112	    0.038
4228.871	    0.013
4229.630	    0.009
4230.389	    0.028
4231.148	    0.036
4231.908	    0.038
4232.667	    0.040
4233.427	    0.033
4234.187	    0.022
4234.947	    0.009
4235.707	    0.036
4236.468	    0.048
4237.228	    0.041
4237.989	    0.027
4238.749	    0.007
4239.510	    0.027
4240.271	    0.026
4241.032	    0.009
4241.793	    0.041
4242.555	    0.023
4243.316	    0.015
4244.078	    0.025
4244.840	    0.019
4245.602	    0.020
4246.364	    0.027
4247.126	    0.036
4247.888	    0.047
4248.651	    0.045
4249.413	    0.044
4250.176	    0.042
4250.939	    0.045
4251.702	    0.044
4252.465	    0.045
4253.229	    0.046
4253.992	    0.047
4254.756	    0.059
4255.519	    0.057
4256.283	    0.050
4257.047	    0.039
4257.811	    0.042
4258.575	    0.048
4259.340	    0.051
4260.104	    0.045
4260.869	    0.037
4261.634	    0.041
4262.399	    0.040
4263.164	    0.031
4263.929	    0.049
4264.695	    0.055
4265.460	    0.049
4266.226	    0.026
4266.991	    0.042
4267.757	    0.009
4268.523	    0.007
4269.290	    0.035
4270.056	    0.062
4270.822	    0.051
4271.589	    0.040
4272.356	    0.030
4273.123	    0.039
4273.890	    0.034
4274.657	    0.044
4275.424	    0.052
4276.191	    0.047
4276.959	    0.037
4277.727	    0.043
4278.494	    0.048
4279.262	    0.051
4280.031	    0.051
4280.799	    0.052
4281.567	    0.049
4282.336	    0.038
4283.104	    0.047
4283.873	    0.051
4284.642	    0.047
4285.411	    0.037
4286.180	    0.048
4286.950	    0.044
4287.719	    0.041
4288.489	    0.043
4289.259	    0.057
4290.029	    0.060
4290.799	    0.056
4291.569	    0.049
4292.339	    0.043
4293.110	    0.046
4293.880	    0.045
4294.651	    0.051
4295.422	    0.065
4296.193	    0.050
4296.964	    0.045
4297.735	    0.045
4298.507	    0.050
4299.278	    0.046
4300.050	    0.049
4300.822	    0.061
4301.594	    0.068
4302.366	    0.041
4303.138	    0.030
4303.910	    0.033
4304.683	    0.036
4305.456	    0.038
4306.229	    0.027
4307.001	    0.038
4307.775	    0.044
4308.548	    0.044
4309.321	    0.065
4310.095	    0.042
4310.868	    0.033
4311.642	    0.037
4312.416	    0.020
4313.190	    0.035
4313.964	    0.047
4314.739	    0.053
4315.513	    0.040
4316.288	    0.035
4317.062	    0.046
4317.837	    0.054
4318.612	    0.057
4319.388	    0.047
4320.163	    0.039
4320.938	    0.039
4321.714	    0.044
4322.490	    0.055
4323.266	    0.058
4324.042	    0.062
4324.818	    0.063
4325.594	    0.056
4326.370	    0.031
4327.147	    0.027
4327.924	    0.036
4328.700	    0.052
4329.477	    0.044
4330.255	    0.039
4331.032	    0.044
4331.809	    0.050
4332.587	    0.038
4333.364	    0.054
4334.142	    0.058
4334.920	    0.053
4335.698	    0.029
4336.477	    0.019
4337.255	    0.042
4338.034	    0.036
4338.812	    0.030
4339.591	    0.039
4340.370	    0.022
4341.149	    0.012
4341.928	    0.026
4342.708	    0.020
4343.487	    0.027
4344.267	    0.022
4345.046	    0.028
4345.826	    0.021
4346.606	    0.015
4347.387	    0.052
4348.167	    0.051
4348.947	    0.033
4349.728	    0.050
4350.509	    0.038
4351.290	    0.049
4352.071	    0.060
4352.852	    0.066
4353.633	    0.063
4354.415	    0.066
4355.196	    0.065
4355.978	    0.059
4356.760	    0.056
4357.542	    0.047
4358.324	    0.042
4359.106	    0.044
4359.889	    0.055
4360.671	    0.063
4361.454	    0.060
4362.237	    0.058
4363.020	    0.058
4363.803	    0.064
4364.587	    0.064
4365.370	    0.059
4366.153	    0.053
4366.937	    0.050
4367.721	    0.046
4368.505	    0.064
4369.289	    0.067
4370.073	    0.058
4370.858	    0.067
4371.642	    0.050
4372.427	    0.047
4373.212	    0.048
4373.997	    0.049
4374.782	    0.051
4375.567	    0.041
4376.353	    0.020
4377.138	    0.015
4387.363	    0.052
4388.151	    0.052
4388.938	    0.061
4389.726	    0.057
4390.514	    0.059
4391.302	    0.063
4392.090	    0.063
4392.879	    0.054
4393.667	    0.051
4394.456	    0.045
4395.245	    0.036
4396.033	    0.031
4396.823	    0.056
4397.612	    0.060
4398.401	    0.058
4399.191	    0.050
4399.980	    0.053
4400.770	    0.056
4401.560	    0.058
4402.350	    0.059
4403.140	    0.066
4403.931	    0.057
4404.721	    0.058
4405.512	    0.061
4406.302	    0.063
4407.093	    0.068
4407.884	    0.052
4408.676	    0.048
4409.467	    0.053
4410.258	    0.066
4411.050	    0.073
4411.842	    0.060
4412.634	    0.051
4413.426	    0.050
4414.218	    0.051
4415.010	    0.053
4415.803	    0.057
4416.595	    0.055
4417.388	    0.045
4418.181	    0.053
4418.974	    0.031
4419.767	    0.045
4420.561	    0.058
4421.354	    0.049
4422.148	    0.035
4422.941	    0.031
4423.735	    0.023
4424.529	    0.013
4425.324	    0.039
4426.118	    0.030
4426.912	    0.024
4427.707	    0.024
4428.502	    0.033
4429.297	    0.051
4430.092	    0.047
4430.887	    0.051
4431.682	    0.055
4432.478	    0.056
4433.273	    0.046
4434.069	    0.033
4434.865	    0.013
4435.661	    0.022
4436.457	    0.027
4437.253	    0.012
4438.050	    0.020
4438.847	    0.033
4439.643	    0.039
4440.440	    0.038
4441.237	    0.024
4442.034	    0.007
4442.832	    0.020
4443.629	    0.022
4444.427	    0.028
4445.225	    0.030
4446.023	    0.012
4446.821	    0.030
4447.619	    0.045
4448.417	    0.048
4449.216	    0.040
4450.014	    0.033
4450.813	    0.027
4451.612	    0.028
4452.411	    0.043
4453.210	    0.046
4454.009	    0.041
4454.809	    0.028
4455.609	    0.013
4456.408	    0.016
4457.208	    0.024
4458.008	    0.025
4458.808	    0.022
4459.609	    0.027
4460.409	    0.044
4461.210	    0.051
4462.011	    0.052
4462.812	    0.047
4463.613	    0.036
4464.414	    0.012
4465.215	    0.022
4466.017	    0.027
4466.818	    0.025
4467.620	    0.019
4468.422	    0.038
4469.224	    0.042
4470.026	    0.039
4470.829	    0.030
4471.631	    0.026
4472.434	    0.031
4473.237	    0.025
4474.039	    0.009
4474.843	    0.031
4475.646	    0.035
4476.449	    0.022
4477.253	    0.018
4478.056	    0.022
4478.860	    0.030
4479.664	    0.024
4480.468	    0.025
4481.272	    0.025
4482.077	    0.022
4482.881	    0.016
4483.686	    0.009
4484.491	    0.020
4485.296	    0.027
4486.101	    0.030
4486.906	    0.032
4487.711	    0.033
4488.517	    0.031
4489.322	    0.030
4490.128	    0.030
4490.934	    0.030
4491.740	    0.034
4492.547	    0.038
4493.353	    0.033
4494.160	    0.030
4494.966	    0.037
4495.773	    0.043
4496.580	    0.047
4497.387	    0.045
4498.194	    0.039
4499.002	    0.029
4499.809	    0.015
4500.617	    0.016
4501.425	    0.019
4502.233	    0.007
4503.041	    0.021
4503.849	    0.034
4504.658	    0.031
4505.466	    0.021
4506.275	    0.007
4507.084	    0.012
4507.893	    0.019
4508.702	    0.016
4509.511	    0.013
4510.321	    0.016
4511.130	    0.015
4511.940	    0.039
4512.750	    0.050
4513.560	    0.056
4514.370	    0.059
4515.180	    0.059
4515.991	    0.057
4516.802	    0.050
4517.612	    0.041
