wlen 	 newgal_spectrum 
  4184.326 	      0.010
  4185.077 	     -0.002
  4185.828 	     -0.016
  4186.580 	     -0.030
  4187.331 	     -0.001
  4188.083 	     -0.021
  4188.835 	     -0.044
  4189.586 	     -0.072
  4190.339 	     -0.049
  4191.091 	     -0.046
  4191.843 	     -0.042
  4192.595 	     -0.036
  4193.348 	     -0.031
  4194.101 	     -0.024
  4194.853 	     -0.014
  4195.606 	      0.005
  4196.359 	     -0.013
  4197.113 	     -0.032
  4197.866 	     -0.043
  4198.620 	     -0.036
  4199.373 	     -0.044
  4200.127 	     -0.026
  4200.881 	     -0.012
  4201.635 	     -0.012
  4202.389 	      0.009
  4203.143 	      0.029
  4203.898 	      0.041
  4204.652 	      0.034
  4205.407 	     -0.054
  4206.162 	      0.004
  4206.917 	      0.048
  4207.672 	      0.005
  4208.427 	     -0.033
  4209.183 	     -0.035
  4209.938 	     -0.037
  4210.694 	     -0.053
  4211.450 	     -0.027
  4212.206 	     -0.008
  4212.962 	     -0.004
  4213.718 	     -0.033
  4214.474 	     -0.027
  4215.231 	     -0.007
  4215.987 	      0.004
  4216.744 	     -0.014
  4217.501 	      0.016
  4218.258 	      0.008
  4219.015 	     -0.005
  4219.773 	     -0.017
  4220.530 	     -0.002
  4221.288 	     -0.001
  4222.045 	     -0.008
  4222.803 	     -0.028
  4223.561 	     -0.024
  4224.319 	     -0.016
  4225.077 	     -0.007
  4225.836 	      0.003
  4226.594 	      0.028
  4227.353 	      0.037
  4228.112 	      0.032
  4228.871 	      0.004
  4229.630 	      0.002
  4230.389 	      0.018
  4231.148 	      0.030
  4231.908 	      0.033
  4232.667 	      0.036
  4233.427 	      0.024
  4234.187 	      0.011
  4234.947 	     -0.002
  4235.707 	      0.029
  4236.468 	      0.052
  4237.228 	      0.038
  4237.989 	     -0.017
  4238.749 	     -0.001
  4239.510 	     -0.016
  4240.271 	     -0.015
  4241.032 	      0.002
  4241.793 	      0.038
  4242.555 	      0.012
  4243.316 	     -0.005
  4244.078 	     -0.014
  4244.840 	      0.008
  4245.602 	      0.009
  4246.364 	      0.017
  4247.126 	      0.030
  4247.888 	      0.050
  4248.651 	      0.046
  4249.413 	      0.043
  4250.176 	      0.040
  4250.939 	      0.045
  4251.702 	      0.044
  4252.465 	      0.045
  4253.229 	      0.047
  4253.992 	      0.050
  4254.756 	      0.080
  4255.519 	      0.074
  4256.283 	      0.057
  4257.047 	      0.034
  4257.811 	      0.040
  4258.575 	      0.053
  4259.340 	      0.058
  4260.104 	      0.045
  4260.869 	      0.031
  4261.634 	      0.038
  4262.399 	      0.037
  4263.164 	      0.022
  4263.929 	      0.054
  4264.695 	      0.068
  4265.460 	      0.055
  4266.226 	      0.015
  4266.991 	      0.039
  4267.757 	      0.002
  4268.523 	      0.001
  4269.290 	      0.028
  4270.056 	      0.086
  4270.822 	      0.060
  4271.589 	      0.036
  4272.356 	      0.020
  4273.123 	      0.034
  4273.890 	      0.026
  4274.657 	      0.044
  4275.424 	      0.061
  4276.191 	      0.051
  4276.959 	      0.031
  4277.727 	      0.041
  4278.494 	      0.053
  4279.262 	      0.060
  4280.031 	      0.058
  4280.799 	      0.062
  4281.567 	      0.054
  4282.336 	      0.033
  4283.104 	      0.049
  4283.873 	      0.059
  4284.642 	      0.050
  4285.411 	      0.031
  4286.180 	      0.053
  4286.950 	      0.043
  4287.719 	      0.038
  4288.489 	      0.041
  4289.259 	      0.073
  4290.029 	      0.082
  4290.799 	      0.071
  4291.569 	      0.055
  4292.339 	      0.042
  4293.110 	      0.048
  4293.880 	      0.045
  4294.651 	      0.059
  4295.422 	      0.097
  4296.193 	      0.056
  4296.964 	      0.045
  4297.735 	      0.046
  4298.507 	      0.056
  4299.278 	      0.048
  4300.050 	      0.054
  4300.822 	      0.085
  4301.594 	      0.106
  4302.366 	      0.038
  4303.138 	      0.021
  4303.910 	      0.025
  4304.683 	      0.030
  4305.456 	      0.033
  4306.229 	      0.016
  4307.001 	      0.032
  4307.775 	      0.043
  4308.548 	      0.044
  4309.321 	      0.096
  4310.095 	      0.039
  4310.868 	      0.024
  4311.642 	      0.031
  4312.416 	      0.009
  4313.190 	      0.027
  4313.964 	      0.051
  4314.739 	      0.063
  4315.513 	      0.037
  4316.288 	      0.027
  4317.062 	      0.048
  4317.837 	      0.066
  4318.612 	      0.074
  4319.388 	      0.049
  4320.163 	      0.035
  4320.938 	      0.034
  4321.714 	      0.043
  4322.490 	      0.069
  4323.266 	      0.076
  4324.042 	      0.086
  4324.818 	      0.089
  4325.594 	      0.072
  4326.370 	      0.022
  4327.147 	      0.016
  4327.924 	      0.030
  4328.700 	      0.062
  4329.477 	      0.044
  4330.255 	      0.034
  4331.032 	      0.043
  4331.809 	      0.057
  4332.587 	      0.033
  4333.364 	      0.067
  4334.142 	      0.076
  4334.920 	      0.063
  4335.698 	      0.019
  4336.477 	      0.008
  4337.255 	      0.040
  4338.034 	      0.030
  4338.812 	     -0.020
  4339.591 	     -0.034
  4340.370 	      0.011
  4341.149 	      0.003
  4341.928 	     -0.015
  4342.708 	      0.009
  4343.487 	      0.017
  4344.267 	     -0.011
  4345.046 	     -0.018
  4345.826 	      0.010
  4346.606 	     -0.005
  4347.387 	      0.061
  4348.167 	      0.058
  4348.947 	      0.025
  4349.728 	      0.056
  4350.509 	      0.033
  4351.290 	      0.055
  4352.071 	      0.082
  4352.852 	      0.100
  4353.633 	      0.089
  4354.415 	      0.100
  4355.196 	      0.095
  4355.978 	      0.079
  4356.760 	      0.070
  4357.542 	      0.051
  4358.324 	      0.040
  4359.106 	      0.043
  4359.889 	      0.068
  4360.671 	      0.090
  4361.454 	      0.082
  4362.237 	      0.077
  4363.020 	      0.077
  4363.803 	      0.092
  4364.587 	      0.093
  4365.370 	      0.079
  4366.153 	      0.064
  4366.937 	      0.056
  4367.721 	      0.047
  4368.505 	      0.094
  4369.289 	      0.101
  4370.073 	      0.075
  4370.858 	      0.103
  4371.642 	      0.057
  4372.427 	      0.049
  4373.212 	      0.052
  4373.997 	      0.054
  4374.782 	      0.059
  4375.567 	      0.038
  4376.353 	      0.009
  4377.138 	     -0.005
  4387.363 	      0.061
  4388.151 	      0.061
  4388.938 	      0.085
  4389.726 	      0.073
  4390.514 	      0.080
  4391.302 	      0.091
  4392.090 	      0.089
  4392.879 	      0.066
  4393.667 	      0.058
  4394.456 	      0.046
  4395.245 	      0.030
  4396.033 	      0.022
  4396.823 	      0.070
  4397.612 	      0.082
  4398.401 	      0.076
  4399.191 	      0.057
  4399.980 	      0.064
  4400.770 	      0.071
  4401.560 	      0.075
  4402.350 	      0.080
  4403.140 	      0.099
  4403.931 	      0.074
  4404.721 	      0.077
  4405.512 	      0.085
  4406.302 	      0.091
  4407.093 	      0.105
  4407.884 	      0.062
  4408.676 	      0.052
  4409.467 	      0.064
  4410.258 	      0.098
  4411.050 	      0.120
  4411.842 	      0.081
  4412.634 	      0.059
  4413.426 	      0.057
  4414.218 	      0.058
  4415.010 	      0.063
  4415.803 	      0.073
  4416.595 	      0.069
  4417.388 	      0.045
  4418.181 	      0.064
  4418.974 	      0.022
  4419.767 	      0.045
  4420.561 	      0.076
  4421.354 	      0.054
  4422.148 	      0.027
  4422.941 	      0.022
  4423.735 	      0.012
  4424.529 	      0.004
  4425.324 	      0.034
  4426.118 	      0.021
  4426.912 	      0.013
  4427.707 	      0.013
  4428.502 	      0.024
  4429.297 	      0.060
  4430.092 	      0.051
  4430.887 	      0.059
  4431.682 	      0.069
  4432.478 	      0.072
  4433.273 	      0.047
  4434.069 	      0.025
  4434.865 	      0.004
  4435.661 	     -0.011
  4436.457 	     -0.016
  4437.253 	     -0.003
  4438.050 	      0.009
  4438.847 	      0.024
  4439.643 	      0.035
  4440.440 	      0.033
  4441.237 	      0.013
  4442.034 	     -0.001
  4442.832 	     -0.009
  4443.629 	     -0.011
  4444.427 	     -0.018
  4445.225 	     -0.020
  4446.023 	     -0.003
  4446.821 	      0.021
  4447.619 	      0.046
  4448.417 	      0.052
  4449.216 	      0.036
  4450.014 	      0.024
  4450.813 	      0.017
  4451.612 	      0.018
  4452.411 	      0.042
  4453.210 	      0.048
  4454.009 	      0.038
  4454.809 	      0.018
  4455.609 	     -0.004
  4456.408 	      0.006
  4457.208 	      0.013
  4458.008 	      0.014
  4458.808 	      0.011
  4459.609 	      0.016
  4460.409 	      0.043
  4461.210 	      0.058
  4462.011 	      0.061
  4462.812 	      0.051
  4463.613 	      0.030
  4464.414 	      0.003
  4465.215 	     -0.011
  4466.017 	     -0.017
  4466.818 	     -0.014
  4467.620 	      0.008
  4468.422 	      0.033
  4469.224 	      0.040
  4470.026 	      0.034
  4470.829 	      0.020
  4471.631 	      0.015
  4472.434 	      0.022
  4473.237 	      0.014
  4474.039 	     -0.002
  4474.843 	     -0.022
  4475.646 	     -0.027
  4476.449 	     -0.011
  4477.253 	     -0.007
  4478.056 	     -0.011
  4478.860 	     -0.021
  4479.664 	     -0.013
  4480.468 	     -0.014
  4481.272 	     -0.014
  4482.077 	     -0.011
  4482.881 	     -0.006
  4483.686 	      0.002
  4484.491 	      0.009
  4485.296 	      0.016
  4486.101 	      0.020
  4486.906 	      0.023
  4487.711 	      0.024
  4488.517 	      0.022
  4489.322 	      0.021
  4490.128 	      0.020
  4490.934 	      0.021
  4491.740 	      0.026
  4492.547 	      0.032
  4493.353 	      0.025
  4494.160 	      0.021
  4494.966 	      0.031
  4495.773 	      0.042
  4496.580 	      0.049
  4497.387 	      0.045
  4498.194 	      0.034
  4499.002 	      0.019
  4499.809 	      0.005
  4500.617 	     -0.006
  4501.425 	     -0.008
  4502.233 	     -0.001
  4503.041 	      0.010
  4503.849 	      0.026
  4504.658 	      0.022
  4505.466 	      0.010
  4506.275 	     -0.001
  4507.084 	     -0.003
  4507.893 	      0.008
  4508.702 	      0.006
  4509.511 	     -0.004
  4510.321 	     -0.006
  4511.130 	      0.005
  4511.940 	      0.034
  4512.750 	      0.056
  4513.560 	      0.071
  4514.370 	      0.079
  4515.180 	      0.080
  4515.991 	      0.073
  4516.802 	      0.056
  4517.612 	      0.038
  4518.423 	      0.026
  4519.234 	      0.022
  4520.045 	      0.024
  4520.857 	      0.020
  4521.668 	      0.015
  4522.480 	      0.010
  4523.292 	      0.007
  4524.103 	      0.008
