wlen 	 newgal_spectrum 
  4176.646 	      0.068
  4177.397 	      0.061
  4178.147 	      0.052
  4178.898 	      0.043
  4179.649 	      0.031
  4180.400 	      0.020
  4181.151 	      0.008
  4181.902 	     -0.003
  4182.653 	     -0.016
  4183.405 	     -0.022
  4184.157 	     -0.027
  4184.908 	     -0.029
  4185.660 	     -0.034
  4186.412 	     -0.030
  4187.164 	     -0.031
  4187.917 	     -0.043
  4188.669 	     -0.044
  4189.422 	     -0.041
  4190.174 	     -0.013
  4190.927 	      0.080
  4191.680 	     -0.021
  4192.433 	     -0.030
  4193.186 	     -0.015
  4193.940 	      0.031
  4194.693 	     -0.047
  4195.447 	     -0.064
  4196.201 	     -0.063
  4196.955 	     -0.037
  4197.709 	     -0.089
  4198.463 	     -0.074
  4199.217 	     -0.030
  4199.972 	      0.069
  4200.726 	      0.096
  4201.481 	      0.027
  4202.236 	     -0.022
  4202.991 	      0.028
  4203.746 	      0.019
  4204.501 	      0.009
  4205.257 	      0.016
  4206.012 	      0.068
  4206.768 	      0.089
  4207.524 	      0.056
  4208.280 	      0.018
  4209.036 	     -0.008
  4209.792 	     -0.000
  4210.548 	     -0.004
  4211.305 	     -0.009
  4212.061 	     -0.011
  4212.818 	      0.024
  4213.575 	      0.034
  4214.332 	      0.029
  4215.089 	     -0.001
  4215.846 	     -0.008
  4216.604 	      0.006
  4217.361 	      0.010
  4218.119 	     -0.016
  4218.877 	     -0.048
  4219.635 	     -0.055
  4220.393 	     -0.041
  4221.151 	      0.013
  4221.910 	      0.072
  4222.668 	      0.005
  4223.427 	     -0.054
  4224.186 	     -0.079
  4224.945 	     -0.050
  4225.704 	      0.039
  4226.463 	      0.072
  4227.222 	      0.010
  4227.982 	      0.113
  4228.741 	      0.044
  4229.501 	      0.016
  4230.261 	      0.054
  4231.021 	      0.097
  4231.781 	      0.049
  4232.542 	      0.038
  4233.302 	      0.068
  4234.063 	      0.046
  4234.823 	      0.023
  4235.584 	      0.009
  4236.345 	      0.003
  4237.106 	     -0.049
  4237.868 	      0.001
  4238.629 	      0.001
  4239.390 	     -0.029
  4240.152 	      0.015
  4240.914 	      0.009
  4241.676 	     -0.012
  4242.438 	     -0.036
  4243.200 	     -0.020
  4243.963 	     -0.017
  4244.725 	     -0.006
  4245.488 	      0.007
  4246.250 	      0.021
  4247.013 	      0.041
  4247.776 	      0.046
  4248.540 	      0.050
  4249.303 	      0.075
  4250.066 	      0.106
