Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6366.982	    0.246	 3.819e-17	         4.302e-18	    2.448	    0.236	 2.343e-16	 3.473e-17	  -17.509	            0.378	 3156.187	 3156.187	   11.577	   14.823	    5.764
[OI]b   	 6363.800	 6431.154	    0.246	 1.232e-17	         4.302e-18	    2.448	    0.236	 7.558e-17	 2.738e-17	  -17.509	            0.378	 3156.187	 3156.187	   11.462	   36.226	    5.764
[NII]b  	 6548.100	 6617.703	    0.298	 3.043e-16	         1.860e-16	    1.651	    0.239	 1.259e-15	 7.908e-16	          -17.509	    0.378	 3169.698	 3169.698	   13.495	           62.811	    3.887
Halpha  	 6562.800	 6632.622	    0.214	 2.005e-15	         3.182e-16	    1.645	    0.167	 8.268e-15	 1.557e-15	          -17.509	    0.378	 3172.537	 3172.537	    9.686	           18.827	    3.874
[NII]a  	 6583.500	 6653.479	    0.298	 8.825e-16	         1.860e-16	    1.660	    0.239	 3.671e-15	 9.376e-16	          -17.509	    0.378	 3169.698	 3169.698	   13.422	           25.539	    3.908
[SII]a  	 6716.400	 6787.783	    0.489	 2.897e-16	         1.200e-16	    1.547	    0.400	 1.123e-15	 5.485e-16	          -17.509	    0.378	 3169.330	 3169.330	   21.597	           48.825	    3.643
[SII]b  	 6730.800	 6802.336	    0.489	 2.001e-16	         1.000e-16	    1.550	    0.400	 7.775e-16	 4.373e-16	          -17.509	    0.378	 3169.330	 3169.330	   21.551	           56.244	    3.651
Hbeta   	 4861.000	 4913.060	    0.098	 2.391e-16	         1.893e-17	    1.705	    0.061	 1.022e-15	 8.867e-17	          -17.509	    0.378	 3193.490	 3193.490	    6.004	            8.675	    4.015
[OIII]49	 4959.000	 5011.612	    0.182	 1.273e-17	         6.444e-18	    1.361	    0.142	 4.344e-17	 2.246e-17	          -17.509	    0.378	 3163.747	 3163.747	   10.872	           51.696	    3.206
[OIII]50	 5007.000	 5060.122	    0.182	 3.818e-17	         6.444e-18	    1.361	    0.142	 1.303e-16	 2.587e-17	          -17.509	    0.378	 3163.805	 3163.805	   10.768	           19.854	    3.206
[OI]a   	 6300.300	 6366.982	    0.246	 3.819e-17	         4.302e-18	    2.448	    0.236	 2.343e-16	 3.473e-17	          -17.509	    0.378	 3156.187	 3156.187	   11.577	           14.823	    5.764
[OI]b   	 6363.800	 6431.154	    0.246	 1.232e-17	         4.302e-18	    2.448	    0.236	 7.558e-17	 2.738e-17	          -17.509	    0.378	 3156.187	 3156.187	   11.462	           36.226	    5.764
[NII]b  	 6548.100	 6617.703	    0.298	 3.043e-16	         1.860e-16	    1.651	    0.239	 1.259e-15	 7.908e-16	          -17.509	    0.378	 3169.698	 3169.698	   13.495	           62.811	    3.887
Halpha  	 6562.800	 6632.622	    0.214	 2.005e-15	         3.182e-16	    1.645	    0.167	 8.268e-15	 1.557e-15	          -17.509	    0.378	 3172.537	 3172.537	    9.686	           18.827	    3.874
[NII]a  	 6583.500	 6653.479	    0.298	 8.825e-16	         1.860e-16	    1.660	    0.239	 3.671e-15	 9.376e-16	          -17.509	    0.378	 3169.698	 3169.698	   13.422	           25.539	    3.908
[SII]a  	 6716.400	 6787.783	    0.489	 2.897e-16	         1.200e-16	    1.547	    0.400	 1.123e-15	 5.485e-16	          -17.509	    0.378	 3169.330	 3169.330	   21.597	           48.825	    3.643
[SII]b  	 6730.800	 6802.336	    0.489	 2.001e-16	         1.000e-16	    1.550	    0.400	 7.775e-16	 4.373e-16	          -17.509	    0.378	 3169.330	 3169.330	   21.551	           56.244	    3.651
Hbeta   	 4861.000	 4913.060	    0.098	 2.391e-16	         1.893e-17	    1.705	    0.061	 1.022e-15	 8.867e-17	          -17.509	    0.378	 3193.490	 3193.490	    6.004	            8.675	    4.015
[OIII]49	 4959.000	 5011.612	    0.182	 1.273e-17	         6.444e-18	    1.361	    0.142	 4.344e-17	 2.246e-17	          -17.509	    0.378	 3163.747	 3163.747	   10.872	           51.696	    3.206
[OIII]50	 5007.000	 5060.122	    0.182	 3.818e-17	         6.444e-18	    1.361	    0.142	 1.303e-16	 2.587e-17	          -17.509	    0.378	 3163.805	 3163.805	   10.768	           19.854	    3.206
