WV      	 Sigma   
4176.646	    0.056
4177.397	    0.053
4178.147	    0.049
4178.898	    0.045
4179.649	    0.038
4180.400	    0.031
4181.151	    0.019
4181.902	    0.012
4182.653	    0.027
4183.405	    0.032
4184.157	    0.035
4184.908	    0.037
4185.660	    0.040
4186.412	    0.037
4187.164	    0.038
4187.917	    0.045
4188.669	    0.045
4189.422	    0.044
4190.174	    0.025
4190.927	    0.061
4191.680	    0.031
4192.433	    0.037
4193.186	    0.026
4193.940	    0.038
4194.693	    0.047
4195.447	    0.055
4196.201	    0.054
4196.955	    0.042
4197.709	    0.064
4198.463	    0.059
4199.217	    0.037
4199.972	    0.057
4200.726	    0.067
4201.481	    0.035
4202.236	    0.032
4202.991	    0.036
4203.746	    0.030
4204.501	    0.020
4205.257	    0.027
4206.012	    0.056
4206.768	    0.064
4207.524	    0.051
4208.280	    0.029
4209.036	    0.019
4209.792	    0.019
4210.548	    0.014
4211.305	    0.020
4212.061	    0.023
4212.818	    0.033
4213.575	    0.040
4214.332	    0.037
4215.089	    0.007
4215.846	    0.019
4216.604	    0.017
4217.361	    0.022
4218.119	    0.027
4218.877	    0.047
4219.635	    0.051
4220.393	    0.044
4221.151	    0.025
4221.910	    0.058
4222.668	    0.015
4223.427	    0.050
4224.186	    0.061
4224.945	    0.048
4225.704	    0.043
4226.463	    0.058
4227.222	    0.022
4227.982	    0.073
4228.741	    0.045
4229.501	    0.027
4230.261	    0.050
4231.021	    0.067
4231.781	    0.048
4232.542	    0.042
4233.302	    0.056
4234.063	    0.046
4234.823	    0.033
4235.584	    0.020
4236.345	    0.012
4237.106	    0.048
4237.868	    0.007
4238.629	    0.007
4239.390	    0.037
4240.152	    0.026
4240.914	    0.020
4241.676	    0.024
4242.438	    0.041
4243.200	    0.031
4243.963	    0.028
4244.725	    0.017
4245.488	    0.018
4246.250	    0.031
4247.013	    0.044
4247.776	    0.046
4248.540	    0.048
4249.303	    0.059
4250.066	    0.070
4250.830	    0.063
4251.594	    0.063
4252.357	    0.087
4253.121	    0.071
4253.886	    0.066
4254.650	    0.062
4255.414	    0.056
4256.179	    0.020
4256.944	    0.068
4257.708	    0.073
4258.473	    0.034
4259.238	    0.023
4260.004	    0.043
4260.769	    0.039
4261.535	    0.022
4262.300	    0.077
4263.066	    0.073
4263.832	    0.059
4264.598	    0.040
4265.364	    0.043
4266.130	    0.046
4266.897	    0.018
4267.664	    0.038
4268.430	    0.019
4269.197	    0.031
4269.964	    0.015
4270.731	    0.027
4271.499	    0.041
4272.266	    0.035
4273.034	    0.031
